step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,7106400,4495,9570,35.998295,,0,9,9,108,178648,12345,3688,6927752,18,143,381,1,96777,1,60,1,565599,1,944895,1,254708,1,172440,1,4881329,1,11563,1,1428002,1,13978,4,654660,4,95394,4,800647,4,1524919,8,2321877,108,0,0,6082,1,342506,1,2796,1,0,0,0,0,0,0,662752,1,135145,1,18117,1,26654,1,57627,1,434433,1,43589,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,1241,1,0,1,0,1
1,4833700,4196,9570,35.993866,,0,8,8,96,40921,1303,3167,4792779,18,150,130,1,38468,1,50,1,498202,1,402428,1,254327,1,98590,1,3489611,1,10972,1,751357,1,11694,4,577002,4,77297,4,637836,4,1192633,8,1827303,96,0,0,5371,1,232452,1,2665,1,0,0,0,0,0,0,377657,1,17075,1,4579,1,8788,1,26053,1,435886,1,27105,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1,1241,1,0,1,0,1
2,4709000,4142,9570,35.986713,,0,8,8,96,36205,1222,3668,4672795,18,150,60,1,24370,1,50,1,473973,1,335321,1,254197,1,91977,1,3482096,1,10752,1,767490,1,12636,4,567082,4,77698,4,655963,4,1258197,8,1910492,96,0,0,5311,1,133892,1,2605,1,0,0,0,0,0,0,311453,1,16814,1,4279,1,15642,1,21975,1,409843,1,26293,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1,1240,1,1,1,1,1
3,4712100,4111,9570,35.976837,,0,8,8,96,37321,1243,4028,4674779,18,150,70,1,24219,1,50,1,456608,1,345642,1,254357,1,88710,1,3494140,1,10982,1,738781,1,12405,4,566541,4,80433,4,674090,4,1275442,8,1945503,96,0,0,7064,1,135475,1,2665,1,0,0,0,0,0,0,321593,1,17175,1,4008,1,5040,1,22095,1,404241,1,25041,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1,1240,1,1,1,0,1
4,4564500,4100,9570,35.964233,,0,8,8,96,35978,1142,3668,4528522,18,150,190,1,24380,1,90,1,455395,1,341534,1,254317,1,88009,1,3353615,1,10992,1,745926,1,12455,4,567924,4,77417,4,619749,4,1185489,8,1801570,96,0,0,5331,1,135525,1,2655,1,0,0,0,0,0,0,316483,1,18377,1,3828,1,5301,1,22065,1,401616,1,26243,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1,1240,1,1,1,0,1
5,4696200,4087,9570,35.948902,,0,8,8,96,35099,982,4128,4661101,18,150,90,1,24269,1,90,1,454093,1,336263,1,254156,1,87929,1,3493318,1,10892,1,731376,1,12435,4,566551,4,77938,4,645191,4,1318579,8,1959642,96,0,0,5311,1,132279,1,2675,1,0,0,0,0,0,0,313046,1,16604,1,3718,1,4920,1,22075,1,401837,1,25121,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1,1240,1,1,1,0,1
6,4694900,4079,9570,35.93085,,0,8,8,96,37226,1122,2275,4657674,18,150,90,1,24309,1,40,1,455516,1,352286,1,254156,1,87337,1,3473097,1,10842,1,751156,1,12415,4,567233,4,77668,4,663478,4,1259209,8,1920412,96,0,0,5321,1,132840,1,2655,1,0,0,0,0,0,0,329900,1,15702,1,3738,1,4880,1,21744,1,403239,1,25522,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1,1240,1,1,1,0,1
7,4558500,4073,9570,35.910072,,0,8,8,96,33946,1002,2235,4524554,18,150,130,1,24430,1,40,1,454403,1,330852,1,254337,1,88249,1,3361360,1,10752,1,743270,1,12305,4,569577,4,77337,4,622415,4,1201010,8,1821191,96,0,0,5341,1,126447,1,2655,1,0,0,0,0,0,0,308296,1,16183,1,3657,1,5231,1,21594,1,402077,1,25362,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
8,4693500,4066,9570,35.88657,,0,8,8,96,33460,1032,2325,4660040,18,150,30,1,24279,1,30,1,456127,1,342756,1,254347,1,87658,1,3484010,1,10802,1,749593,1,12305,4,569848,4,77558,4,652386,4,1290482,8,1940543,96,0,0,5321,1,122769,1,2716,1,0,0,0,0,0,0,319469,1,15872,1,4629,1,4920,1,21434,1,404151,1,25442,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
9,4716500,4061,9570,35.86034,,0,8,8,96,34015,1032,2255,4682485,18,150,40,1,24179,1,30,1,454273,1,390303,1,254287,1,86716,1,3461804,1,10852,1,740154,1,12475,4,569988,4,77658,4,659199,4,1263608,8,1920553,96,0,0,5331,1,129663,1,2695,1,0,0,0,0,0,0,367517,1,16093,1,3758,1,4900,1,20762,1,403079,1,25362,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1,1240,1,1,1,0,1
