step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,10555200,4495,9570,35.998295,,0,9,9,108,120057,13907,5942,10435143,18,152,1303,1,148337,1,240,1,2350957,1,2513802,1,434130,1,172363,1,4800996,1,13015,1,1129224,1,16923,4,616482,4,83321,4,978372,4,1911056,8,2883487,108,0,0,3226,1,44797,1,3687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0
1,8810600,4196,9570,35.993866,,0,8,8,96,61498,1413,4299,8749102,18,140,170,1,51069,1,180,1,2509674,1,2413087,1,433919,1,89473,1,3239586,1,11943,1,399663,1,7414,4,481531,4,68482,4,760771,4,1496023,8,2252496,96,0,0,2805,1,18877,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,0,0,0,0,0,0
2,8614000,4142,9570,35.986713,,0,8,8,96,59465,1313,9208,8554535,18,140,170,1,39336,1,80,1,2409069,1,2377068,1,433839,1,90776,1,3192935,1,11262,1,339687,1,7845,4,485058,4,68683,4,757625,4,1496555,8,2244972,96,0,0,3006,1,30559,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,0,0,0,0,0,0
3,8930600,4111,9570,35.976837,,0,8,8,96,64963,1333,6242,8865637,18,140,321,1,60567,1,150,1,2584749,1,2363231,1,433789,1,104632,1,3306545,1,11653,1,459028,1,8516,4,502261,4,69144,4,753798,4,1477307,8,2224863,96,0,0,3046,1,29407,1,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,0,0,0,0,0,0
4,8318500,4100,9570,35.964233,,0,8,8,96,59095,1453,6943,8259405,18,140,200,1,24888,1,160,1,1953859,1,2471320,1,434029,1,91357,1,3272209,1,11382,1,389263,1,9198,4,524134,4,71098,4,761132,4,1491645,8,2245834,96,0,0,2785,1,18917,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,0,0,0,0,0,0
5,8209900,4087,9570,35.948902,,0,8,8,96,71069,1763,2195,8138831,18,140,140,1,24938,1,70,1,1957967,1,2552868,1,433789,1,86046,1,3072272,1,10741,1,297696,1,7454,4,474758,4,68042,4,734791,4,1457499,8,2190095,96,0,0,3006,1,24608,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,0,0,0,0,0,0
6,8506700,4079,9570,35.93085,,0,8,8,96,107836,1473,2324,8398864,18,140,160,1,34767,1,180,1,2317332,1,2354955,1,433929,1,86357,1,3159982,1,11202,1,326471,1,7995,4,480018,4,69134,4,746604,4,1488198,8,2232478,96,0,0,3306,1,34226,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,0,0,0,0,0,0
7,8053100,4073,9570,35.910072,,0,8,8,96,55351,1262,2304,7997749,18,140,140,1,25319,1,130,1,1960672,1,2342050,1,433849,1,88872,1,3135925,1,10791,1,294630,1,7715,4,493374,4,69164,4,755391,4,1480954,8,2234041,96,0,0,3166,1,27633,1,2635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,0,0,0,0,0,0
8,8371400,4066,9570,35.88657,,0,8,8,96,58912,1493,2294,8312488,18,140,150,1,24367,1,230,1,1965331,1,2349695,1,433759,1,115143,1,3412701,1,11111,1,431014,1,9589,4,563119,4,74364,4,789948,4,1515411,8,2303064,96,0,0,2765,1,22393,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,0,0,0,0,0,0
9,8466700,4061,9570,35.86034,,0,8,8,96,45523,1323,2275,8421177,18,140,701,1,32453,1,140,1,2314336,1,2398679,1,434180,1,98941,1,3130835,1,10911,1,324798,1,8066,4,493134,4,69074,4,741354,4,1467919,8,2206998,96,0,0,2715,1,19858,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,0,0,0,0,0,0
