step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,19809200,4495,9570,35.998295,,0,9,9,108,199131,5781,5320,19610069,18,159,751,1,120282,1,80,1,728556,1,2790124,1,891871,1,156993,1,14903156,1,18255,1,1392026,1,9989,4,649503,4,70185,4,4194704,4,8207066,8,12396450,108,0,0,6002,1,365425,1,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,49966,1,70747,1,550632,1,52211,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,1241,1,0,1,0,1
1,17322100,4196,9570,35.993866,,0,8,8,96,854194,1272,4108,16467906,18,147,150,1,43023,1,80,1,593145,1,2398037,1,891600,1,103680,1,12420005,1,18185,1,742433,1,7635,4,567595,4,69464,4,3650915,4,7117373,8,10764180,96,0,0,5260,1,255513,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,5982,1,32332,1,528580,1,25850,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,1241,1,0,1,0,1
2,17262300,4142,9570,35.986713,,0,8,8,96,709120,1333,6112,16553180,18,147,130,1,31391,1,80,1,611229,1,2482169,1,891841,1,107718,1,12411368,1,17253,1,837897,1,7585,4,571352,4,68733,4,3626718,4,7129226,8,10749832,96,0,0,5340,1,160550,1,2635,1,0,0,0,0,0,0,0,0,0,0,0,0,39657,1,27834,1,514703,1,28635,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,1240,1,1,1,1,1
3,16764500,4111,9570,35.976837,,0,8,8,96,204847,1413,7154,16559653,18,147,140,1,30409,1,80,1,584638,1,2534371,1,892101,1,95144,1,12406349,1,16422,1,782530,1,7805,4,604607,4,68943,4,3725549,4,7071204,8,10789599,96,0,0,5310,1,136343,1,2645,1,0,0,0,0,0,0,0,0,0,0,0,0,9739,1,29056,1,514683,1,30759,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,1240,1,1,1,0,1
4,16331400,4100,9570,35.964233,,0,8,8,96,221164,3647,3397,16110236,18,147,130,1,34767,1,110,1,586321,1,2392066,1,891821,1,93931,1,12094246,1,16842,1,735720,1,7585,4,560772,4,68192,4,3569117,4,6974949,8,10540669,96,0,0,5180,1,166571,1,2515,1,0,0,0,0,0,0,0,0,0,0,0,0,7234,1,29537,1,517669,1,30609,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,1240,1,1,1,0,1
5,16699300,4087,9570,35.948902,,0,8,8,96,504652,2355,6623,16194648,18,147,140,1,31130,1,50,1,572485,1,2482179,1,891851,1,112457,1,12086732,1,17624,1,774294,1,7494,4,563417,4,67951,4,3554649,4,6978445,8,10526471,96,0,0,5320,1,130231,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,9348,1,28505,1,509754,1,24507,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,1240,1,1,1,0,1
6,16682300,4079,9570,35.93085,,0,8,8,96,163726,1333,3276,16518574,18,147,160,1,29888,1,80,1,576452,1,2650625,1,891981,1,93551,1,12259305,1,16532,1,772330,1,7514,4,570821,4,68983,4,3620967,4,7080071,8,10697762,96,0,0,5320,1,129420,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,6052,1,28144,1,511307,1,30599,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,1240,1,1,1,0,1
7,16556600,4073,9570,35.910072,,0,8,8,96,220649,1343,3487,16335951,18,147,130,1,33465,1,130,1,594267,1,2349604,1,892091,1,121114,1,12324972,1,20179,1,792098,1,7555,4,569268,4,68492,4,3607791,4,7117393,8,10721698,96,0,0,5360,1,152204,1,3467,1,0,0,0,0,0,0,0,0,0,0,0,0,9749,1,36480,1,516797,1,30699,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,1240,1,1,1,0,1
8,16368200,4066,9570,35.88657,,0,8,8,96,201856,1212,3898,16166344,18,147,691,1,30078,1,160,1,582123,1,2346838,1,891811,1,91306,1,12205441,1,17895,1,735780,1,7685,4,567906,4,68793,4,3600507,4,7069090,8,10665700,96,0,0,5330,1,146613,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,6252,1,26451,1,517759,1,31270,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,1240,1,1,1,0,1
9,16519100,4061,9570,35.86034,,0,8,8,96,211975,1272,3667,16307125,18,147,130,1,30379,1,110,1,588536,1,2438645,1,891580,1,110193,1,12228335,1,19217,1,849499,1,7685,4,560271,4,67420,4,3542435,4,7051306,8,10590074,96,0,0,5370,1,140431,1,2645,1,0,0,0,0,0,0,0,0,0,0,0,0,9649,1,29838,1,517859,1,30829,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,1240,1,1,1,0,1
