step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,9041200,4495,9570,35.998295,,0,9,9,108,97523,7345,4429,8943677,18,152,842,1,109779,1,451,1,2005343,1,2505078,1,429455,1,251411,1,3627602,1,13717,1,769552,1,12365,4,329807,4,71402,4,807067,4,1571900,8,2374537,108,0,0,4289,1,49919,1,3958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0
1,8269800,4196,9570,35.993866,,0,8,8,96,64624,1423,3968,8205176,18,140,240,1,48256,1,100,1,2246142,1,2377363,1,429285,1,89508,1,3000935,1,13347,1,410888,1,7555,4,268795,4,65290,4,747037,4,1475157,8,2218226,96,0,0,3166,1,18848,1,2776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,0,0,0,0,0,0
2,7811600,4142,9570,35.986713,,0,8,8,96,54766,1403,5231,7756834,18,140,210,1,25360,1,70,1,1954531,1,2336792,1,429275,1,87374,1,2910044,1,13176,1,344165,1,7806,4,266511,4,65991,4,740635,4,1457532,8,2192936,96,0,0,3066,1,20371,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,0,0,0,0,0,0
3,7772800,4111,9570,35.976837,,0,8,8,96,58732,1503,6003,7714068,18,140,210,1,24429,1,70,1,1956996,1,2310911,1,429215,1,87063,1,2891747,1,13427,1,320087,1,7755,4,265639,4,66132,4,734292,4,1460548,8,2188837,96,0,0,2976,1,29990,1,2826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,0,0,0,0,0,0
4,7750100,4100,9570,35.964233,,0,8,8,96,54408,1403,6153,7695692,18,140,230,1,24379,1,70,1,1959972,1,2325861,1,429084,1,87274,1,2855455,1,13367,1,286931,1,7675,4,264436,4,65781,4,752087,4,1447632,8,2193566,96,0,0,3126,1,23787,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,0,0,0,0,0,0
5,7840200,4087,9570,35.948902,,0,8,8,96,53417,1383,2125,7786783,18,140,210,1,24930,1,80,1,1943429,1,2368145,1,429134,1,87484,1,2919773,1,13597,1,333364,1,8357,4,270408,4,76582,4,728841,4,1460368,8,2187084,96,0,0,3417,1,34358,1,2695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,0,0,0,0,0,0
6,7792800,4079,9570,35.93085,,0,8,8,96,76477,1493,2144,7716323,18,140,561,1,25360,1,80,1,1954602,1,2336071,1,429114,1,91833,1,2865595,1,13106,1,329997,1,7435,4,263905,4,65951,4,731757,4,1439666,8,2169279,96,0,0,3006,1,19539,1,2846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,0,0,0,0,0,0
7,7884400,4073,9570,35.910072,,0,8,8,96,57507,1663,2224,7826893,18,140,200,1,25551,1,70,1,1955193,1,2396451,1,429325,1,94839,1,2911467,1,13797,1,361239,1,7836,4,263585,4,65971,4,733220,4,1450528,8,2181523,96,0,0,3066,1,21553,1,2806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,0,0,0,0,0,0
8,7789000,4066,9570,35.88657,,0,8,8,96,55834,1383,2265,7733166,18,140,281,1,24639,1,70,1,1955143,1,2378846,1,429195,1,86081,1,2845555,1,13357,1,307402,1,7505,4,262002,4,65631,4,727248,4,1447903,8,2172886,96,0,0,3036,1,20671,1,2776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,0,0,0,0,0,0
9,7754200,4061,9570,35.86034,,0,8,8,96,58037,1303,2024,7696163,18,140,200,1,24880,1,70,1,1958319,1,2348396,1,429184,1,85971,1,2835916,1,13226,1,301831,1,7796,4,262412,4,65581,4,728370,4,1443594,8,2169940,96,0,0,3076,1,19268,1,2685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,0,0,0,0,0,0
10,7681800,4053,9570,35.831387,,0,8,8,96,40967,1122,2034,7640833,18,140,80,1,24248,1,70,1,1957517,1,2302745,1,428994,1,84598,1,2829574,1,13006,1,298635,1,7565,4,262382,4,65801,4,728390,4,1441941,8,2168297,96,0,0,2946,1,18236,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15690,1,0,1,9570,1,4053,1,15690,1,9570,1,0,1,0,0,0,0,0,0
11,7727300,4054,9570,35.79971,,0,8,8,96,41558,1142,2225,7685742,18,140,10,1,24068,1,60,1,1963489,1,2298887,1,429475,1,84709,1,2871407,1,13637,1,305218,1,8347,4,262202,4,65831,4,730344,4,1460398,8,2188516,96,0,0,2836,1,32224,1,2866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15715,1,0,1,9570,1,4054,1,15715,1,9570,1,0,1,0,0,0,0,0,0
12,7737700,4056,9570,35.765305,,0,8,8,96,39393,1152,2075,7698307,18,140,30,1,24659,1,100,1,1978449,1,2328416,1,429094,1,85580,1,2838722,1,13256,1,282553,1,7725,4,262743,4,66372,4,745875,4,1443063,8,2186863,96,0,0,2876,1,23797,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15716,1,0,1,9570,1,4056,1,15716,1,9570,1,0,1,0,0,0,0,0,0
13,7738600,4055,9570,35.728176,,0,8,8,96,42598,1192,2195,7696002,18,140,10,1,24439,1,50,1,1947938,1,2321743,1,428974,1,86061,1,2873541,1,13246,1,309115,1,8166,4,270689,4,65741,4,732258,4,1449366,8,2179429,96,0,0,2906,1,31533,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15731,1,0,1,9570,1,4055,1,15731,1,9570,1,0,1,0,0,0,0,0,0
14,8066700,4060,9570,35.688324,,0,8,8,96,55560,1753,2194,8011140,18,140,90,1,24198,1,120,1,1931305,1,2323366,1,429124,1,193024,1,3096655,1,13256,1,501058,1,8787,4,312091,4,71673,4,738911,4,1431600,8,2168317,96,0,0,2946,1,25040,1,2796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15731,1,0,1,9570,1,4060,1,15731,1,9570,1,0,1,0,0,0,0,0,0
15,8109400,4057,9570,35.64575,,0,8,8,96,45114,1333,2515,8064286,18,140,120,1,35741,1,80,1,2268116,1,2354117,1,429144,1,89588,1,2874092,1,13286,1,342422,1,8246,4,262613,4,65811,4,728140,4,1438324,8,2163948,96,0,0,3226,1,21353,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15734,1,0,1,9570,1,4057,1,15734,1,9570,1,0,1,0,0,0,0,0,0
16,7659900,4055,9570,35.600445,,0,8,8,96,41232,1132,2015,7618668,18,140,50,1,24439,1,411,1,1916115,1,2314688,1,429064,1,84488,1,2836187,1,13226,1,308965,1,7665,4,261781,4,65821,4,728050,4,1439025,8,2165060,96,0,0,2826,1,18266,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15727,1,0,1,9570,1,4055,1,15727,1,9570,1,0,1,0,0,0,0,0,0
17,7932300,4051,9570,35.552414,,0,8,8,96,55007,1533,2145,7877293,18,140,50,1,24348,1,30,1,1913670,1,2519596,1,429325,1,86121,1,2890254,1,13898,1,356600,1,8046,4,262142,4,65310,4,723020,4,1435909,8,2156784,96,0,0,2896,1,32084,1,2715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15724,1,0,1,9570,1,4051,1,15724,1,9570,1,0,1,0,0,0,0,0,0
