# UG-16 (plan gate, rung B2b): linked section sizes of playground, profile.release (fat LTO),
# llvm-size -A -d. One row per rung; written by scripts/ug16_linked_size.py --record.
# Band: .text or .rdata above +1 % vs the previous row is HOLD for the owner's written acceptance.
rung	date_utc	head	dirty	tree_id	toolchain	llvm_size_version	image	image_mtime_utc	text	rdata	total	sections	note
B2b	2026-09-24T13:02:04Z	e226a3f298906c77029237f604161decb51702e4	0	c768de4a7a46	stable-x86_64-pc-windows-msvc	22.1.8-rust-1.98.1-stable	D:/wt/_targets/ui-msvc/release/examples/playground.exe	2026-09-24T12:47:53Z	3023488	3161910	6652622	.text=3023488;.rdata=3161910;.data=388096;.pdata=69912;.reloc=9216	B2b baseline; boyko-app --example playground; profile.release lto=fat; rustc 1.98.1 msvc; --locked, Cargo.lock sha256(LF) 5f8de754; final rustc line --cfg feature set: none (stream features []); its --extern set: boyko_app boyko_diag boyko_ecs boyko_fontbake boyko_input boyko_log boyko_macros boyko_math boyko_physics boyko_render boyko_scene boyko_threadpool boyko_ui boyko_rhi boyko_rhi_vulkan boyko_sdf_math boyko_shaderdsl bytemuck proc_macro2 quote syn; image sources = trunk 79005dfd (e226a3f2 changes scripts/ only)
