step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
57,8943600,4780,9570,31.39679,,0,14,10,120,39599,972,3088,8904001,18,212,40,1,23377,1,100,1,1834833,1,3064440,1,428612,1,130641,1,3409427,1,12531,1,307705,1,7178,4,494915,4,66202,4,839631,4,1662239,8,2462142,120,36640,48,3318,1,24761,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,15714,1,201,1,9570,1,4780,1,15915,1,9570,1,0,1
58,8969300,4734,9570,31.237036,,0,13,10,120,35155,982,3008,8934145,18,200,40,1,23237,1,20,1,1884615,1,3046817,1,428592,1,123674,1,3414620,1,12531,1,297901,1,7168,4,497581,4,66804,4,845254,4,1667653,8,2480296,120,29603,36,3298,1,25543,1,2436,1,0,0,0,0,0,0,0,0,0,0,0,0,15644,1,141,1,9570,1,4734,1,15785,1,9570,1,0,1
59,9035800,4748,9570,31.074558,,0,13,10,120,35292,912,3008,9000508,18,200,40,1,23077,1,90,1,1892865,1,3048882,1,428542,1,127844,1,3466327,1,12842,1,303505,1,7488,4,516608,4,66894,4,842457,4,1697777,8,2515794,120,21433,36,3408,1,24721,1,2556,1,0,0,0,0,0,0,0,0,0,0,0,0,15913,1,100,1,9570,1,4748,1,16013,1,9570,1,0,1
60,8885100,4704,9570,30.909355,,0,12,10,120,36525,952,2847,8848575,18,188,20,1,23919,1,40,1,1853479,1,3026046,1,428542,1,128144,1,3375945,1,12441,1,300548,1,7178,4,499125,4,66493,4,829957,4,1641418,8,2451526,120,17002,24,3288,1,24460,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,15920,1,82,1,9570,1,4704,1,16002,1,9570,1,0,1
61,9126000,4678,9570,30.741426,,0,12,10,120,43300,972,2877,9082700,18,188,40,1,23127,1,30,1,1888485,1,3082224,1,428562,1,189295,1,3458267,1,12671,1,350550,1,7809,4,506814,4,67355,4,835701,4,1654641,8,2469981,120,17483,24,3228,1,28580,1,2616,1,0,0,0,0,0,0,0,0,0,0,0,0,15884,1,81,1,9570,1,4678,1,15965,1,9570,1,0,1
62,8993100,4666,9570,30.570772,,0,12,10,120,33803,872,3039,8959297,18,188,90,1,23909,1,30,1,1864867,1,3117080,1,428592,1,123463,1,3388716,1,12551,1,316447,1,7127,4,492388,4,66593,4,825115,4,1645920,8,2450964,120,17032,24,3268,1,28530,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,15772,1,75,1,9570,1,4666,1,15847,1,9570,1,0,1
63,8854100,4609,9570,30.397394,,0,11,9,108,35528,862,2717,8818572,18,176,40,1,23267,1,100,1,1838321,1,3080670,1,428582,1,123583,1,3311066,1,12942,1,298102,1,7238,4,493140,4,66373,4,810730,4,1601149,8,2371399,108,37763,24,6566,1,24370,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,15605,1,248,1,9570,1,4609,1,15853,1,9570,1,0,1
64,8796700,4623,9570,30.22129,,0,12,9,108,33865,932,2777,8762835,18,188,100,1,23227,1,30,1,1835043,1,3043138,1,428532,1,120957,1,3299347,1,12461,1,288107,1,7067,4,491376,4,66112,4,815141,4,1601520,8,2372141,108,41742,36,3248,1,23397,1,2446,1,0,0,0,0,0,0,0,0,0,0,0,0,15755,1,241,1,9570,1,4623,1,15996,1,9570,1,0,1
65,8841500,4625,9570,30.042463,,0,12,9,108,32061,942,2757,8809439,18,188,20,1,23197,1,60,1,1840557,1,3083417,1,428461,1,121448,1,3299507,1,12771,1,285501,1,7037,4,492900,4,65922,4,810399,4,1607405,8,2379318,108,35728,36,3248,1,23498,1,2657,1,0,0,0,0,0,0,0,0,0,0,0,0,15812,1,212,1,9570,1,4625,1,16024,1,9570,1,0,1
66,8783000,4579,9570,29.860909,,0,12,9,108,31182,912,2899,8751818,18,188,40,1,23849,1,40,1,1871844,1,2991802,1,428612,1,118862,1,3304259,1,12511,1,281230,1,7117,4,495456,4,66703,4,809316,4,1614733,8,2391327,108,29823,36,3569,1,22676,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,15822,1,154,1,9570,1,4579,1,15976,1,9570,1,0,1
67,8878800,4610,9570,29.67663,,0,12,9,108,33353,1343,2848,8845447,18,188,60,1,22946,1,110,1,1898649,1,3034497,1,428602,1,122681,1,3325401,1,12501,1,304447,1,7278,4,495596,4,66523,4,816383,4,1604056,8,2388140,108,29452,36,3188,1,24079,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,15966,1,146,1,9570,1,4610,1,16112,1,9570,1,0,1
68,8849000,4550,9570,29.489626,,0,11,9,108,62106,842,2838,8786894,18,176,20,1,23167,1,20,1,1835274,1,3029565,1,428572,1,118711,1,3335265,1,16300,1,284809,1,7037,4,493110,4,67295,4,831370,4,1609801,8,2421332,108,17001,24,3268,1,35196,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,15946,1,82,1,9570,1,4550,1,16028,1,9570,1,0,1
69,9321100,4524,9570,29.299898,,0,11,9,108,58108,1844,2999,9262992,18,176,160,1,31748,1,60,1,2044096,1,3100770,1,428802,1,126721,1,3516861,1,13774,1,495646,1,7539,4,499005,4,67826,4,810870,4,1603976,8,2396210,108,15638,24,3599,1,23929,1,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,15963,1,58,1,9570,1,4524,1,16021,1,9570,1,0,1
70,9219300,4535,9570,29.107445,,0,11,9,108,38620,1072,2557,9180680,18,176,241,1,31257,1,200,1,2139270,1,3109671,1,428461,1,116907,1,3341791,1,12882,1,292849,1,7198,4,507716,4,67566,4,813466,4,1621289,8,2415116,108,17082,24,3368,1,24691,1,2576,1,0,0,0,0,0,0,0,0,0,0,0,0,16066,1,69,1,9570,1,4535,1,16135,1,9570,1,0,1
71,8829400,4528,9570,28.912266,,0,11,9,108,31449,912,2547,8797951,18,176,40,1,24751,1,70,1,1881758,1,3063989,1,428502,1,112155,1,3274195,1,12491,1,279175,1,6967,4,498985,4,66413,4,797788,4,1596688,8,2379168,108,12761,24,3108,1,21693,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16175,1,47,1,9570,1,4528,1,16222,1,9570,1,0,1
72,8792700,4533,9570,28.714361,,0,11,9,108,31118,952,2527,8761582,18,176,30,1,23448,1,90,1,1836196,1,3070956,1,428532,1,114952,1,3274606,1,12771,1,283817,1,7138,4,497080,4,66603,4,798620,4,1592067,8,2380050,108,8110,24,3308,1,22445,1,2576,1,0,0,0,0,0,0,0,0,0,0,0,0,16235,1,31,1,9570,1,4533,1,16266,1,9570,1,0,1
73,8776900,4529,9570,28.745474,,0,10,9,108,36210,892,2647,8740690,18,164,100,1,24079,1,40,1,1876926,1,2984775,1,428552,1,112165,1,3301592,1,12461,1,297310,1,7117,4,505260,4,66664,4,804705,4,1592338,8,2389995,108,4401,12,3168,1,21683,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16290,1,23,1,9570,1,4529,1,16313,1,9570,1,0,1
74,8760600,4530,9570,28.77165,,0,11,9,108,41072,902,2516,8719528,18,176,10,1,24270,1,30,1,1828898,1,3071949,1,428522,1,119984,1,3233365,1,12501,1,279546,1,6706,4,497250,4,65581,4,793277,4,1562765,8,2341596,108,11929,24,3589,1,21272,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,43,1,9570,1,4530,1,16361,1,9570,1,0,1
75,8695200,4529,9570,28.79591,,0,10,9,108,33042,932,2396,8662158,18,164,160,1,23718,1,50,1,1833580,1,3010358,1,428602,1,117919,1,3235280,1,12491,1,272218,1,6797,4,497561,4,66142,4,795292,4,1569782,8,2358207,108,4471,12,3118,1,20951,1,2486,1,0,0,0,0,0,0,0,0,0,0,0,0,16337,1,30,1,9570,1,4529,1,16367,1,9570,1,0,1
76,8693400,4524,9570,28.816788,,0,10,9,108,37568,812,2406,8655832,18,164,70,1,23297,1,80,1,1865137,1,2962059,1,428542,1,117849,1,3245996,1,12801,1,274173,1,6716,4,498223,4,66042,4,804033,4,1568720,8,2365936,108,4411,12,3198,1,21533,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16366,1,24,1,9570,1,4524,1,16390,1,9570,1,0,1
77,8730100,4517,9570,28.83433,,0,10,9,108,68373,942,2647,8661727,18,164,40,1,24209,1,60,1,1852737,1,2953077,1,428612,1,119062,1,3271489,1,12441,1,275175,1,6877,4,506363,4,66423,4,801146,4,1587937,8,2381995,108,4441,12,3158,1,20671,1,2797,1,0,0,0,0,0,0,0,0,0,0,0,0,16419,1,23,1,9570,1,4517,1,16442,1,9570,1,0,1
78,8725000,4520,9570,28.848581,,0,10,9,108,38783,942,2396,8686217,18,164,30,1,23508,1,90,1,1876004,1,2974189,1,428612,1,122400,1,3248873,1,12511,1,282764,1,6787,4,504147,4,65902,4,792264,4,1569321,8,2354838,108,4351,12,3128,1,21152,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16423,1,15,1,9570,1,4520,1,16438,1,9570,1,0,1
79,8770900,4514,9568,28.862343,,0,10,9,108,40064,913,2848,8730836,18,164,60,1,23247,1,20,1,1833891,1,3010749,1,428652,1,116065,1,3305291,1,12862,1,273331,1,6887,4,501210,4,67255,4,811512,4,1617269,8,2417512,108,8421,12,3218,1,20891,1,2807,1,0,0,0,0,0,0,0,0,0,0,0,0,16435,1,36,1,9568,1,4514,1,16471,1,9568,1,0,1
80,8749900,4519,9568,28.873486,,0,10,9,108,34692,882,2287,8715208,18,164,10,1,23859,1,20,1,1884094,1,2953960,1,428562,1,118010,1,3293873,1,12821,1,274764,1,6716,4,513520,4,66312,4,797668,4,1605841,8,2392711,108,8511,12,3208,1,22405,1,2556,1,0,0,0,0,0,0,0,0,0,0,0,0,16444,1,47,1,9568,1,4519,1,16491,1,9568,1,0,1
81,8843900,4518,9568,28.88324,,0,10,9,108,37438,982,2948,8806462,18,164,110,1,23788,1,20,1,1877247,1,3002559,1,428542,1,115874,1,3345821,1,12501,1,271226,1,7248,4,511455,4,67836,4,808233,4,1651954,8,2452689,108,4551,12,3138,1,21232,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16476,1,27,1,9568,1,4518,1,16503,1,9568,1,0,1
82,8662100,4518,9568,28.892859,,0,10,9,108,36361,972,2446,8625739,18,164,30,1,23317,1,70,1,1833409,1,2973417,1,428622,1,114762,1,3239660,1,12451,1,279225,1,7027,4,500719,4,65791,4,793377,4,1565662,8,2348223,108,8371,12,3128,1,21232,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16476,1,31,1,9568,1,4518,1,16507,1,9568,1,0,1
83,8761000,4516,9568,28.90075,,0,10,9,108,47125,922,2386,8713875,18,164,10,1,23177,1,100,1,1834322,1,3016763,1,428522,1,124295,1,3273965,1,12721,1,275937,1,7067,4,508728,4,66613,4,803382,4,1582784,8,2379288,108,4491,12,3198,1,22806,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16487,1,28,1,9568,1,4516,1,16515,1,9568,1,0,1
84,8810900,4517,9567,28.907646,,0,10,9,108,35394,1002,2377,8775506,18,164,100,1,23077,1,40,1,1875593,1,2997957,1,428612,1,132164,1,3304931,1,13032,1,279225,1,7057,4,507455,4,67045,4,814288,4,1600518,8,2407788,108,4641,12,3298,1,22455,1,2586,1,0,0,0,0,0,0,0,0,0,0,0,0,16504,1,24,1,9567,1,4517,1,16528,1,9567,1,0,1
85,8734400,4508,9565,28.914537,,0,10,9,108,33277,932,2416,8701123,18,164,90,1,23849,1,80,1,1875523,1,2995391,1,428492,1,113017,1,3252231,1,12451,1,275987,1,7117,4,506633,4,66373,4,794720,4,1574003,8,2357907,108,8401,12,3118,1,20871,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16470,1,32,1,9565,1,4508,1,16502,1,9565,1,0,1
86,8661100,4519,9565,28.920815,,0,10,9,108,37487,902,2427,8623613,18,164,50,1,23297,1,100,1,1834692,1,2977798,1,428622,1,111443,1,3235159,1,12451,1,269822,1,7007,4,502373,4,65952,4,791512,4,1571456,8,2356132,108,4411,12,3118,1,20540,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16503,1,26,1,9565,1,4519,1,16529,1,9565,1,0,1
87,8683800,4516,9565,28.92588,,0,10,9,108,35657,852,2446,8648143,18,164,50,1,22976,1,20,1,1833800,1,3011310,1,428572,1,109950,1,3228924,1,12541,1,270143,1,7077,4,501681,4,65842,4,790961,4,1565652,8,2349696,108,4471,12,3148,1,21062,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,16480,1,26,1,9565,1,4516,1,16506,1,9565,1,0,1
88,8684400,4518,9565,28.930962,,0,10,9,108,30673,842,2527,8653727,18,164,50,1,23427,1,20,1,1872596,1,2940125,1,428592,1,110391,1,3266025,1,12501,1,270293,1,7037,4,519134,4,66463,4,802820,4,1573101,8,2368953,108,4441,12,3027,1,20811,1,2496,1,0,0,0,0,0,0,0,0,0,0,0,0,16493,1,28,1,9565,1,4518,1,16521,1,9565,1,0,1
89,8706700,4519,9565,28.935617,,0,10,9,108,35851,923,2456,8670849,18,164,100,1,23337,1,40,1,1851704,1,2964275,1,428592,1,112977,1,3277343,1,12481,1,298493,1,7117,4,508147,4,66152,4,799522,4,1570384,8,2363059,108,4391,12,3168,1,20931,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,16514,1,24,1,9565,1,4519,1,16538,1,9565,1,0,1
90,8917900,4514,9565,28.939785,,0,11,9,108,73515,983,2496,8844385,18,176,40,1,23237,1,100,1,1844898,1,3007370,1,428522,1,110391,1,3404806,1,25021,1,329980,1,7127,4,513420,4,67365,4,827160,4,1597019,8,2412751,108,8932,24,3228,1,55446,1,3078,1,0,0,0,0,0,0,0,0,0,0,0,0,16497,1,31,1,9565,1,4514,1,16528,1,9565,1,0,1
91,8749500,4516,9565,28.943506,,0,10,9,108,51915,1213,2397,8697585,18,164,50,1,34565,1,20,1,1889597,1,2956836,1,428672,1,109439,1,3265574,1,12831,1,274223,1,7007,4,502553,4,66052,4,793197,4,1576158,8,2362547,108,4411,12,3398,1,39226,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16544,1,27,1,9565,1,4516,1,16571,1,9565,1,0,1
92,8721500,4512,9565,28.946703,,0,10,9,108,35404,892,2647,8686096,18,164,120,1,23879,1,120,1,1871062,1,2941709,1,428542,1,110411,1,3297452,1,12801,1,269892,1,7027,4,508348,4,67165,4,804855,4,1613039,8,2406626,108,8621,12,3128,1,20641,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16538,1,34,1,9565,1,4512,1,16572,1,9565,1,0,1
93,8668400,4508,9565,28.949604,,0,10,9,108,34411,912,2356,8633989,18,164,50,1,23718,1,20,1,1871864,1,2936056,1,428592,1,113198,1,3248021,1,12471,1,282353,1,7097,4,507836,4,66012,4,793798,4,1563537,8,2347300,108,7679,12,3017,1,20992,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16531,1,34,1,9565,1,4508,1,16565,1,9565,1,0,1
94,8775000,4522,9565,28.952375,,0,10,9,108,36024,982,2647,8738976,18,164,50,1,23237,1,30,1,1828066,1,2993456,1,428592,1,110892,1,3342002,1,12651,1,274935,1,7067,4,523184,4,67375,4,836162,4,1605330,8,2430324,108,8521,12,3238,1,21212,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16525,1,39,1,9565,1,4522,1,16564,1,9565,1,0,1
95,8695700,4519,9565,28.954878,,0,10,9,108,34073,942,2417,8661627,18,164,50,1,23267,1,100,1,1843484,1,2985417,1,428632,1,110702,1,3257173,1,12801,1,269692,1,7037,4,503686,4,66353,4,793778,4,1588469,8,2371449,108,8381,12,3208,1,21433,1,2576,1,0,0,0,0,0,0,0,0,0,0,0,0,16552,1,34,1,9565,1,4519,1,16586,1,9565,1,0,1
96,8769600,4521,9565,28.957104,,0,10,9,108,40378,862,2527,8729222,18,164,70,1,23808,1,60,1,1873107,1,2982118,1,428652,1,114240,1,3294695,1,12471,1,277090,1,7107,4,511575,4,66974,4,804865,4,1599826,8,2393674,108,8491,12,3148,1,20751,1,2496,1,0,0,0,0,0,0,0,0,0,0,0,0,16560,1,40,1,9565,1,4521,1,16600,1,9565,1,0,1
97,8656400,4517,9565,28.9592,,0,10,9,108,37990,782,2406,8618410,18,164,50,1,23157,1,90,1,1834071,1,2954511,1,428622,1,116536,1,3248843,1,12531,1,276178,1,7027,4,503696,4,66102,4,795924,4,1572730,8,2357826,108,8421,12,3158,1,20791,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16549,1,46,1,9565,1,4517,1,16595,1,9565,1,0,1
98,8703400,4515,9565,28.960983,,0,10,9,108,34506,882,2376,8668894,18,164,40,1,23397,1,50,1,1838973,1,3022277,1,428562,1,116346,1,3226729,1,12521,1,266494,1,6757,4,503646,4,66002,4,792024,4,1565021,8,2346298,108,8371,12,3108,1,20320,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16575,1,40,1,9565,1,4515,1,16615,1,9565,1,0,1
99,8672800,4520,9565,28.96278,,0,10,9,108,36446,922,2628,8636354,18,164,50,1,23207,1,70,1,1857017,1,2949579,1,428622,1,116366,1,3248662,1,12781,1,269632,1,6797,4,504257,4,66122,4,803833,4,1570455,8,2363249,108,8411,12,3208,1,20901,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16589,1,32,1,9565,1,4520,1,16621,1,9565,1,0,1
100,8772900,4521,9564,28.964386,,0,10,9,108,40350,872,2376,8732550,18,164,10,1,23788,1,30,1,1852677,1,3009155,1,428552,1,116556,1,3289262,1,12521,1,276859,1,7037,4,510773,4,66714,4,805467,4,1595546,8,2390105,108,8531,12,3078,1,20450,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16587,1,39,1,9564,1,4521,1,16626,1,9564,1,0,1
101,8674600,4521,9564,28.965906,,0,10,9,108,37394,942,2346,8637206,18,164,50,1,23257,1,40,1,1840948,1,2963082,1,428492,1,120656,1,3248101,1,12581,1,277170,1,6807,4,508839,4,65842,4,793187,4,1569341,8,2351841,108,8340,12,3098,1,20400,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16610,1,32,1,9564,1,4521,1,16642,1,9564,1,0,1
102,8702700,4521,9563,28.967402,,0,10,9,108,36101,932,2417,8666599,18,164,40,1,23237,1,20,1,1871523,1,2977637,1,428582,1,115844,1,3237174,1,12541,1,272258,1,6877,4,505370,4,65711,4,792675,4,1566515,8,2348322,108,8451,12,3479,1,20460,1,2897,1,0,0,0,0,0,0,0,0,0,0,0,0,16608,1,44,1,9563,1,4521,1,16652,1,9563,1,0,1
103,8744400,4520,9563,28.968788,,0,10,9,108,47326,1604,3630,8697074,18,164,150,1,23427,1,100,1,1867142,1,2949639,1,428532,1,117408,1,3297823,1,12852,1,271647,1,6907,4,508047,4,66292,4,801858,4,1602212,8,2391909,108,8531,12,11177,1,22285,1,5794,1,0,0,0,0,0,0,0,0,0,0,0,0,16622,1,45,1,9563,1,4520,1,16667,1,9563,1,0,1
104,8799200,4522,9563,28.969984,,0,10,9,108,36506,922,2496,8762694,18,164,50,1,24129,1,130,1,1886419,1,2995341,1,428572,1,117699,1,3297422,1,12932,1,283847,1,7027,4,513711,4,67055,4,810549,4,1588328,8,2387780,108,8601,12,3108,1,20400,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16622,1,53,1,9563,1,4522,1,16675,1,9563,1,0,1
105,8735400,4518,9563,28.971111,,0,10,9,108,33064,1373,4431,8702336,18,164,50,1,23167,1,90,1,1833820,1,2961438,1,428652,1,119654,1,3322604,1,12862,1,276408,1,6837,4,512287,4,72117,4,825476,4,1601530,8,2413573,108,9002,12,3188,1,20801,1,2586,1,0,0,0,0,0,0,0,0,0,0,0,0,16621,1,49,1,9563,1,4518,1,16670,1,9563,1,0,1
106,8663600,4521,9563,28.97221,,0,10,9,108,32148,932,2338,8631452,18,164,50,1,23879,1,30,1,1838702,1,2991221,1,428572,1,116997,1,3219431,1,12571,1,268639,1,6827,4,504839,4,65881,4,788245,4,1558174,8,2335691,108,8391,12,3188,1,20169,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16635,1,42,1,9563,1,4521,1,16677,1,9563,1,0,1
107,8819500,4523,9563,28.97325,,0,10,9,108,33659,972,2868,8785841,18,164,10,1,23167,1,80,1,1867543,1,2985928,1,428552,1,115975,1,3351745,1,12842,1,272439,1,7248,4,522472,4,67626,4,810980,4,1642661,8,2442212,108,8561,12,3539,1,21272,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16652,1,40,1,9563,1,4523,1,16692,1,9563,1,0,1
108,8758800,4515,9562,28.974203,,0,10,9,108,35442,912,2396,8723358,18,164,30,1,23929,1,50,1,1878771,1,2991351,1,428502,1,110030,1,3278245,1,12451,1,282513,1,7107,4,519826,4,66233,4,800284,4,1573933,8,2363369,108,8451,12,3108,1,21894,1,2436,1,0,0,0,0,0,0,0,0,0,0,0,0,16660,1,41,1,9562,1,4515,1,16701,1,9562,1,0,1
109,8771500,4517,9562,28.975157,,0,10,9,108,39411,982,2407,8732089,18,164,70,1,23257,1,40,1,1834973,1,3005596,1,428502,1,112055,1,3315035,1,12561,1,289370,1,7097,4,517289,4,67395,4,810268,4,1596478,8,2395748,108,8591,12,3178,1,20470,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,16684,1,47,1,9562,1,4517,1,16731,1,9562,1,0,1
110,8664200,4516,9562,28.976004,,0,10,9,108,32928,872,2466,8631272,18,164,50,1,23448,1,90,1,1835284,1,2992234,1,428562,1,111383,1,3227751,1,12471,1,269130,1,7017,4,503846,4,65882,4,790831,4,1564299,8,2344303,108,8361,12,3007,1,20410,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16690,1,36,1,9562,1,4516,1,16726,1,9562,1,0,1
111,8757100,4515,9562,28.976778,,0,10,9,108,32168,952,2476,8724932,18,164,50,1,23037,1,50,1,1878440,1,2991722,1,428542,1,111213,1,3279388,1,12491,1,271767,1,7087,4,522572,4,66984,4,801136,4,1583235,8,2377364,108,4531,12,3078,1,20059,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16691,1,32,1,9562,1,4515,1,16723,1,9562,1,0,1
112,8657100,4519,9562,28.977486,,0,10,9,108,33697,921,2297,8623403,18,164,10,1,23297,1,70,1,1829009,1,2947393,1,428532,1,111824,1,3270777,1,12491,1,294352,1,7178,4,512367,4,66543,4,796475,4,1566886,8,2352583,108,8481,12,3017,1,20520,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16685,1,40,1,9562,1,4519,1,16725,1,9562,1,0,1
113,8705000,4520,9562,28.978231,,0,10,9,108,36707,872,2417,8668293,18,164,60,1,23117,1,10,1,1829099,1,3038978,1,428562,1,108747,1,3227180,1,12541,1,268830,1,6997,4,506463,4,65902,4,790390,4,1561662,8,2341295,108,8340,12,3078,1,20430,1,2556,1,0,0,0,0,0,0,0,0,0,0,0,0,16698,1,38,1,9562,1,4520,1,16736,1,9562,1,0,1
114,8679900,4520,9562,28.97893,,0,10,9,108,35947,822,2376,8643953,18,164,50,1,23367,1,10,1,1847734,1,2986830,1,428632,1,111333,1,3233425,1,12571,1,269130,1,6957,4,505691,4,66022,4,794891,4,1563888,8,2348042,108,8361,12,3058,1,20450,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16706,1,40,1,9562,1,4520,1,16746,1,9562,1,0,1
115,8692500,4519,9561,28.979557,,0,10,9,108,34913,932,2447,8657587,18,164,50,1,23237,1,100,1,1880335,1,2920347,1,428461,1,108807,1,3283739,1,12511,1,268990,1,7037,4,521119,4,66784,4,800916,4,1591325,8,2381343,108,8451,12,3178,1,20951,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,16724,1,36,1,9561,1,4519,1,16760,1,9561,1,0,1
116,8767000,4526,9561,28.980162,,0,10,9,108,37427,852,2477,8729573,18,164,40,1,23327,1,90,1,1898309,1,2929830,1,428562,1,113408,1,3323175,1,12831,1,297881,1,7057,4,514402,4,66964,4,804133,4,1604848,8,2398024,108,8481,12,3168,1,21352,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16733,1,40,1,9561,1,4526,1,16773,1,9561,1,0,1
117,8700800,4519,9561,28.980728,,0,10,9,108,44396,882,2436,8656404,18,164,20,1,23748,1,30,1,1866681,1,2989136,1,428562,1,112877,1,3222869,1,12481,1,266504,1,7057,4,506202,4,65822,4,789497,4,1560850,8,2339561,108,8350,12,3128,1,20400,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16723,1,40,1,9561,1,4519,1,16763,1,9561,1,0,1
118,8759200,4521,9561,28.981266,,0,10,9,108,39150,932,2727,8720050,18,164,20,1,23217,1,90,1,1841990,1,2988564,1,428512,1,115935,1,3308900,1,12821,1,269331,1,6917,4,512488,4,66944,4,801267,4,1624116,8,2414154,108,8501,12,3208,1,21172,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16755,1,40,1,9561,1,4521,1,16795,1,9561,1,0,1
119,8739700,4517,9561,28.981787,,0,10,9,108,34537,852,2356,8705163,18,164,50,1,23879,1,100,1,1862140,1,2956886,1,428622,1,116496,1,3304469,1,12521,1,277441,1,7248,4,524728,4,67466,4,808925,4,1591837,8,2389914,108,8491,12,3198,1,20320,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16748,1,36,1,9561,1,4517,1,16784,1,9561,1,0,1
120,8751000,4523,9561,28.982262,,0,10,9,108,35261,932,2506,8715739,18,164,50,1,23267,1,40,1,1839534,1,2937690,1,428572,1,116686,1,3357419,1,12481,1,275045,1,7288,4,564796,4,67265,4,818428,4,1596558,8,2403949,108,8531,12,3128,1,21513,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16776,1,40,1,9561,1,4523,1,16816,1,9561,1,0,1
121,8686800,4523,9561,28.98269,,0,10,9,108,34256,932,2497,8652544,18,164,100,1,23337,1,90,1,1833419,1,2988544,1,428542,1,113027,1,3252933,1,12551,1,270815,1,6997,4,510022,4,66042,4,794029,4,1578053,8,2361164,108,8421,12,3138,1,20450,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16768,1,40,1,9561,1,4523,1,16808,1,9561,1,0,1
