step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
122,8756300,4521,9561,28.983118,,0,10,9,108,31829,862,2276,8724471,18,164,50,1,23327,1,80,1,1857248,1,3000624,1,428482,1,112446,1,3289382,1,12831,1,277190,1,7138,4,514152,4,66513,4,798820,4,1597451,8,2385554,108,8441,12,3539,1,21132,1,2586,1,0,0,0,0,0,0,0,0,0,0,0,0,16780,1,36,1,9561,1,4521,1,16816,1,9561,1,0,1
123,8676300,4522,9561,28.98351,,0,10,9,108,32207,1032,2838,8644093,18,164,60,1,23889,1,70,1,1860325,1,2926321,1,428502,1,110411,1,3282034,1,12481,1,270604,1,6977,4,516046,4,68258,4,809166,4,1583888,8,2381784,108,8431,12,3148,1,20390,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16773,1,40,1,9561,1,4522,1,16813,1,9561,1,0,1
124,9043800,4518,9561,28.98387,,0,10,9,108,65797,1564,2567,8978003,18,164,50,1,23147,1,50,1,1834382,1,3065032,1,428752,1,154058,1,3458588,1,13944,1,364745,1,7779,4,555203,4,68278,4,828894,4,1602543,8,2424369,108,4501,12,3288,1,23748,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16794,1,24,1,9561,1,4518,1,16818,1,9561,1,0,1
125,8980400,4521,9561,28.984217,,0,10,9,108,37964,952,2456,8942436,18,164,150,1,33412,1,40,1,2099141,1,3023460,1,428472,1,110541,1,3234758,1,12461,1,272639,1,7047,4,506533,4,66052,4,789929,4,1565442,8,2348554,108,4361,12,3098,1,20591,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16816,1,24,1,9561,1,4521,1,16840,1,9561,1,0,1
126,8728500,4521,9561,28.984558,,0,10,9,108,33361,922,2537,8695139,18,164,40,1,23458,1,40,1,1879743,1,2963723,1,428602,1,114722,1,3271990,1,12821,1,269762,1,6787,4,511375,4,66674,4,796144,4,1594042,8,2383237,108,4411,12,3278,1,20430,1,2576,1,0,0,0,0,0,0,0,0,0,0,0,0,16826,1,24,1,9561,1,4521,1,16850,1,9561,1,0,1
127,8730300,4517,9561,28.98485,,0,10,9,108,35913,972,2297,8694387,18,164,20,1,23859,1,90,1,1847785,1,2983301,1,428572,1,113138,1,3284841,1,12781,1,271135,1,7107,4,517450,4,67004,4,811832,4,1583376,8,2388450,108,4461,12,3037,1,20450,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16852,1,24,1,9561,1,4517,1,16876,1,9561,1,0,1
128,8707000,4522,9561,28.98514,,0,10,9,108,36783,922,2477,8670217,18,164,100,1,24079,1,30,1,1888174,1,2957618,1,428582,1,111975,1,3247149,1,12511,1,278323,1,7057,4,508177,4,66363,4,792214,4,1566825,8,2352172,108,4391,12,3068,1,21733,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16842,1,28,1,9561,1,4522,1,16870,1,9561,1,0,1
129,8772300,4521,9561,28.98541,,0,10,9,108,36531,1383,2587,8735769,18,164,40,1,23869,1,10,1,1838612,1,2997887,1,428552,1,109970,1,3324007,1,12821,1,270343,1,7017,4,513310,4,70714,4,812694,4,1608568,8,2414214,108,4461,12,3569,1,22054,1,14355,1,0,0,0,0,0,0,0,0,0,0,0,0,16861,1,28,1,9561,1,4521,1,16889,1,9561,1,0,1
130,8791400,4519,9560,28.98568,,0,10,9,108,31703,992,2797,8759697,18,164,10,1,24009,1,60,1,1885227,1,2983011,1,428461,1,117518,1,3308580,1,12821,1,269922,1,6827,4,525931,4,68959,4,818388,4,1591476,8,2402375,108,4692,12,3158,1,20400,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16862,1,28,1,9560,1,4519,1,16890,1,9560,1,0,1
131,8818600,4526,9559,28.98593,,0,10,9,108,34122,962,2487,8784478,18,164,50,1,23869,1,100,1,1865247,1,2935073,1,428451,1,122541,1,3396545,1,12601,1,388975,1,7138,4,516808,4,66864,4,802149,4,1587857,8,2382987,108,4531,12,3088,1,20200,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,16896,1,32,1,9559,1,4526,1,16928,1,9559,1,0,1
132,8658800,4524,9559,28.986149,,0,10,9,108,36400,892,2376,8622400,18,164,30,1,23618,1,80,1,1840016,1,2973708,1,428602,1,113148,1,3230648,1,12551,1,269341,1,6997,4,510272,4,65681,4,788696,4,1562855,8,2344694,108,4481,12,3068,1,20330,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16900,1,32,1,9559,1,4524,1,16932,1,9559,1,0,1
133,8789300,4516,9559,28.98636,,0,10,9,108,37011,1925,2907,8752289,18,164,40,1,23307,1,40,1,1850311,1,3073453,1,428512,1,111664,1,3251941,1,13022,1,278654,1,7107,4,511535,4,65982,4,785748,4,1566093,8,2344213,108,4722,12,10466,1,21844,1,2586,1,0,0,0,0,0,0,0,0,0,0,0,0,16892,1,28,1,9559,1,4516,1,16920,1,9559,1,0,1
134,8702500,4520,9559,28.98657,,0,10,9,108,34017,962,2717,8668483,18,164,160,1,24199,1,30,1,1864836,1,2947804,1,428572,1,110742,1,3279518,1,12621,1,268790,1,7087,4,518111,4,67255,4,800996,4,1589591,8,2383278,108,4591,12,3138,1,21092,1,2496,1,0,0,0,0,0,0,0,0,0,0,0,0,16901,1,28,1,9559,1,4520,1,16929,1,9559,1,0,1
135,9050400,4522,9559,28.986776,,0,10,9,108,35627,1073,2667,9014773,18,164,130,1,23267,1,120,1,1837730,1,3211922,1,428622,1,112707,1,3387473,1,12801,1,277722,1,7258,4,543394,4,68959,4,833395,4,1628677,8,2454864,108,4541,12,3168,1,21232,1,2596,1,0,0,0,0,0,0,0,0,0,0,0,0,16906,1,26,1,9559,1,4522,1,16932,1,9559,1,0,1
136,8889000,4519,9559,28.986969,,0,10,9,108,32445,902,2687,8856555,18,164,130,1,23869,1,30,1,1890600,1,3053504,1,428672,1,115965,1,3330974,1,12811,1,281992,1,7198,4,522482,4,68047,4,810970,4,1609730,8,2413453,108,4561,12,3198,1,23899,1,2556,1,0,0,0,0,0,0,0,0,0,0,0,0,16892,1,30,1,9559,1,4519,1,16922,1,9559,1,0,1
137,8813400,4521,9559,28.987137,,0,10,9,108,33965,851,2517,8779435,18,164,60,1,23728,1,30,1,1885056,1,2980033,1,428562,1,111694,1,3337490,1,12781,1,277651,1,7117,4,525580,4,75816,4,818639,4,1605681,8,2414736,108,7067,12,3098,1,20530,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16889,1,34,1,9559,1,4521,1,16923,1,9559,1,0,1
138,8783800,4521,9559,28.9873,,0,10,9,108,65284,1744,2787,8718516,18,164,10,1,23889,1,110,1,1850090,1,2934371,1,428532,1,110812,1,3354462,1,16240,1,273331,1,7117,4,516778,4,79445,4,822619,4,1624948,8,2437762,108,7017,12,5253,1,20701,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16884,1,34,1,9559,1,4521,1,16918,1,9559,1,0,1
139,9065800,4521,9559,28.987465,,0,10,9,108,49904,1273,2527,9015896,18,164,170,1,31427,1,80,1,2068446,1,3045895,1,428712,1,114621,1,3313792,1,12751,1,276980,1,7117,4,521670,4,68007,4,811812,4,1600057,8,2402355,108,6987,12,3288,1,21052,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16900,1,34,1,9559,1,4521,1,16934,1,9559,1,0,1
140,8964300,4518,9559,28.987623,,0,10,9,108,46435,1784,2757,8917865,18,164,140,1,24099,1,70,1,1915792,1,3029234,1,428642,1,116977,1,3390130,1,12781,1,275506,1,7418,4,522041,4,68057,4,813075,4,1674910,8,2478091,108,7138,12,3328,1,21493,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16905,1,34,1,9559,1,4518,1,16939,1,9559,1,0,1
141,8981900,4523,9559,28.987766,,0,10,9,108,131490,1083,2496,8850410,18,164,110,1,23608,1,50,1,1869498,1,3035950,1,428632,1,116496,1,3359926,1,16140,1,328586,1,7158,4,520898,4,67245,4,808594,4,1599816,8,2397393,108,8521,12,3348,1,20641,1,2556,1,0,0,0,0,0,0,0,0,0,0,0,0,16895,1,40,1,9559,1,4523,1,16935,1,9559,1,0,1
142,9011800,4524,9559,28.987892,,0,10,9,108,53075,1103,2496,8958725,18,164,30,1,33252,1,160,1,2045169,1,2995742,1,428712,1,116947,1,3325802,1,12912,1,281451,1,6957,4,524116,4,67796,4,812724,4,1604979,8,2406676,108,8531,12,3368,1,20731,1,2576,1,0,0,0,0,0,0,0,0,0,0,0,0,16904,1,38,1,9559,1,4524,1,16942,1,9559,1,0,1
143,8889900,4523,9559,28.98802,,0,10,9,108,46919,1173,2567,8842981,18,164,150,1,24089,1,50,1,1907461,1,3035560,1,428652,1,115363,1,3318855,1,12801,1,276709,1,7208,4,523525,4,67927,4,812694,4,1602653,8,2404189,108,8591,12,3328,1,21112,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16913,1,38,1,9559,1,4523,1,16951,1,9559,1,0,1
144,8894400,4520,9559,28.988153,,0,10,9,108,50957,1153,2457,8843443,18,164,150,1,24009,1,60,1,1909155,1,3038747,1,428782,1,119172,1,3310284,1,13082,1,280318,1,6847,4,520507,4,68127,4,810409,4,1596538,8,2395939,108,8551,12,3278,1,20581,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16911,1,38,1,9559,1,4520,1,16949,1,9559,1,0,1
145,8787000,4519,9559,28.98826,,0,10,9,108,42661,1173,2468,8744339,18,164,160,1,24029,1,60,1,1907501,1,2975221,1,428702,1,112416,1,3283719,1,12531,1,280869,1,7158,4,524006,4,67165,4,803712,4,1573361,8,2367649,108,6957,12,3338,1,20480,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16923,1,34,1,9559,1,4519,1,16957,1,9559,1,0,1
146,8734500,4520,9559,28.988363,,0,10,9,108,49977,1083,2516,8684523,18,164,140,1,23448,1,60,1,1883663,1,2981587,1,428622,1,111043,1,3243460,1,12501,1,273060,1,7097,4,512508,4,65902,4,791422,4,1565953,8,2350448,108,4411,12,3248,1,20731,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16918,1,32,1,9559,1,4520,1,16950,1,9559,1,0,1
147,8813800,4522,9559,28.988459,,0,10,9,108,50324,1353,2446,8763476,18,164,150,1,23367,1,60,1,1890038,1,2988755,1,428612,1,111484,1,3308148,1,12862,1,269130,1,7017,4,514092,4,66834,4,793437,4,1613349,8,2399859,108,4481,12,3328,1,26104,1,13503,1,0,0,0,0,0,0,0,0,0,0,0,0,16937,1,30,1,9559,1,4522,1,16967,1,9559,1,0,1
148,8821100,4517,9559,28.988543,,0,10,9,108,55057,1123,2547,8766043,18,164,150,1,24199,1,50,1,1918548,1,2974480,1,428702,1,111243,1,3296129,1,12541,1,271737,1,7158,4,517831,4,67415,4,803261,4,1600999,8,2397252,108,4461,12,3579,1,20550,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16926,1,26,1,9559,1,4517,1,16952,1,9559,1,0,1
149,8790800,4519,9559,28.988642,,0,10,9,108,57548,1002,2376,8733252,18,164,30,1,23448,1,90,1,1863172,1,2919505,1,428522,1,132405,1,3349420,1,16661,1,274363,1,7238,4,541379,4,69330,4,824022,4,1604457,8,2421592,108,4511,12,3168,1,21914,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16942,1,28,1,9559,1,4519,1,16970,1,9559,1,0,1
150,8911800,4522,9559,28.98874,,0,10,9,108,34093,1083,2466,8877707,18,164,190,1,30675,1,50,1,2074180,1,2978479,1,428592,1,117990,1,3235039,1,12511,1,269521,1,6727,4,513671,4,65701,4,789778,4,1562715,8,2345656,108,4371,12,3178,1,20139,1,2526,1,0,0,0,0,0,0,0,0,0,0,0,0,16949,1,23,1,9559,1,4522,1,16972,1,9559,1,0,1
151,9831100,4520,9559,28.98882,,0,10,9,108,570934,1313,2567,9260166,18,164,160,1,40800,1,50,1,2161134,1,3025255,1,429273,1,139873,1,3450698,1,12922,1,334180,1,7559,4,552015,4,67967,4,860692,4,1599626,8,2453280,108,4471,12,3358,1,21453,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16935,1,23,1,9559,1,4520,1,16958,1,9559,1,0,1
152,8870700,4523,9559,28.988888,,0,10,9,108,49401,1253,2406,8821299,18,164,170,1,24089,1,50,1,1899251,1,2993156,1,429223,1,120536,1,3341891,1,12932,1,284618,1,6937,4,526141,4,68247,4,814369,4,1613450,8,2420851,108,4561,12,3398,1,20931,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16925,1,28,1,9559,1,4523,1,16953,1,9559,1,0,1
153,8875700,4523,9559,28.988964,,0,10,9,108,47204,1133,2496,8828496,18,164,140,1,26465,1,80,1,1894900,1,3025996,1,428622,1,114020,1,3325742,1,12531,1,276930,1,7188,4,525520,4,67786,4,810509,4,1610182,8,2413693,108,4501,12,3268,1,20761,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16921,1,28,1,9559,1,4523,1,16949,1,9559,1,0,1
154,8789100,4524,9559,28.989048,,0,10,9,108,47758,1163,2636,8741342,18,164,150,1,23488,1,50,1,1912203,1,2973287,1,428632,1,112817,1,3277844,1,12872,1,273912,1,7107,4,511966,4,66684,4,793046,4,1596558,8,2382537,108,4431,12,3639,1,21222,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16914,1,28,1,9559,1,4524,1,16942,1,9559,1,0,1
155,8841000,4521,9559,28.989117,,0,10,9,108,55008,1223,2757,8785992,18,164,150,1,25603,1,40,1,1913957,1,3006148,1,428652,1,117879,1,3281032,1,12531,1,272779,1,9142,4,515966,4,66493,4,803963,4,1585020,8,2381634,108,4591,12,3579,1,20400,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16915,1,28,1,9559,1,4521,1,16943,1,9559,1,0,1
156,8819500,4520,9559,28.989172,,0,10,9,108,54881,1113,2817,8764619,18,164,150,1,23728,1,50,1,1907190,1,2980605,1,428672,1,115574,1,3295738,1,12912,1,277852,1,7127,4,511535,4,66453,4,793858,4,1610643,8,2397223,108,4461,12,3378,1,21232,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16915,1,27,1,9559,1,4520,1,16942,1,9559,1,0,1
157,8812800,4519,9559,28.989218,,0,10,9,108,53384,1103,2416,8759416,18,164,150,1,26345,1,50,1,1916774,1,3005526,1,428652,1,112536,1,3256782,1,12601,1,273722,1,7138,4,513370,4,66393,4,793197,4,1575095,8,2361315,108,4561,12,3298,1,20931,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16916,1,27,1,9559,1,4519,1,16943,1,9559,1,0,1
158,8791600,4519,9559,28.98927,,0,10,9,108,34970,1203,2426,8756630,18,164,130,1,23768,1,50,1,1902278,1,2927845,1,428512,1,115102,1,3346031,1,12912,1,270033,1,6927,4,545699,4,67055,4,836142,4,1591205,8,2420460,108,4461,12,3328,1,21924,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16921,1,27,1,9559,1,4519,1,16948,1,9559,1,0,1
159,8676000,4518,9559,28.98933,,0,10,9,108,34503,892,2437,8641497,18,164,20,1,23788,1,80,1,1841870,1,2934953,1,428562,1,115534,1,3284250,1,12441,1,270995,1,6927,4,517219,4,66914,4,812714,4,1582193,8,2387999,108,4471,12,3158,1,20771,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16921,1,23,1,9559,1,4518,1,16944,1,9559,1,0,1
160,8730300,4519,9559,28.989386,,0,10,9,108,39983,992,2948,8690317,18,164,50,1,23177,1,30,1,1835655,1,2958791,1,428522,1,118250,1,3313331,1,12511,1,276278,1,7007,4,516848,4,66964,4,800996,4,1618893,8,2412500,108,4441,12,3088,1,19779,1,2486,1,0,0,0,0,0,0,0,0,0,0,0,0,16913,1,23,1,9559,1,4519,1,16936,1,9559,1,0,1
161,8653400,4521,9559,28.989433,,0,10,9,108,37606,842,2367,8615794,18,164,40,1,23167,1,100,1,1833760,1,2970580,1,428592,1,112366,1,3234688,1,12501,1,268208,1,6977,4,510543,4,65952,4,789187,4,1567066,8,2349465,108,4421,12,3128,1,20330,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16911,1,23,1,9559,1,4521,1,16934,1,9559,1,0,1
162,8962800,4518,9559,28.989477,,0,10,9,108,54027,1363,2526,8908773,18,164,110,1,23327,1,30,1,1870811,1,2929209,1,428642,1,174408,1,3469424,1,12811,1,344866,1,7609,4,554200,4,71606,4,857284,4,1605540,8,2455717,108,4581,12,3298,1,21142,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16914,1,23,1,9559,1,4518,1,16937,1,9559,1,0,1
163,8907900,4520,9559,28.989515,,0,10,9,108,31847,1023,2356,8876053,18,164,10,1,29803,1,60,1,2084425,1,2910823,1,428451,1,111704,1,3298294,1,12481,1,298733,1,7017,4,517991,4,66794,4,798219,4,1582734,8,2374176,108,4421,12,3278,1,20029,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16924,1,23,1,9559,1,4520,1,16947,1,9559,1,0,1
164,8730900,4520,9559,28.989552,,0,10,9,108,37125,902,2446,8693775,18,164,10,1,23187,1,50,1,1869017,1,2958310,1,428542,1,111834,1,3290245,1,12581,1,273862,1,7258,4,517761,4,67466,4,801848,4,1595676,8,2390637,108,4441,12,3198,1,19779,1,2496,1,0,0,0,0,0,0,0,0,0,0,0,0,16923,1,23,1,9559,1,4520,1,16946,1,9559,1,0,1
165,9234500,4519,9559,28.989582,,0,10,9,108,44046,1484,3259,9190454,18,164,50,1,23237,1,40,1,1872275,1,3143805,1,428852,1,124365,1,3583815,1,14014,1,497982,1,8090,4,524046,4,69120,4,821155,4,1616096,8,2429501,108,4491,12,3318,1,39677,1,2847,1,0,0,0,0,0,0,0,0,0,0,0,0,16924,1,24,1,9559,1,4519,1,16948,1,9559,1,0,1
166,9143800,4516,9559,28.989613,,0,10,9,108,43126,942,2507,9100674,18,164,291,1,26405,1,120,1,1886409,1,3171433,1,428682,1,113198,1,3460793,1,13343,1,383541,1,7378,4,523836,4,67736,4,813446,4,1608818,8,2415257,108,4501,12,3198,1,49391,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,16926,1,23,1,9559,1,4516,1,16949,1,9559,1,0,1
167,8835000,4518,9559,28.989645,,0,10,9,108,44908,942,2387,8790092,18,164,20,1,24129,1,100,1,1884896,1,3038777,1,428562,1,110722,1,3290034,1,12852,1,269983,1,7138,4,534432,4,66383,4,811351,4,1573462,8,2377985,108,4441,12,3298,1,20510,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16939,1,23,1,9559,1,4518,1,16962,1,9559,1,0,1
168,8679800,4518,9559,28.989676,,0,10,9,108,29852,892,2336,8649948,18,164,40,1,23778,1,60,1,1872185,1,2961187,1,428632,1,110762,1,3240773,1,12531,1,267246,1,6977,4,512037,4,65872,4,790500,4,1571747,8,2355550,108,4361,12,3158,1,19879,1,2466,1,0,0,0,0,0,0,0,0,0,0,0,0,16942,1,24,1,9559,1,4518,1,16966,1,9559,1,0,1
169,8787200,4514,9559,28.9897,,0,10,9,108,30721,962,2587,8756479,18,164,50,1,23227,1,20,1,1874691,1,2911706,1,428632,1,110802,1,3394430,1,12922,1,270404,1,7238,4,525309,4,67305,4,810790,4,1686328,8,2490060,108,4471,12,3188,1,20360,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16948,1,24,1,9559,1,4514,1,16972,1,9559,1,0,1
170,8832700,4515,9559,28.989725,,0,10,9,108,33797,962,2417,8798903,18,164,20,1,23818,1,50,1,1884324,1,3007481,1,428592,1,112737,1,3329010,1,12872,1,279356,1,7238,4,523916,4,67816,4,813326,4,1610161,8,2416560,108,4511,12,3188,1,20530,1,2516,1,0,0,0,0,0,0,0,0,0,0,0,0,16948,1,24,1,9559,1,4515,1,16972,1,9559,1,0,1
171,8858300,4512,9559,28.989754,,0,10,9,108,38886,962,2227,8819414,18,164,50,1,23718,1,90,1,1887422,1,2995521,1,428582,1,155602,1,3315637,1,12791,1,276118,1,7298,4,523996,4,67776,4,809677,4,1603716,8,2406674,108,4491,12,3128,1,20470,1,2496,1,0,0,0,0,0,0,0,0,0,0,0,0,16956,1,24,1,9559,1,4512,1,16980,1,9559,1,0,1
172,8773100,4513,9559,28.98977,,0,10,9,108,51938,952,2346,8721162,18,164,40,1,23849,1,20,1,1879482,1,2979352,1,428502,1,112727,1,3284260,1,12932,1,279476,1,7057,4,518101,4,66884,4,805717,4,1579917,8,2378827,108,4461,12,3148,1,20470,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16946,1,24,1,9559,1,4513,1,16970,1,9559,1,0,1
173,8761100,4515,9559,28.989801,,0,10,9,108,37502,1053,2506,8723598,18,164,10,1,25352,1,30,1,1874069,1,2953528,1,428612,1,112476,1,3317070,1,12451,1,277050,1,7348,4,522131,4,67546,4,806900,4,1609530,8,2409463,108,4461,12,3118,1,19949,1,2446,1,0,0,0,0,0,0,0,0,0,0,0,0,16956,1,24,1,9559,1,4515,1,16980,1,9559,1,0,1
174,8905700,4515,9559,28.989834,,0,10,9,108,70688,1323,2476,8835012,18,164,50,1,23287,1,30,1,1829109,1,3003601,1,428772,1,142359,1,3394811,1,12992,1,344596,1,7248,4,528407,4,67977,4,813256,4,1603916,8,2410195,108,4501,12,3739,1,21804,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16952,1,24,1,9559,1,4515,1,16976,1,9559,1,0,1
175,8928700,4515,9559,28.989851,,0,10,9,108,41269,872,2377,8887431,18,164,50,1,32309,1,60,1,2042011,1,3001155,1,428552,1,112215,1,3258547,1,12531,1,278123,1,7148,4,517370,4,67656,4,794500,4,1567146,8,2354858,108,4411,12,3098,1,20180,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16951,1,27,1,9559,1,4515,1,16978,1,9559,1,0,1
176,8672000,4514,9559,28.989864,,0,10,9,108,32417,902,2447,8639583,18,164,10,1,23127,1,50,1,1890489,1,2910964,1,428542,1,110461,1,3263068,1,12872,1,267226,1,6987,4,524176,4,66403,4,793337,4,1578243,8,2364703,108,4431,12,3208,1,20039,1,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,16943,1,27,1,9559,1,4514,1,16970,1,9559,1,0,1
177,8644700,4516,9559,28.989883,,0,10,9,108,37227,852,2486,8607473,18,164,60,1,23778,1,30,1,1879112,1,2886774,1,428612,1,108987,1,3267669,1,12451,1,267366,1,7127,4,518853,4,66283,4,794861,4,1586744,8,2374688,108,4431,12,3188,1,19899,1,2496,1,0,0,0,0,0,0,0,0,0,0,0,0,16944,1,27,1,9559,1,4516,1,16971,1,9559,1,0,1
178,8750400,4515,9559,28.989906,,0,10,9,108,38901,1373,3398,8711499,18,164,120,1,23147,1,20,1,1836367,1,2943634,1,428522,1,113108,1,3353730,1,12852,1,272008,1,7007,4,513270,4,65882,4,792996,4,1673808,8,2458914,108,4491,12,3278,1,21553,1,2556,1,0,0,0,0,0,0,0,0,0,0,0,0,16946,1,27,1,9559,1,4515,1,16973,1,9559,1,0,1
179,9099500,4515,9559,28.989923,,0,10,9,108,39717,1203,2787,9059783,18,164,50,1,23839,1,20,1,1900674,1,3092058,1,428752,1,122892,1,3478086,1,13413,1,392914,1,8110,4,528647,4,68398,4,823471,4,1613239,8,2429382,108,4541,12,3228,1,35998,1,2877,1,0,0,0,0,0,0,0,0,0,0,0,0,16936,1,27,1,9559,1,4515,1,16963,1,9559,1,0,1
180,8950300,4515,9559,28.98993,,0,10,9,108,36114,962,2477,8914186,18,164,150,1,28500,1,90,1,1885527,1,3027680,1,428492,1,119012,1,3411683,1,13052,1,327373,1,7198,4,540075,4,69701,4,834057,4,1597821,8,2424890,108,4511,12,3228,1,28700,1,2566,1,0,0,0,0,0,0,0,0,0,0,0,0,16941,1,27,1,9559,1,4515,1,16968,1,9559,1,0,1
181,8750400,4517,9559,28.98993,,0,10,9,108,36816,962,2396,8713584,18,164,50,1,23969,1,30,1,1854521,1,2961257,1,428632,1,137477,1,3294305,1,13343,1,296147,1,7017,4,519284,4,66192,4,801006,4,1576679,8,2370808,108,4481,12,3178,1,21332,1,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,16935,1,31,1,9559,1,4517,1,16966,1,9559,1,0,1
182,8864100,4517,9559,28.98994,,0,10,9,108,43644,1353,2516,8820456,18,164,10,1,23438,1,80,1,1844246,1,2999942,1,428552,1,118000,1,3391874,1,14315,1,281180,1,7799,4,528086,4,68618,4,818148,4,1624236,8,2435337,108,4531,12,3900,1,55386,1,3168,1,0,0,0,0,0,0,0,0,0,0,0,0,16943,1,32,1,9559,1,4517,1,16975,1,9559,1,0,1
183,9245600,4516,9559,28.989958,,0,10,9,108,39457,1173,2608,9206143,18,164,110,1,25944,1,100,1,1890800,1,3277924,1,428963,1,133538,1,3434749,1,14014,1,408132,1,7168,4,520076,4,66373,4,810058,4,1580469,8,2383408,108,4511,12,3920,1,34846,1,2536,1,0,0,0,0,0,0,0,0,0,0,0,0,16946,1,32,1,9559,1,4516,1,16978,1,9559,1,0,1
184,8924500,4516,9559,28.98997,,0,10,9,108,39846,902,2326,8884654,18,164,10,1,26024,1,30,1,1864225,1,3113711,1,428572,1,113950,1,3316980,1,21152,1,308226,1,7198,4,519224,4,66974,4,800244,4,1585030,8,2374477,108,8471,12,3208,1,23498,1,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,16941,1,36,1,9559,1,4516,1,16977,1,9559,1,0,1
185,8702200,4514,9559,28.989977,,0,10,9,108,35471,912,2487,8666729,18,164,40,1,23859,1,20,1,1839635,1,2993165,1,428582,1,117809,1,3250968,1,12651,1,284007,1,7057,4,515565,4,66012,4,789858,4,1561572,8,2344523,108,4421,12,3108,1,20420,1,2456,1,0,0,0,0,0,0,0,0,0,0,0,0,16944,1,32,1,9559,1,4514,1,16976,1,9559,1,0,1
186,9148300,4515,9559,28.98999,,0,10,9,108,63706,1293,4571,9084594,18,164,10,1,23438,1,90,1,1910739,1,3270456,1,428612,1,115303,1,3322885,1,13062,1,282473,1,7138,4,521931,4,67826,4,806028,4,1608016,8,2404892,108,4581,12,3198,1,22405,1,2576,1,0,0,0,0,0,0,0,0,0,0,0,0,16950,1,32,1,9559,1,4515,1,16982,1,9559,1,0,1
