step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,5769200,4495,9570,35.998295,1240,0,9,9,108,172900,28447,3938,5596300,16,146,611,1,127855,1,261,1,529706,1,1186787,1,143967,1,3595750,1,11363,1,625818,1,14168,4,572261,4,98025,4,767581,4,1438158,8,2201800,108,0,0,4569,1,26483,1,2796,1,10561,1,1443,2,5441,1,899684,1,129508,1,16032,1,43958,1,80691,1,337603,1,60952,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,1241,1,0,1,0,1,0,1,0,1,9570,1
1,3841800,4300,9570,35.993866,1240,0,9,8,96,33095,2796,2356,3808705,16,168,180,1,38176,1,50,1,332964,1,338635,1,91953,1,2996225,1,10521,1,352433,1,11864,4,500097,4,84488,4,678283,4,1326545,8,1979126,96,23347,12,2956,1,23697,1,2806,1,3717,1,1273,2,5271,1,297443,1,29118,1,3226,1,8818,1,26603,1,247594,1,49579,1,16277,1,27,1,9570,1,4300,1,16304,1,9570,1,48,1,1241,1,0,1,0,1,4495,1,5075,1,0,1
2,3412100,4339,9570,35.986713,1240,0,9,8,96,31619,2615,2205,3380481,16,168,80,1,27224,1,120,1,285890,1,131823,1,90430,1,2834212,1,10701,1,301401,1,11653,4,502372,4,78517,4,648643,4,1247247,8,1863225,96,30461,12,2826,1,25932,1,2856,1,3627,1,1343,2,5180,1,103156,1,16172,1,3216,1,12715,1,22475,1,222484,1,28026,1,16269,1,36,1,9570,1,4339,1,16305,1,9570,1,48,1,1240,1,1,1,1,1,4495,1,5075,1,0,1
3,3509300,4335,9570,35.976837,1240,0,9,8,96,34130,3106,2385,3475170,16,168,70,1,27725,1,100,1,269588,1,130690,1,97214,1,2938780,1,11002,1,337232,1,12274,4,513294,4,78476,4,664445,4,1287137,8,1923576,96,25621,12,3066,1,26322,1,2836,1,3808,1,1383,2,5401,1,101652,1,17144,1,3226,1,5060,1,21463,1,214698,1,28156,1,16306,1,30,1,9570,1,4335,1,16336,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
4,3421600,4329,9570,35.964233,1240,0,9,8,96,32211,1142,3828,3389389,16,168,80,1,31092,1,120,1,263095,1,125691,1,102484,1,2856376,1,10451,1,337132,1,11723,4,497212,4,78206,4,644886,4,1242598,8,1857464,96,26192,12,3016,1,27314,1,2836,1,3768,1,1283,2,5260,1,95631,1,16984,1,4289,1,5040,1,23417,1,204628,1,29729,1,16296,1,31,1,9570,1,4329,1,16327,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
5,3484800,4324,9570,35.948902,1240,0,9,8,96,32586,1152,3557,3452214,16,168,70,1,27094,1,110,1,261051,1,132254,1,89468,1,2931145,1,11022,1,296581,1,12495,4,498704,4,78356,4,687150,4,1315593,8,1974597,96,24589,12,3667,1,24308,1,2896,1,3687,1,1343,2,5210,1,103146,1,16723,1,3236,1,4820,1,21743,1,203977,1,30330,1,16313,1,28,1,9570,1,4324,1,16341,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
6,3519500,4326,9570,35.93085,1240,0,9,8,96,31324,1322,2466,3488176,16,168,70,1,27304,1,160,1,259588,1,131667,1,94559,1,2964136,1,10691,1,308535,1,12836,4,559566,4,79408,4,657401,4,1297022,8,1924813,96,27144,12,4349,1,28457,1,3557,1,3938,1,1413,2,6333,1,102710,1,16954,1,3277,1,4870,1,21633,1,205269,1,27625,1,16318,1,31,1,9570,1,4326,1,16349,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
7,3621200,4319,9570,35.910072,1240,0,9,8,96,34082,1413,2535,3587118,16,168,60,1,27615,1,60,1,257834,1,134223,1,98857,1,3057437,1,11032,1,320058,1,13016,4,535598,4,83136,4,672221,4,1381054,8,2026250,96,24489,12,4088,1,31854,1,3617,1,3908,1,1423,2,6052,1,105245,1,16884,1,3277,1,4930,1,22355,1,199748,1,30601,1,16316,1,27,1,9570,1,4319,1,16343,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
8,3467400,4316,9570,35.88657,1240,0,9,8,96,32130,1593,2385,3435270,16,168,140,1,31302,1,150,1,254758,1,136632,1,97454,1,2903801,1,11032,1,337764,1,14168,4,502101,4,79248,4,658684,4,1265694,8,1898796,96,23196,12,3176,1,27825,1,2875,1,4008,1,1363,2,5301,1,105731,1,18707,1,3256,1,4870,1,23186,1,196943,1,29479,1,16293,1,27,1,9570,1,4316,1,16320,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
9,3401200,4312,9570,35.86034,1240,0,9,8,96,30438,1303,2095,3370762,16,168,70,1,27224,1,50,1,257854,1,128356,1,90651,1,2856025,1,10531,1,298014,1,11733,4,502702,4,79138,4,654175,4,1267187,8,1903385,96,15882,12,3256,1,25080,1,2846,1,3647,1,1373,2,5571,1,99689,1,16303,1,3267,1,4900,1,22084,1,202153,1,28547,1,16297,1,18,1,9570,1,4312,1,16315,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
10,3404900,4307,9570,35.831387,1240,0,9,8,96,30451,1132,2115,3374449,16,168,80,1,27274,1,40,1,257454,1,129298,1,90380,1,2859162,1,10761,1,297744,1,11713,4,500298,4,78887,4,657982,4,1271285,8,1914928,96,12224,12,2796,1,24278,1,2826,1,3677,1,1423,2,5120,1,101102,1,16483,1,3256,1,4800,1,21122,1,202774,1,28577,1,16300,1,14,1,9570,1,4307,1,16314,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
11,3374600,4307,9570,35.79971,1240,0,9,8,96,30592,1182,2305,3344008,16,168,90,1,27044,1,90,1,253676,1,132925,1,88717,1,2830625,1,10842,1,295389,1,12134,4,504115,4,79258,4,649345,4,1249061,8,1886843,96,9258,12,3146,1,23858,1,2806,1,3697,1,1323,2,5311,1,104969,1,16162,1,3246,1,4770,1,20882,1,201001,1,26844,1,16310,1,10,1,9570,1,4307,1,16320,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
12,3364000,4306,9570,35.765305,1240,0,9,8,96,30612,1102,2084,3333388,16,168,70,1,27224,1,100,1,253175,1,131011,1,89058,1,2822128,1,10621,1,290389,1,11834,4,501330,4,79118,4,648754,4,1248830,8,1882714,96,12785,12,2936,1,24870,1,2836,1,3697,1,1333,2,5100,1,103286,1,15872,1,3246,1,4780,1,21623,1,199327,1,27274,1,16316,1,14,1,9570,1,4306,1,16330,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
13,3447000,4306,9570,35.728176,1240,0,9,8,96,30367,1222,2415,3416633,16,168,70,1,28036,1,40,1,250590,1,128897,1,89468,1,2908781,1,10751,1,299698,1,11673,4,500648,4,79489,4,682271,4,1290944,8,1959778,96,11022,12,2976,1,26633,1,2846,1,3838,1,1413,2,5130,1,101352,1,15771,1,3267,1,4729,1,20411,1,198315,1,26944,1,16323,1,12,1,9570,1,4306,1,16335,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
14,3368800,4307,9570,35.688324,1240,0,9,8,96,29200,1252,2265,3339600,16,168,70,1,27695,1,190,1,249818,1,124498,1,89238,1,2837538,1,10551,1,305930,1,11633,4,501360,4,80611,4,649185,4,1248289,8,1880971,96,14238,12,2916,1,23377,1,2826,1,3687,1,1343,2,5130,1,97023,1,15822,1,3236,1,4669,1,20481,1,197283,1,27214,1,16324,1,16,1,9570,1,4307,1,16340,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
15,3408800,4306,9570,35.64575,1240,0,9,8,96,31315,1263,2175,3377485,16,168,50,1,27605,1,40,1,251311,1,128657,1,89629,1,2869382,1,10812,1,313896,1,12014,4,505388,4,79719,4,653814,4,1261566,8,1897232,96,15972,12,3206,1,25250,1,2845,1,3677,1,1373,2,5371,1,100430,1,16533,1,3256,1,4739,1,20631,1,198085,1,27655,1,16319,1,18,1,9570,1,4306,1,16337,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
16,3447900,4303,9570,35.600445,1240,0,9,8,96,32118,1242,2486,3415782,16,168,180,1,27044,1,180,1,268195,1,124388,1,90280,1,2894803,1,10711,1,294377,1,12645,4,506109,4,79939,4,668744,4,1288099,8,1938214,96,16142,12,3046,1,27425,1,2796,1,3677,1,1403,2,5301,1,95911,1,16583,1,3287,1,4729,1,21533,1,212684,1,29068,1,16322,1,18,1,9570,1,4303,1,16340,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
17,3440000,4298,9570,35.552414,1240,0,9,8,96,33287,1262,2255,3406713,16,168,120,1,27815,1,200,1,265720,1,133707,1,90771,1,2877779,1,10601,1,317613,1,11864,4,505398,4,79629,4,659004,4,1258149,8,1900499,96,14399,12,2996,1,28557,1,2816,1,3928,1,1283,2,5281,1,103607,1,17294,1,4349,1,5090,1,21503,1,211492,1,27475,1,16320,1,16,1,9570,1,4298,1,16336,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
18,3415900,4298,9570,35.501663,1240,0,9,8,96,31100,1262,2185,3384800,16,168,80,1,27475,1,110,1,272894,1,131222,1,90891,1,2851236,1,10892,1,295209,1,12164,4,505258,4,79929,4,657491,4,1258460,8,1899467,96,14299,12,3477,1,24589,1,2916,1,3757,1,1363,2,5361,1,102184,1,16633,1,3277,1,4850,1,22044,1,218225,1,27585,1,16318,1,16,1,9570,1,4298,1,16334,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
19,3461200,4297,9570,35.448185,1240,0,9,8,96,31821,1172,2295,3429379,16,168,170,1,30952,1,140,1,293756,1,125440,1,93947,1,2874141,1,10832,1,315669,1,12034,4,503765,4,79188,4,658984,4,1258860,8,1904748,96,10802,12,3156,1,27966,1,2846,1,3808,1,1313,2,5381,1,97054,1,16373,1,3277,1,14860,1,22645,1,227995,1,27976,1,16322,1,12,1,9570,1,4297,1,16334,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,5075,1,0,1
20,4540000,5077,9570,35.391983,1240,0,14,12,144,31329,1253,4830,4508671,16,228,50,1,31182,1,140,1,268425,1,229698,1,128857,1,3839647,1,10671,1,423895,1,12365,4,610297,4,78396,4,891738,4,1774198,8,2471398,144,189708,24,3337,1,30821,1,2835,1,3747,1,1493,2,5271,1,180620,1,30541,1,8868,1,4780,1,22946,1,211321,1,29168,1,19225,1,232,1,9570,1,5077,1,19457,1,9570,1,48,1,1240,1,1,1,0,1,4495,1,4291,1,784,1
21,4195400,4687,9570,35.333054,1240,0,13,10,120,41146,2094,5923,4154254,16,216,160,1,30842,1,160,1,293125,1,324287,1,107845,1,3384870,1,12966,1,374417,1,11914,4,541550,4,79338,4,786919,4,1542566,8,2094786,120,228776,36,3267,1,29419,1,2836,1,3778,1,1303,2,5471,1,286121,1,21834,1,6894,1,12485,1,22665,1,227263,1,30431,1,16937,1,281,1,9570,1,4687,1,17218,1,9570,1,48,1,1240,1,1,1,0,1,2756,1,4291,1,2523,1
22,3978600,4536,9570,35.2714,1240,0,12,10,120,30196,1103,4800,3948404,16,204,40,1,31012,1,160,1,274347,1,275469,1,106833,1,3249740,1,10802,1,370328,1,12305,4,538734,4,79308,4,745637,4,1458849,8,2086922,120,112765,24,3136,1,27024,1,2796,1,3747,1,1453,2,5321,1,239067,1,18697,1,5782,1,4699,1,22575,1,218105,1,28767,1,16654,1,137,1,9570,1,4536,1,16791,1,9570,1,48,1,1240,1,1,1,0,1,2756,1,4748,1,2066,1
23,3813900,4464,9570,35.207024,1240,0,12,10,120,32900,1153,4309,3781000,16,204,120,1,26884,1,150,1,278014,1,259888,1,100581,1,3104511,1,10852,1,346130,1,12074,4,515237,4,79559,4,711809,4,1392116,8,2039015,120,60601,24,3347,1,29529,1,2885,1,3757,1,1453,2,5461,1,225049,1,17595,1,5170,1,4659,1,20311,1,221622,1,31232,1,16487,1,73,1,9570,1,4464,1,16560,1,9570,1,48,1,1240,1,1,1,0,1,2756,1,4935,1,1879,1
24,3982600,4397,9570,35.13992,1240,0,12,9,108,31872,1283,5301,3950728,16,204,130,1,27064,1,120,1,269027,1,249457,1,97625,1,3296223,1,11082,1,325509,1,11844,4,527071,4,78847,4,787641,4,1514169,8,2046550,108,249958,36,4980,1,30401,1,3327,1,3657,1,1343,2,6152,1,211702,1,19880,1,5832,1,4679,1,21994,1,215540,1,26633,1,16064,1,305,1,9570,1,4397,1,16369,1,9570,1,48,1,1240,1,1,1,0,1,2756,1,5015,1,1799,1
25,3882000,4359,9570,35.07009,1240,0,11,9,108,31351,1333,4620,3850649,16,192,130,1,31192,1,90,1,269016,1,241141,1,108637,1,3189480,1,10962,1,362423,1,12104,4,537802,4,78577,4,722811,4,1428158,8,1974948,108,171402,24,3487,1,29248,1,2846,1,3828,1,1473,2,5391,1,203045,1,19769,1,5882,1,4770,1,22675,1,212714,1,28637,1,16056,1,209,1,9570,1,4359,1,16265,1,9570,1,48,1,1240,1,1,1,0,1,2757,1,5097,1,1716,1
26,3719700,4312,9570,34.997536,1240,0,11,9,108,30623,1193,4599,3689077,16,192,80,1,26753,1,70,1,271662,1,228626,1,94749,1,3056505,1,10631,1,305259,1,11543,4,499636,4,78857,4,715918,4,1401625,8,1965930,108,147013,24,2856,1,26563,1,2896,1,3737,1,1343,2,5080,1,196782,1,16012,1,4359,1,4719,1,20751,1,219137,1,26864,1,15990,1,179,1,9570,1,4312,1,16169,1,9570,1,48,1,1240,1,1,1,0,1,2756,1,5145,1,1669,1
27,3709300,4295,9570,34.92226,1240,0,11,9,108,30263,1113,4279,3679037,16,192,40,1,27164,1,100,1,268365,1,250500,1,95019,1,3027187,1,10661,1,301932,1,11192,4,499757,4,78797,4,706208,4,1385663,8,1957573,108,130019,24,3096,1,26102,1,2865,1,3747,1,1353,2,5361,1,216923,1,16783,1,5471,1,4669,1,21773,1,214758,1,26964,1,15966,1,157,1,9570,1,4295,1,16123,1,9570,1,48,1,1240,1,1,1,0,1,2756,1,5196,1,1618,1
