step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,9266700,4495,9570,35.998295,,0,9,9,108,95603,6954,5361,9171097,18,152,1072,1,130202,1,381,1,2242472,1,2559907,1,443589,1,153137,1,3627514,1,12825,1,576757,1,9979,4,538873,4,67210,4,809608,4,1594076,8,2398323,108,0,0,3066,1,18376,1,2615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0
1,8572100,4196,9570,35.993866,,0,8,8,96,60850,1703,4098,8511250,18,140,170,1,44065,1,80,1,2325433,1,2351513,1,443489,1,98170,1,3236988,1,11342,1,388863,1,7505,4,514075,4,65096,4,752818,4,1474014,8,2222734,96,0,0,3096,1,27072,1,2745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,0,0,0,0,0,0
2,7997800,4142,9570,35.986713,,0,8,8,96,55482,1212,7545,7942318,18,140,150,1,24708,1,140,1,1954514,1,2337025,1,443529,1,88381,1,3083019,1,10851,1,288278,1,7434,4,479328,4,65497,4,746505,4,1465698,8,2204659,96,0,0,3387,1,23015,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,0,0,0,0,0,0
3,7997800,4111,9570,35.976837,,0,8,8,96,56183,1794,5311,7941617,18,140,140,1,23946,1,160,1,1954074,1,2315844,1,443519,1,92760,1,3100183,1,10991,1,304950,1,8266,4,499227,4,66058,4,737758,4,1457091,8,2189539,96,0,0,2795,1,19588,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,0,0,0,0,0,0
4,7961300,4100,9570,35.964233,,0,8,8,96,55162,1423,5341,7906138,18,140,130,1,23846,1,200,1,1953222,1,2332596,1,443579,1,87169,1,3054294,1,11101,1,284210,1,7555,4,476012,4,65377,4,742337,4,1454146,8,2191142,96,0,0,2825,1,17804,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,0,0,0,0,0,0
5,7977600,4087,9570,35.948902,,0,8,8,96,56653,1603,2144,7920947,18,140,140,1,23806,1,70,1,1954214,1,2342576,1,443519,1,91948,1,3053192,1,11482,1,301163,1,7474,4,473928,4,65457,4,735043,4,1444998,8,2177897,96,0,0,2785,1,18155,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,0,0,0,0,0,0
6,7911900,4079,9570,35.93085,,0,8,8,96,63133,1493,2325,7848767,18,140,140,1,23916,1,200,1,1958592,1,2292319,1,443489,1,83662,1,3035047,1,11402,1,282798,1,7454,4,473657,4,65236,4,731066,4,1450028,8,2178768,96,0,0,2695,1,18025,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,0,0,0,0,0,0
7,8002400,4073,9570,35.910072,,0,8,8,96,47998,1363,2406,7954402,18,140,40,1,23596,1,50,1,1970555,1,2315824,1,443449,1,83271,1,3104291,1,13326,1,314769,1,8506,4,481983,4,66549,4,739392,4,1451741,8,2188727,96,0,0,3497,1,33836,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,0,0,0,0,0,0
8,8011500,4066,9570,35.88657,,0,8,8,96,47299,1513,2596,7964201,18,140,110,1,26782,1,30,1,1964784,1,2304482,1,443509,1,83582,1,3129750,1,11172,1,296454,1,8196,4,476623,4,66178,4,742628,4,1499804,8,2239836,96,0,0,3928,1,31331,1,3096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,0,0,0,0,0,0
9,8162600,4061,9570,35.86034,,0,8,8,96,43429,1874,2104,8119171,18,140,10,1,24558,1,110,1,1978952,1,2369208,1,443589,1,104643,1,3186961,1,11142,1,426476,1,7805,4,481623,4,65637,4,731927,4,1440439,8,2170262,96,0,0,3587,1,24988,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,0,0,0,0,0,0
