Frame, Time (ms)
0, 19.8043
1, 2.2494
2, 2.1563
3, 2.0345
4, 2.0211
5, 2.2477
6, 2.1069
7, 1.9752
8, 1.9728
9, 1.9559
10, 1.9583
11, 1.9809
12, 1.9635
13, 2.0163
14, 1.988
15, 1.9674
16, 1.9646
17, 1.9594
18, 1.9781
19, 3.2419
20, 2.8061
21, 2.9134
22, 3.1953
23, 3.3361
24, 3.1224
25, 2.8671
26, 2.6457
27, 4.0836
28, 4.376
29, 6.3737
30, 5.704
31, 4.5966
32, 3.877
33, 4.8778
34, 7.0525
35, 7.8922
36, 7.0533
37, 5.6821
38, 5.8588
39, 8.6579
40, 8.2175
41, 8.133
42, 6.7336
43, 7.048
44, 9.8166
45, 8.4085
46, 8.923
47, 9.1975
48, 10.0828
49, 7.2242
50, 8.9441
51, 9.2294
52, 10.1655
53, 7.6669
54, 8.218
55, 9.2765
56, 9.8234
57, 8.2812
58, 8.8163
59, 8.8337
60, 7.3776
61, 8.766
62, 7.7712
63, 6.8856
64, 8.039
65, 7.3335
66, 6.5748
67, 6.9831
68, 6.7686
69, 6.445
70, 6.8279
71, 6.585
72, 6.3537
73, 6.7883
74, 6.401
75, 6.6048
76, 6.4041
77, 6.3508
78, 5.9963
79, 5.8786
80, 5.7442
81, 5.7489
82, 5.8981
83, 5.7209
84, 5.7199
85, 5.6949
86, 5.6489
87, 5.5883
88, 5.5683
89, 5.6349
90, 5.5198
91, 5.5413
92, 5.7097
93, 5.5559
94, 5.6275
95, 5.5755
96, 5.5087
97, 5.8735
98, 5.6139
99, 5.5366
100, 5.5224
101, 5.5546
102, 5.4466
103, 5.5694
104, 5.4382
105, 5.597
106, 5.6562
107, 5.6149
108, 5.5572
109, 5.8186
110, 5.4415
111, 5.5469
112, 5.4499
113, 5.4885
114, 5.5814
115, 5.6187
116, 5.5779
117, 5.5633
118, 5.4557
119, 5.6142
120, 5.6957
121, 5.4873
122, 5.4607
123, 5.7833
124, 5.4924
125, 5.5751
126, 5.7011
127, 5.6861
128, 5.5112
129, 5.5854
130, 5.7723
131, 5.8488
132, 5.8327
133, 5.5444
134, 5.4814
135, 5.4599
136, 5.4807
137, 5.7917
138, 5.5431
139, 5.6767
140, 5.6061
141, 5.6761
142, 5.4552
143, 5.5156
144, 5.5012
145, 5.6924
146, 5.4834
147, 5.5179
148, 5.5122
149, 5.4961
150, 5.4954
151, 5.5982
152, 5.4471
153, 5.4611
154, 5.516
155, 5.7415
156, 5.5903
157, 5.5488
158, 5.4184
159, 5.4413
160, 5.5724
161, 5.594
162, 5.5872
163, 5.438
164, 5.4435
165, 5.6248
166, 5.4785
167, 5.4876
168, 5.5167
169, 5.6362
170, 5.4857
171, 5.5577
172, 5.4894
173, 5.6114
174, 5.6715
175, 5.5589
176, 5.4778
177, 5.6229
178, 5.4952
179, 5.4652
180, 5.5145
181, 5.5445
182, 5.5379
183, 5.547
184, 5.4205
185, 5.604
186, 5.5139
187, 5.5882
188, 5.5236
189, 5.586
190, 5.4839
191, 5.6144
192, 5.6663
193, 5.5734
194, 5.5003
195, 5.5076
196, 5.4862
197, 5.6979
198, 5.4992
199, 5.5685
200, 5.7429
201, 5.557
202, 5.5447
203, 5.5499
204, 5.4769
205, 5.8233
206, 5.5165
207, 5.4811
208, 5.5674
209, 5.6801
210, 6.0206
211, 5.8113
212, 5.5298
213, 5.6497
214, 5.5429
215, 5.5394
216, 5.6273
217, 5.6112
218, 5.7012
219, 5.64
220, 5.5274
221, 5.5416
222, 5.5719
223, 5.6454
224, 5.4923
225, 5.6803
226, 5.5214
227, 5.5706
228, 5.729
229, 5.8351
230, 5.7858
231, 5.7612
232, 5.6288
233, 5.6144
234, 5.5408
235, 5.5426
236, 5.599
237, 5.767
238, 5.547
239, 5.6882
240, 5.6133
241, 5.6978
242, 5.7266
243, 5.7346
244, 5.6154
245, 5.6719
246, 5.5522
247, 5.6991
248, 5.6264
249, 5.6461
250, 5.7317
251, 5.7931
252, 5.7579
253, 5.7895
254, 5.7
255, 5.7044
256, 5.7342
257, 5.8308
258, 5.7044
259, 5.8401
260, 5.5925
261, 5.767
262, 5.6845
263, 5.8633
264, 5.8626
265, 5.8106
266, 5.7298
267, 5.831
268, 5.804
269, 5.7598
270, 5.6612
271, 5.7729
272, 5.7678
273, 5.7572
274, 5.7249
275, 5.8973
276, 5.788
277, 5.8807
278, 5.7719
279, 5.6783
280, 5.7277
281, 5.7657
282, 5.7826
283, 5.8726
284, 5.7227
285, 5.8277
286, 5.73
287, 5.7043
288, 5.7593
289, 5.787
290, 5.6954
291, 5.8008
292, 5.7408
293, 5.8675
294, 5.8294
295, 5.9962
296, 5.7058
297, 5.8201
298, 5.8367
299, 5.8126
300, 5.7506
301, 5.7758
302, 5.9677
303, 5.9708
304, 5.9202
305, 5.9082
306, 6.0533
307, 6.1519
308, 5.9057
309, 5.8278
310, 5.8835
311, 5.9317
312, 5.7315
313, 6.0471
314, 5.8222
315, 5.8758
316, 5.7418
317, 5.825
318, 5.7728
319, 5.7931
320, 5.7563
321, 5.8449
322, 5.7271
323, 5.8625
324, 6.0201
325, 5.9538
326, 5.9157
327, 5.8355
328, 5.8023
329, 5.9454
330, 5.9009
331, 5.8271
332, 5.7955
333, 5.7622
334, 5.7507
335, 5.8416
336, 5.7705
337, 6.0411
338, 5.7428
339, 5.7476
340, 5.8228
341, 5.7724
342, 5.8629
343, 5.8428
344, 5.9089
345, 5.9083
346, 5.8219
347, 5.7897
348, 5.8028
349, 5.7533
350, 5.7957
351, 5.7799
352, 5.7356
353, 5.8063
354, 5.7822
355, 5.9658
356, 5.7725
357, 5.789
358, 5.7443
359, 5.8184
360, 5.7278
361, 5.9535
362, 5.8592
363, 5.8007
364, 5.8115
365, 6.0458
366, 5.8881
367, 5.9678
368, 5.8867
369, 5.8058
370, 5.7531
371, 5.8136
372, 5.7977
373, 5.7675
374, 5.75
375, 5.9027
376, 5.7889
377, 5.7415
378, 5.921
379, 5.8356
380, 5.8622
381, 5.9742
382, 5.8398
383, 6.082
384, 5.7622
385, 5.7928
386, 5.8632
387, 5.824
388, 5.8387
389, 5.83
390, 5.7399
391, 5.8122
392, 5.682
393, 5.7832
394, 5.824
395, 5.816
396, 5.7256
397, 6.0046
398, 5.8972
399, 5.876
400, 5.801
401, 5.7692
402, 5.7937
403, 5.7665
404, 5.7392
405, 5.8232
406, 5.8094
407, 5.8948
408, 5.766
409, 5.8496
410, 5.8795
411, 5.7728
412, 5.7512
413, 6.0327
414, 5.9557
415, 5.8753
416, 5.8662
417, 5.8354
418, 5.7636
419, 5.809
420, 5.7405
421, 5.9728
422, 5.7521
423, 5.8313
424, 5.7774
425, 5.7419
426, 5.8349
427, 5.8338
428, 5.776
429, 5.9255
430, 5.7902
431, 5.8106
432, 5.8112
433, 5.7704
434, 5.7451
435, 5.9475
436, 5.8662
437, 5.8928
438, 5.7765
439, 5.7513
440, 5.8527
441, 5.7831
442, 5.8181
443, 5.9302
444, 5.8203
445, 6.075
446, 5.9019
447, 5.8435
448, 5.7588
449, 5.8171
450, 5.825
451, 6.0232
452, 5.8791
453, 6.0146
454, 5.7424
455, 5.8444
456, 5.8342
457, 5.8463
458, 5.8691
459, 5.8391
460, 5.7452
461, 5.7819
462, 5.8281
463, 5.8121
464, 5.7587
465, 5.8277
466, 5.8283
467, 5.8369
468, 5.7463
