step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
0,11186100,4495,9570,35.998295,,0,9,9,108,375005,13145,5601,10811095,16,151,952,1,100244,1,441,1,1870647,1,2463724,1,146513,1,6215439,1,13135,1,1528846,1,8917,4,663503,4,65156,4,1161336,4,2306761,8,3462495,108,0,0,6032,1,459048,1,2695,1,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1
1,10451100,4196,9570,35.993866,,0,8,8,96,427487,2785,7024,10023613,16,139,150,1,40498,1,130,1,2129768,1,2562425,1,114141,1,5160208,1,16292,1,948414,1,7825,4,615921,4,65547,4,1111239,4,2118206,8,3222421,96,0,0,5360,1,282065,1,2846,1,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1
2,9791400,4142,9570,35.986713,,0,8,8,96,236854,1493,6232,9554546,16,139,150,1,32242,1,130,1,2132373,1,2389711,1,108420,1,4876490,1,15029,1,889430,1,7314,4,561957,4,62331,4,1046764,4,2046227,8,3086759,96,0,0,5451,1,252508,1,3016,1,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1
3,10060600,4111,9570,35.976837,,0,8,8,96,516845,1313,6362,9543755,16,139,130,1,24818,1,70,1,1891858,1,2513270,1,159819,1,4938980,1,14809,1,961309,1,7635,4,593818,4,62440,4,1090098,4,2049964,8,3133700,96,0,0,5190,1,164658,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1
4,9839300,4100,9570,35.964233,,0,8,8,96,193278,4970,3587,9646022,16,139,150,1,28956,1,120,1,2132363,1,2432404,1,106205,1,4926406,1,19418,1,894860,1,7294,4,563099,4,62982,4,1042065,4,2083519,8,3121997,96,0,0,5781,1,258600,1,3236,1,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1
5,9627100,4087,9570,35.948902,,0,8,8,96,217004,1934,3728,9410096,16,139,150,1,32493,1,130,1,2175417,1,2252355,1,102127,1,4831994,1,15430,1,912675,1,7364,4,562418,4,62902,4,1048427,4,2069131,8,3113831,96,0,0,5150,1,159508,1,2485,1,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1
6,9774200,4079,9570,35.93085,,0,8,8,96,414982,1433,3797,9359218,16,139,150,1,25970,1,80,1,1898591,1,2254419,1,114732,1,5048693,1,16582,1,902826,1,7905,4,627403,4,62751,4,1103534,4,2078860,8,3178596,96,0,0,5170,1,255454,1,3356,1,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1
7,10178700,4073,9570,35.910072,,0,8,8,96,101814,2244,3847,10076886,16,139,140,1,35679,1,140,1,2099590,1,2471720,1,86056,1,5372328,1,11232,1,1411730,1,7845,4,571084,4,64144,4,1055691,4,2093278,8,3145122,96,0,0,5320,1,158446,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1
8,9348900,4066,9570,35.88657,,0,8,8,96,53666,1173,3537,9295234,16,139,261,1,30840,1,80,1,2081265,1,2336718,1,85024,1,4750646,1,10400,1,766232,1,7384,4,557278,4,64514,4,1038268,4,2040455,8,3075186,96,0,0,5190,1,266946,1,3206,1,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1
9,9065100,4061,9570,35.86034,,0,8,8,96,46982,1282,3507,9018118,16,139,150,1,24517,1,70,1,1902739,1,2319515,1,86678,1,4673928,1,10520,1,785739,1,7484,4,559091,4,62441,4,1038618,4,2044123,8,3079234,96,0,0,5350,1,167173,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1
10,9109700,4053,9570,35.831387,,0,8,8,96,65992,1753,3717,9043708,16,139,561,1,26401,1,70,1,1909382,1,2223209,1,82069,1,4791585,1,10430,1,747175,1,7865,4,559382,4,63232,4,1053156,4,2092606,8,3142046,96,0,0,5230,1,258009,1,3176,1,0,0,0,0,0,0,0,0,0,0,0,0,15690,1,0,1,9570,1,4053,1,15690,1,9570,1,0,1
11,8978900,4054,9570,35.79971,,0,8,8,96,36238,1282,3627,8942662,16,139,40,1,23806,1,60,1,1838826,1,2235693,1,86728,1,4746849,1,10661,1,767454,1,7484,4,585963,4,63413,4,1081411,4,2068770,8,3146554,96,0,0,5340,1,163075,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,15715,1,0,1,9570,1,4054,1,15715,1,9570,1,0,1
