step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
0,407300,16,31,30.998297,,0,2,0,0,78752,6042,2996,328548,16,67,972,1,39988,1,190,1,6743,1,37773,1,31712,1,209938,1,1232,1,110484,1,2194,4,4739,4,11943,4,26291,4,39096,8,0,0,62391,24,701,1,7775,1,671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
1,162700,16,31,30.993937,,0,2,0,0,52506,1122,731,110194,16,67,170,1,14949,1,50,1,882,1,18556,1,4729,1,70377,1,481,1,4178,1,321,4,2976,4,1673,4,19568,4,37022,8,0,0,55858,24,80,1,3316,1,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
2,102600,16,31,30.987455,,0,2,0,0,28015,681,2104,74585,16,67,50,1,802,1,40,1,641,1,16522,1,1152,1,54927,1,451,1,3527,1,361,4,2385,4,1142,4,15350,4,30559,8,0,0,43805,24,70,1,751,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,1,31,1,16,1,63,1,31,1,0,1
3,107400,16,31,30.97999,,0,2,0,0,26102,551,561,81298,16,67,120,1,952,1,30,1,751,1,19548,1,1222,1,58323,1,351,1,4489,1,250,4,2565,4,1172,4,17063,4,31361,8,0,0,47863,24,50,1,761,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
4,93500,16,31,30.972979,,0,2,0,0,23785,501,401,69715,16,67,30,1,661,1,30,1,621,1,14849,1,892,1,52342,1,291,1,3637,1,190,4,2294,4,962,4,14909,4,28926,8,0,0,43434,24,40,1,832,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
5,95900,16,31,30.966393,,0,2,0,0,23860,551,531,72040,16,67,50,1,641,1,30,1,561,1,16682,1,782,1,52963,1,331,1,3477,1,250,4,2264,4,1022,4,15049,4,29407,8,0,0,43925,24,50,1,822,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
6,89800,16,31,30.961182,,0,2,0,0,23121,462,441,66679,16,67,40,1,581,1,20,1,421,1,12324,1,802,1,52211,1,281,1,3367,1,190,4,2274,4,952,4,14969,4,29086,8,0,0,43614,24,80,1,782,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
7,120700,16,31,30.955942,,0,2,0,0,27299,3938,621,93401,16,67,160,1,882,1,50,1,812,1,18666,1,1523,1,70838,1,471,1,4389,1,311,4,3016,4,1393,4,19548,4,37142,8,0,0,56069,24,70,1,922,1,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
8,105600,16,31,30.950468,,0,2,0,0,22188,501,521,83412,16,67,50,1,782,1,40,1,681,1,15861,1,982,1,64696,1,321,1,3537,1,240,4,2886,4,1212,4,19017,4,36431,8,0,0,54927,24,50,1,751,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
9,100800,16,31,30.945265,,0,2,0,0,19312,531,641,81488,16,67,20,1,611,1,30,1,591,1,14719,1,822,1,64325,1,371,1,3336,1,230,4,2906,4,1242,4,18766,4,36451,8,0,0,54576,24,90,1,691,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,31,1,16,1,64,1,31,1,0,1
