Frame, Time (ms)
0, 6.9992
1, 1.0507
2, 0.9481
3, 0.9489
4, 0.9489
5, 0.9125
6, 0.8974
7, 0.8964
8, 0.855
9, 0.8869
10, 0.9318
11, 0.9462
12, 0.9477
13, 0.9321
14, 0.921
15, 0.9168
16, 0.9238
17, 0.9063
18, 0.9192
19, 1.3635
20, 1.216
21, 1.2085
22, 1.2617
23, 1.3048
24, 1.2764
25, 1.2105
26, 1.1844
27, 1.7404
28, 1.7723
29, 2.5755
30, 2.1798
31, 1.9125
32, 1.6653
33, 2.0705
34, 2.5721
35, 2.855
36, 2.5948
37, 2.2286
38, 2.4959
39, 3.1201
40, 3.0438
41, 3.0051
42, 2.6252
43, 2.7918
44, 3.6159
45, 3.3415
46, 3.4475
47, 3.8712
48, 3.9278
49, 3.3068
50, 3.4175
51, 3.4635
52, 3.7242
53, 3.2285
54, 3.445
55, 3.6153
56, 3.7005
57, 3.3762
58, 3.7164
59, 4.2044
60, 4.0064
61, 4.3631
62, 3.9607
63, 3.4611
64, 3.4728
65, 3.1386
66, 3.2518
67, 3.48
68, 3.1479
69, 2.8945
70, 2.9288
71, 2.8845
72, 3.2289
73, 3.4814
74, 3.1408
75, 3.1447
76, 3.1953
77, 3.1835
78, 3.2383
79, 3.2358
80, 2.8109
81, 2.7856
82, 2.8224
83, 2.6603
84, 2.9805
85, 2.7748
86, 2.7888
87, 2.7799
88, 2.6878
89, 3.0433
90, 2.7614
91, 2.7858
92, 2.9086
93, 3.0169
94, 3.0741
95, 3.1649
96, 3.4804
97, 3.1876
98, 3.1401
99, 3.1176
100, 2.9764
101, 2.9606
102, 2.7684
103, 2.9407
104, 2.8119
105, 2.8256
106, 2.604
107, 2.5268
108, 2.527
109, 2.4992
110, 2.6243
111, 2.6976
112, 2.6528
113, 2.7659
114, 2.6387
115, 2.7261
116, 2.6939
117, 2.6956
118, 2.902
119, 2.6087
120, 2.8317
121, 2.7354
122, 2.5651
123, 2.5703
124, 2.6434
125, 2.7734
126, 2.9588
127, 2.7003
128, 2.8706
129, 2.8004
130, 2.8259
131, 2.9132
132, 2.9173
133, 2.8297
134, 2.7027
135, 2.7163
136, 2.4482
137, 2.5332
138, 3.096
139, 2.6877
140, 2.6634
141, 2.6603
142, 2.6209
143, 3.0736
144, 2.6929
145, 2.9077
146, 2.9865
147, 3.3369
148, 3.4246
149, 3.2413
150, 3.3164
151, 3.5642
152, 3.8626
153, 3.6993
154, 3.4126
155, 3.3963
156, 3.2319
157, 2.9986
158, 3.1009
159, 2.5964
160, 2.7718
161, 2.6675
162, 2.8283
163, 2.7357
164, 2.5162
165, 2.5808
166, 2.6102
167, 2.7314
168, 2.6276
169, 2.5496
170, 2.5575
171, 2.4319
172, 2.4854
173, 2.4934
174, 2.5449
175, 2.5981
176, 2.6578
177, 2.5972
178, 3.1144
179, 2.62
180, 2.6169
181, 2.6241
182, 2.5547
183, 2.602
