step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,8134400,4495,9570,35.998295,,0,9,9,108,80890,5861,3908,8053510,16,156,741,1,125954,1,60,1,2118080,1,1566332,1,255535,1,3973772,1,13035,1,913248,1,18796,4,620291,4,88922,4,762536,4,1500615,8,2259243,108,0,0,6633,1,53744,1,3126,1,0,0,0,0,0,0,977122,1,285092,1,153477,1,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,0,0,0,0,0,0,0,1,0,1,9570,1
1,5594600,4300,9570,35.993866,,0,9,8,96,39487,1172,2104,5555113,16,157,140,1,43534,1,40,1,1989772,1,353174,1,112317,1,3045375,1,10761,1,423760,1,11432,4,499417,4,79263,4,701568,4,1299516,8,1975434,96,23546,12,3397,1,23245,1,2605,1,0,0,0,0,0,0,313487,1,27092,1,4238,1,0,0,0,0,0,0,0,0,16277,1,27,1,9570,1,4300,1,16304,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
2,5195200,4339,9570,35.986713,,0,9,8,96,31214,1293,2064,5163986,16,157,30,1,27283,1,60,1,1955626,1,144570,1,92950,1,2932677,1,10791,1,295262,1,11723,4,500138,4,79614,4,681770,4,1332259,8,1981275,96,30689,12,3156,1,24778,1,2685,1,0,0,0,0,0,0,112798,1,16652,1,4288,1,0,0,0,0,0,0,0,0,16269,1,36,1,9570,1,4339,1,16305,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
3,5195500,4335,9570,35.976837,,0,9,8,96,33187,1102,3728,5162313,16,157,90,1,28295,1,60,1,1925908,1,137326,1,92459,1,2967404,1,10771,1,283719,1,11663,4,497152,4,79243,4,713722,4,1351777,8,2036111,96,25660,12,3186,1,23155,1,2685,1,0,0,0,0,0,0,104773,1,18195,1,4298,1,0,0,0,0,0,0,0,0,16306,1,30,1,9570,1,4335,1,16336,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
4,5179400,4329,9570,35.964233,,0,9,8,96,31445,1192,3297,5147955,16,157,100,1,27403,1,50,1,1928533,1,143107,1,91928,1,2946203,1,10631,1,284230,1,11993,4,498084,4,79203,4,696067,4,1346326,8,2012164,96,26932,12,3136,1,23285,1,2685,1,0,0,0,0,0,0,111646,1,17354,1,4288,1,0,0,0,0,0,0,0,0,16296,1,31,1,9570,1,4329,1,16327,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
5,5155700,4324,9570,35.948902,,0,9,8,96,32673,2926,1944,5123027,16,157,90,1,27924,1,70,1,1927321,1,145241,1,91728,1,2919972,1,10681,1,281084,1,11833,4,499988,4,79243,4,695556,4,1319715,8,1988960,96,24367,12,3086,1,23816,1,2725,1,0,0,0,0,0,0,113229,1,17734,1,4268,1,0,0,0,0,0,0,0,0,16313,1,28,1,9570,1,4324,1,16341,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
6,5172000,4326,9570,35.93085,,0,9,8,96,33353,1072,3407,5138647,16,157,20,1,27423,1,40,1,1944023,1,145842,1,91597,1,2918680,1,11021,1,279701,1,11823,4,501461,4,79584,4,701237,4,1314464,8,1985643,96,26652,12,3186,1,23445,1,2705,1,0,0,0,0,0,0,113660,1,17774,1,4338,1,0,0,0,0,0,0,0,0,16318,1,31,1,9570,1,4326,1,16349,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
7,5159600,4319,9570,35.910072,,0,9,8,96,32154,1102,1964,5127446,16,157,10,1,27864,1,40,1,1946157,1,138238,1,92138,1,2912227,1,10771,1,283910,1,11993,4,503354,4,79825,4,682982,4,1319995,8,1977507,96,23506,12,3096,1,23315,1,2655,1,0,0,0,0,0,0,109081,1,16813,1,4328,1,0,0,0,0,0,0,0,0,16316,1,27,1,9570,1,4319,1,16343,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
8,5220200,4316,9570,35.88657,,0,9,8,96,32718,1072,2196,5187482,16,157,40,1,28084,1,80,1,1936729,1,137045,1,92038,1,2982654,1,10811,1,283920,1,11733,4,501561,4,80245,4,709624,4,1365674,8,2049756,96,23345,12,2976,1,23185,1,2665,1,0,0,0,0,0,0,106486,1,16853,1,4318,1,0,0,0,0,0,0,0,0,16293,1,27,1,9570,1,4316,1,16320,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
9,5190800,4312,9570,35.86034,,0,9,8,96,32515,1182,2075,5158285,16,157,30,1,27644,1,30,1,1951217,1,150571,1,92509,1,2925383,1,10901,1,278890,1,11793,4,500108,4,79163,4,694144,4,1331387,8,2007716,96,15740,12,3096,1,22984,1,2635,1,0,0,0,0,0,0,118880,1,17314,1,4399,1,0,0,0,0,0,0,0,0,16297,1,18,1,9570,1,4312,1,16315,1,9570,1,48,1,0,0,0,0,0,0,4495,1,5075,1,0,1
