step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,7009100,8555,9570,28.99835,1240,0,16,16,192,129353,25208,5912,6879747,16,230,631,1,141241,1,130,1,2075036,1,1343078,1,314953,1,2989899,1,14778,1,1003573,1,14207,4,563039,4,83019,4,437368,4,789513,8,1220969,192,0,0,6843,1,47281,1,3216,1,9358,1,1383,2,5891,1,912904,1,225392,1,64153,1,0,0,0,0,0,0,0,0,34220,1,0,1,9570,1,8555,1,34220,1,9570,1,48,1,0,0,0,0,0,0,0,1,0,1,9570,1
1,4885900,5761,9570,28.995926,1240,0,16,12,144,61035,1333,4630,4824865,16,245,180,1,36871,1,150,1,1938594,1,594619,1,194733,1,2046742,1,12975,1,595080,1,13025,4,410627,4,78130,4,302159,4,595661,8,791936,144,101254,48,3667,1,33835,1,2855,1,3867,1,1653,2,4849,1,534985,1,25880,1,23285,1,0,0,0,0,0,0,0,0,17876,1,440,1,9570,1,5761,1,18316,1,9570,1,48,1,0,0,0,0,0,0,0,1,1015,1,8555,1
2,4968200,6723,9570,28.994566,1240,0,16,14,168,33415,1242,5763,4934785,16,245,40,1,26060,1,70,1,1934667,1,676947,1,176428,1,2107538,1,13035,1,516860,1,11823,4,439662,4,80194,4,337246,4,663341,8,935070,168,59754,24,4228,1,40097,1,2865,1,3597,1,1323,2,5060,1,612684,1,24527,1,25349,1,0,0,0,0,0,0,0,0,22061,1,313,1,9570,1,6723,1,22374,1,9570,1,48,1,0,0,0,0,0,0,0,1,1581,1,7989,1
3,4903000,6695,9570,28.994541,1240,0,16,14,168,32809,1122,4409,4870191,16,245,50,1,25329,1,60,1,1957340,1,646689,1,176288,1,2051350,1,13085,1,523864,1,12023,4,439472,4,78440,4,323480,4,616882,8,896066,168,39886,24,4248,1,38714,1,2956,1,3637,1,1453,2,5060,1,589620,1,25439,1,15760,1,0,0,0,0,0,0,0,0,21966,1,201,1,9570,1,6695,1,22167,1,9570,1,48,1,0,0,0,0,0,0,0,1,1903,1,7667,1
4,4935800,6672,9570,28.994545,1240,0,16,14,168,31483,1122,4269,4904317,16,245,160,1,25359,1,40,1,1944065,1,673030,1,176428,1,2072301,1,12935,1,497714,1,11793,4,438570,4,79051,4,338559,4,649745,8,949669,168,34366,24,4208,1,38504,1,2855,1,3637,1,1393,2,5150,1,618916,1,24046,1,12223,1,0,0,0,0,0,0,0,0,21835,1,169,1,9570,1,6672,1,22004,1,9570,1,48,1,0,0,0,0,0,0,0,1,2208,1,7362,1
5,4991100,6758,9570,28.994184,1240,0,16,14,168,31928,1233,3096,4959172,16,245,70,1,25399,1,50,1,1959545,1,668852,1,177480,1,2114662,1,13115,1,500038,1,11943,4,445524,4,80815,4,347015,4,671777,8,975910,168,39786,24,4248,1,39025,1,2876,1,3607,1,1352,2,5210,1,616441,1,24878,1,10851,1,0,0,0,0,0,0,0,0,22238,1,191,1,9570,1,6758,1,22429,1,9570,1,48,1,0,0,0,0,0,0,0,1,2410,1,7160,1
6,4964500,6793,9570,28.993921,1240,0,16,14,168,34564,1102,3127,4929936,16,245,130,1,25389,1,70,1,1966328,1,641730,1,178432,1,2104803,1,13055,1,509697,1,12193,4,446916,4,82769,4,339641,4,654344,8,945090,168,45768,24,4278,1,40708,1,2855,1,3727,1,1353,2,5220,1,586895,1,26591,1,9368,1,0,0,0,0,0,0,0,0,22479,1,239,1,9570,1,6793,1,22718,1,9570,1,48,1,0,0,0,0,0,0,0,1,2503,1,7067,1
7,4950100,6783,9570,28.993895,1240,0,16,14,168,33640,1213,2966,4916460,16,245,50,1,25509,1,60,1,1954565,1,665726,1,178412,1,2079064,1,13075,1,490199,1,12103,4,447888,4,79432,4,336134,4,655726,8,944219,168,44676,24,4268,1,38824,1,2885,1,3677,1,1413,2,5300,1,612944,1,25028,1,9508,1,0,0,0,0,0,0,0,0,22445,1,232,1,9570,1,6783,1,22677,1,9570,1,48,1,0,0,0,0,0,0,0,1,2542,1,7028,1
8,4963500,6772,9570,28.993822,1240,0,16,14,168,31751,1272,3197,4931749,16,245,10,1,25579,1,50,1,1953473,1,639906,1,177911,1,2121765,1,13055,1,481032,1,12284,4,446586,4,79623,4,359900,4,680765,8,991289,168,46178,24,9378,1,37702,1,2886,1,3657,1,1403,2,5280,1,590602,1,24537,1,8466,1,0,0,0,0,0,0,0,0,22460,1,241,1,9570,1,6772,1,22701,1,9570,1,48,1,0,0,0,0,0,0,0,1,2595,1,6975,1
9,5226300,6790,9570,28.993675,1240,0,16,14,168,45083,1253,3497,5181217,16,240,170,1,30779,1,60,1,2027605,1,651228,1,227646,1,2230554,1,13175,1,585031,1,14007,4,495680,4,81236,4,339951,4,655225,8,943447,168,48232,24,4338,1,39957,1,3036,1,3857,1,1663,2,5320,1,590582,1,29867,1,9939,1,0,0,0,0,0,0,0,0,22652,1,243,1,9570,1,6790,1,22895,1,9570,1,48,1,0,0,0,0,0,0,0,1,2608,1,6962,1
