Frame, Time (ms)
0, 7.4212
1, 1.0779
2, 0.9894
3, 0.985
4, 0.9791
5, 0.9856
6, 0.982
7, 1.0045
8, 0.9589
9, 1.0412
10, 0.9595
11, 0.9256
12, 0.9277
13, 0.9232
14, 1.032
15, 0.932
16, 0.9735
17, 0.9431
18, 0.9495
19, 1.4392
20, 1.355
21, 1.3348
22, 1.3924
23, 1.3895
24, 1.3166
25, 1.3237
26, 1.2661
27, 1.7755
28, 1.8183
29, 2.4819
30, 2.1673
31, 1.8208
32, 1.6884
33, 2.3214
34, 2.6748
35, 2.9471
36, 2.645
37, 2.2666
38, 2.5328
39, 3.1817
40, 3.1302
41, 3.0435
42, 2.6852
43, 2.9843
44, 3.5734
45, 3.6573
46, 3.426
47, 3.9286
48, 3.7557
49, 3.3955
50, 3.5058
51, 3.8977
52, 3.8227
53, 3.198
54, 3.547
55, 4.2598
56, 4.4283
57, 3.613
58, 3.8957
59, 3.6716
60, 3.4464
61, 3.6993
62, 3.5122
63, 3.328
64, 3.4489
65, 3.191
66, 3.1829
67, 3.1574
68, 3.3132
69, 3.1163
70, 3.4579
71, 3.2204
72, 3.4435
73, 3.2706
74, 3.4683
75, 3.0262
76, 2.9953
77, 2.9542
78, 3.1418
79, 3.1317
80, 2.9238
81, 3.0093
82, 2.8345
83, 3.4098
84, 2.9547
85, 3.0609
86, 3.1303
87, 3.1869
88, 3.2316
89, 3.2194
90, 3.7349
91, 3.2887
92, 3.1808
93, 3.0003
94, 3.1564
95, 2.7881
96, 3.6299
97, 2.9088
98, 2.8556
99, 2.7969
100, 2.8319
101, 3.002
102, 2.8773
103, 3.269
104, 3.0103
105, 3.2019
106, 2.9707
107, 3.0379
108, 3.1475
109, 2.8379
110, 2.9511
111, 2.842
112, 2.8056
113, 2.9643
114, 3.0185
115, 2.9244
116, 2.8637
117, 3.129
118, 2.8158
119, 2.9219
120, 2.8853
121, 2.906
122, 3.0333
123, 2.8839
124, 3.1245
125, 2.9162
126, 3.0903
127, 2.8118
128, 2.8581
129, 2.9292
130, 2.7873
131, 3.3812
132, 2.8763
133, 2.8858
134, 2.9288
135, 2.9481
136, 2.761
137, 2.7907
138, 3.115
139, 3.0353
140, 3.4088
141, 3.5631
142, 3.4704
143, 3.249
144, 3.6232
145, 3.2459
146, 3.0837
147, 3.036
148, 3.097
149, 3.2038
150, 3.711
151, 3.6243
152, 2.8383
153, 3.0882
154, 2.8008
155, 3.0485
156, 2.8876
157, 3.1304
158, 3.0714
159, 3.1692
160, 3.1067
161, 3.2984
162, 3.1323
163, 3.0297
164, 3.079
165, 3.0524
166, 2.9534
167, 2.9772
168, 2.8799
169, 2.9547
170, 2.8066
171, 2.962
172, 2.8898
173, 2.8717
174, 2.8612
175, 2.8472
176, 3.0635
177, 2.8096
178, 3.1562
179, 3.0192
180, 3.3104
181, 3.1713
182, 3.1773
183, 3.15
184, 3.5586
185, 3.2201
186, 3.1119
187, 3.4257
188, 2.8131
189, 2.7794
190, 2.7723
191, 2.8158
192, 2.8413
193, 2.8492
194, 2.94
195, 2.772
196, 2.9365
197, 2.7731
198, 2.8801
199, 2.8822
200, 2.9337
201, 3.274
202, 3.0293
203, 3.2911
204, 3.047
205, 3.1507
206, 2.9455
207, 3.2016
208, 2.9021
209, 2.6979
210, 2.8353
211, 2.9068
212, 2.8986
213, 2.8213
214, 2.8686
215, 2.8041
216, 2.7707
217, 2.8246
218, 2.7561
219, 2.9617
220, 2.8541
221, 2.8611
222, 3.2045
223, 2.9655
224, 2.9613
225, 3.097
226, 3.1229
227, 2.9043
228, 2.9003
229, 3.1127
230, 2.8415
231, 2.9631
232, 2.7653
233, 2.9122
