step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
10,16136100,4307,9570,35.831387,,0,9,8,96,98788,1192,2365,16037312,18,155,240,1,27484,1,110,1,2059124,1,731590,1,832647,1,99234,1,12270901,1,15981,1,288494,1,7154,4,500769,4,64706,4,3844463,4,7539064,8,11369840,96,11322,12,3106,1,19378,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300,1,14,1,9570,1,4307,1,16314,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
11,16161400,4307,9570,35.79971,,0,9,8,96,107866,1252,2556,16053534,18,155,60,1,28586,1,120,1,2049185,1,747731,1,832747,1,98302,1,12280951,1,15851,1,269517,1,7234,4,494326,4,64777,4,3848682,4,7567489,8,11405349,96,8266,12,3186,1,21923,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16310,1,10,1,9570,1,4307,1,16320,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
12,16339700,4306,9570,35.765305,,0,9,8,96,103579,1222,2366,16236121,18,155,80,1,27524,1,80,1,2189309,1,749365,1,832778,1,98462,1,12322502,1,16021,1,270418,1,8487,4,495318,4,65989,4,3848100,4,7594232,8,11428364,96,11603,12,3427,1,32494,1,2816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16316,1,14,1,9570,1,4306,1,16330,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
13,16327200,4306,9570,35.728176,,0,9,8,96,104175,1343,2625,16223025,18,155,20,1,27664,1,130,1,2136045,1,755376,1,832968,1,99334,1,12355376,1,16111,1,331458,1,7064,4,494176,4,64666,4,3869582,4,7550015,8,11406973,96,10000,12,3116,1,31401,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16323,1,12,1,9570,1,4306,1,16335,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
14,16266000,4307,9570,35.688324,,0,9,8,96,104154,1333,2807,16161846,18,155,130,1,27343,1,180,1,2047171,1,734095,1,832818,1,97851,1,12405715,1,16542,1,288664,1,8477,4,496560,4,65498,4,3855355,4,7653868,8,11493290,96,13126,12,3166,1,30019,1,2775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16324,1,16,1,9570,1,4307,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
15,16394200,4306,9570,35.64575,,0,9,8,96,102771,1473,2836,16291429,18,155,150,1,29578,1,120,1,2200811,1,750908,1,832778,1,98763,1,12362370,1,15951,1,323592,1,7134,4,493715,4,64706,4,3867448,4,7570686,8,11420529,96,14769,12,3136,1,27895,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16319,1,18,1,9570,1,4306,1,16337,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
16,16205800,4303,9570,35.600445,,0,9,8,96,102108,1222,2425,16103692,18,155,130,1,27404,1,130,1,2115064,1,746749,1,832757,1,97531,1,12267515,1,16412,1,281510,1,7084,4,494356,4,64857,4,3856988,4,7535978,8,11375992,96,14548,12,3116,1,19799,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,18,1,9570,1,4303,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
17,16175600,4298,9570,35.552414,,0,9,8,96,99632,1353,2735,16075968,18,155,70,1,28776,1,140,1,2082480,1,729346,1,832808,1,98673,1,12287654,1,16021,1,271521,1,7495,4,494386,4,65117,4,3874422,4,7547530,8,11406181,96,13035,12,3166,1,20069,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16320,1,16,1,9570,1,4298,1,16336,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
18,16072800,4298,9570,35.501663,,0,9,8,96,84383,1252,2405,15988417,18,155,130,1,27233,1,130,1,2036400,1,744455,1,832717,1,98262,1,12239139,1,9949,1,270679,1,7044,4,498745,4,64747,4,3846948,4,7525507,8,11356945,96,13106,12,3086,1,18526,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,16,1,9570,1,4298,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
19,15914400,4297,9570,35.448185,,0,9,8,96,60757,1112,2966,15853643,18,155,100,1,28616,1,60,1,1914421,1,614912,1,832737,1,93753,1,12352811,1,16232,1,307942,1,7485,4,494156,4,64897,4,3896816,4,7546769,8,11430849,96,9769,12,3216,1,27654,1,2765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,12,1,9570,1,4297,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
20,19882100,5077,9570,35.391983,,0,14,12,144,105881,1513,4139,19776219,18,215,210,1,29057,1,110,1,2044886,1,1361681,1,832737,1,131838,1,15359698,1,16001,1,410162,1,7425,4,591496,4,69336,4,4796434,4,9444808,8,14033015,144,204089,24,3637,1,32283,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19225,1,232,1,9570,1,5077,1,19457,1,9570,1,0,1,0,0,0,0,0,0,4495,1,4291,1,784,1
21,18524900,4687,9570,35.333054,,0,13,10,120,98338,1252,3367,18426562,18,203,140,1,26502,1,130,1,2045097,1,1984428,1,832778,1,117169,1,13407693,1,12625,1,327700,1,7114,4,525597,4,64767,4,4192323,4,8253029,8,12219961,120,222024,36,5681,1,27283,1,2946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16937,1,281,1,9570,1,4687,1,17218,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4291,1,2523,1
22,17679700,4536,9570,35.2714,,0,12,10,120,58663,992,3066,17621037,18,191,60,1,32584,1,50,1,1917187,1,1707647,1,832818,1,104184,1,13010316,1,16192,1,297872,1,7144,4,511520,4,64706,4,4087949,4,8013100,8,11990052,120,107931,24,3196,1,21302,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16654,1,137,1,9570,1,4536,1,16791,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4748,1,2066,1
23,18051100,4464,9570,35.207024,,0,12,10,120,110178,1433,3437,17940922,18,191,80,1,27844,1,120,1,2206512,1,1824035,1,832818,1,108382,1,12924789,1,16342,1,354693,1,7485,4,517852,4,67562,4,4035577,4,7912854,8,11887431,120,57562,24,3316,1,21452,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16487,1,73,1,9570,1,4464,1,16560,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4935,1,1879,1
24,17733200,4397,9570,35.13992,,0,12,9,108,101512,1283,3227,17631688,18,191,140,1,27925,1,120,1,2181032,1,1777083,1,832808,1,104494,1,12692205,1,15881,1,339383,1,7495,4,504316,4,66009,4,3965720,4,7781969,8,11504664,108,239799,36,3156,1,20270,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16064,1,305,1,9570,1,4397,1,16369,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5015,1,1799,1
25,17502700,4359,9570,35.07009,,0,11,9,108,107384,1162,3297,17395316,18,179,60,1,27915,1,150,1,2050177,1,1784167,1,832747,1,104695,1,12578803,1,16602,1,277753,1,7114,4,495579,4,64726,4,3951523,4,7754585,8,11535864,108,166946,24,3176,1,20570,1,2615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16056,1,209,1,9570,1,4359,1,16265,1,9570,1,0,1,0,0,0,0,0,0,2757,1,5097,1,1716,1
26,17562200,4312,9570,34.997536,,0,11,9,108,119321,1393,3026,17442879,18,179,130,1,27293,1,160,1,2139531,1,1636499,1,832888,1,113722,1,12682656,1,10000,1,336167,1,7344,4,522822,4,64977,4,4071768,4,7653177,8,11580412,108,141507,24,3146,1,19308,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15990,1,179,1,9570,1,4312,1,16169,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5145,1,1669,1
27,17656300,4295,9570,34.92226,,0,11,9,108,172651,2094,2956,17483649,18,179,170,1,39177,1,210,1,2216452,1,1702698,1,832908,1,153851,1,12522283,1,15901,1,287061,1,7254,4,493304,4,66450,4,3912787,4,7722733,8,11506728,108,125836,24,3226,1,24718,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15966,1,157,1,9570,1,4295,1,16123,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5196,1,1618,1
28,20094100,4934,9570,34.844257,,0,14,11,132,86378,1293,3578,20007722,18,215,210,1,38585,1,150,1,2121787,1,1911716,1,832878,1,123291,1,14968543,1,10561,1,340916,1,7284,4,575936,4,65187,4,4693242,4,9245749,8,13619957,132,315457,36,3617,1,31782,1,3537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18359,1,400,1,9570,1,4934,1,18759,1,9570,1,0,1,0,0,0,0,0,0,2761,1,4556,1,2253,1
29,19578200,4786,9570,34.763527,,0,15,11,132,189528,1343,3978,19388672,18,227,170,1,37674,1,170,1,2055938,1,2525947,1,832998,1,116538,1,13803867,1,15370,1,353651,1,7214,4,535727,4,64706,4,4323790,4,8485153,8,12614342,132,190623,48,3427,1,26311,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17137,1,243,1,9570,1,4786,1,17380,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4210,1,3204,1
30,18935300,4665,9570,34.680073,,0,14,11,132,133215,1373,3588,18802085,18,215,110,1,34427,1,601,1,1928108,1,2287310,1,832878,1,144913,1,13563508,1,10230,1,387477,1,7515,4,558481,4,65077,4,4264965,4,8250133,8,12384593,132,126918,36,3417,1,22514,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875,1,161,1,9570,1,4665,1,17036,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4524,1,2890,1
31,18825100,4617,9570,34.593895,,0,14,11,132,189480,1283,4108,18635620,18,215,180,1,34357,1,130,1,2145283,1,2193567,1,832788,1,114303,1,13302347,1,12665,1,311619,1,7264,4,519465,4,65127,4,4170921,4,8197280,8,12209371,132,154722,36,3347,1,23446,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16641,1,196,1,9570,1,4617,1,16837,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4741,1,2673,1
32,18801500,4578,9570,34.504993,,0,14,11,132,120792,1333,3628,18680708,18,215,90,1,26642,1,130,1,2196503,1,2219778,1,832757,1,140815,1,13246759,1,17234,1,372097,1,8086,4,546278,4,65268,4,4168236,4,8057216,8,12085328,132,136497,36,3457,1,22203,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16423,1,174,1,9570,1,4578,1,16597,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4836,1,2578,1
33,18669800,4536,9570,34.413364,,0,14,10,120,140518,1202,4309,18529282,18,215,150,1,31902,1,50,1,1959179,1,2067591,1,832908,1,121277,1,13501146,1,15079,1,298203,1,7314,4,515467,4,66169,4,4267640,4,8296775,8,12231153,120,328953,48,5210,1,38465,1,4699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16013,1,407,1,9570,1,4536,1,16420,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4905,1,2509,1
34,21018700,5039,9570,34.31901,,0,14,11,132,182028,1483,3798,20836672,18,215,281,1,33546,1,150,1,2108320,1,2634389,1,832818,1,132429,1,15082075,1,12665,1,410753,1,7745,4,607607,4,67973,4,4690076,4,9255809,8,13632352,132,309735,36,3627,1,34417,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101,1,392,1,9570,1,5039,1,18493,1,9570,1,0,1,0,0,0,0,0,0,2157,1,4383,1,3030,1
35,19681000,4827,9570,34.221935,,0,14,11,132,135852,1423,3738,19545148,18,215,120,1,26462,1,140,1,2087971,1,2623728,1,832938,1,137469,1,13826361,1,9959,1,430321,1,7946,4,564293,4,65338,4,4346294,4,8380368,8,12563914,132,159011,36,3477,1,24348,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16826,1,199,1,9570,1,4827,1,17025,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4170,1,3750,1
36,19008300,4630,9570,34.12213,,0,13,10,120,194562,1242,3618,18813738,18,203,170,1,39297,1,80,1,2146415,1,2537409,1,832878,1,118181,1,13126664,1,12645,1,362158,1,8467,4,504656,4,64857,4,4108630,4,8045103,8,11850609,120,299505,36,3256,1,25700,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,381,1,9570,1,4630,1,16305,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4422,1,3498,1
37,18235600,4510,9570,34.019604,,0,13,10,120,168271,1353,3297,18067329,18,203,120,1,32804,1,701,1,1936855,1,2458715,1,832878,1,142599,1,12644542,1,18115,1,364562,1,7525,4,515087,4,64867,4,3943307,4,7719376,8,11450418,120,208968,36,3206,1,22654,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15468,1,267,1,9570,1,4510,1,15735,1,9570,1,0,1,0,0,0,0,0,0,1651,1,4643,1,3276,1
38,18060600,4408,9570,33.91435,,0,13,10,120,139186,1443,3758,17921414,18,203,902,1,34517,1,90,1,2073733,1,2292039,1,832988,1,126958,1,12550127,1,10060,1,358240,1,7695,4,520046,4,64967,4,4010207,4,7557540,8,11365742,120,198247,36,3337,1,24047,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15140,1,253,1,9570,1,4408,1,15393,1,9570,1,0,1,0,0,0,0,0,0,1667,1,4873,1,3030,1
39,20440000,4880,9570,33.806374,,0,14,11,132,201708,1353,3848,20238292,18,215,170,1,39437,1,200,1,2242372,1,2741558,1,832948,1,131377,1,14237595,1,12635,1,407847,1,7625,4,568271,4,64616,4,4437572,4,8718148,8,12901653,132,250219,36,3477,1,26091,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16972,1,316,1,9570,1,4880,1,17288,1,9570,1,0,1,0,0,0,0,0,0,1677,1,4489,1,3404,1
40,20311800,4979,9570,33.69567,,0,14,11,132,187801,1192,3668,20123999,18,215,90,1,32574,1,631,1,1931645,1,3044239,1,832788,1,132098,1,14136938,1,12995,1,381445,1,8998,4,538933,4,78223,4,4412604,4,8659153,8,12866154,132,201935,36,3898,1,49447,1,3046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16970,1,251,1,9570,1,4979,1,17221,1,9570,1,0,1,0,0,0,0,0,0,1236,1,3941,1,4393,1
41,19746200,4855,9570,33.58224,,0,14,11,132,185702,1283,3938,19560498,18,215,140,1,33315,1,160,1,1925964,1,2988320,1,832878,1,130004,1,13636951,1,12765,1,469277,1,7465,4,520798,4,64686,4,4226420,4,8295101,8,12260060,132,257523,36,3527,1,45759,1,2635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16229,1,324,1,9570,1,4855,1,16553,1,9570,1,0,1,0,0,0,0,0,0,1241,1,4196,1,4133,1
42,18914100,4689,9570,33.466087,,0,15,10,120,184747,1252,4198,18729353,18,227,140,1,32894,1,250,1,1942576,1,2806535,1,832788,1,121858,1,12979747,1,12565,1,409280,1,7204,4,497883,4,64867,4,4043613,4,7920329,8,11585051,120,374692,60,3347,1,29448,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15337,1,474,1,9570,1,4689,1,15811,1,9570,1,0,1,0,0,0,0,0,0,1278,1,4489,1,3803,1
43,18871200,4655,9570,33.34721,,0,14,10,120,128230,1513,3698,18742970,18,215,10,1,26562,1,130,1,2163949,1,2727921,1,833108,1,135595,1,12845755,1,9939,1,394311,1,7665,4,527351,4,65077,4,4075415,4,7743563,8,11429397,120,385884,48,3447,1,24798,1,2615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15071,1,491,1,9570,1,4655,1,15562,1,9570,1,0,1,0,0,0,0,0,0,1283,1,4672,1,3615,1
44,20682900,5072,9570,33.22561,,0,14,12,144,193707,1293,3968,20489193,18,215,160,1,38515,1,120,1,2174780,1,2958281,1,832737,1,136527,1,14335466,1,12605,1,344263,1,7915,4,548251,4,65889,4,4476879,4,8849345,8,13170329,144,151927,24,3767,1,35119,1,2745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17087,1,192,1,9570,1,5072,1,17279,1,9570,1,0,1,0,0,0,0,0,0,1383,1,4323,1,3864,1
45,20700100,5053,9570,33.10128,,0,14,12,144,187231,1193,3898,20512869,18,215,70,1,33115,1,751,1,1930132,1,3348694,1,832778,1,137088,1,14217536,1,12705,1,400723,1,7244,4,542490,4,64656,4,4451119,4,8715252,8,13032229,144,130245,24,3647,1,28646,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17008,1,164,1,9570,1,5053,1,17172,1,9570,1,0,1,0,0,0,0,0,0,907,1,3904,1,4759,1
46,19594900,4767,9570,32.974224,,0,14,11,132,123657,1513,3648,19471243,18,215,10,1,26351,1,130,1,2091638,1,2963251,1,832968,1,138340,1,13408555,1,10000,1,404851,1,7705,4,540466,4,79956,4,4325383,4,8016998,8,12160685,132,178048,36,3497,1,25650,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15752,1,224,1,9570,1,4767,1,15976,1,9570,1,0,1,0,0,0,0,0,0,905,1,4118,1,4547,1
47,18766400,4624,9570,32.844448,,0,14,11,132,178142,1243,3698,18588258,18,215,170,1,41311,1,160,1,2123650,1,2946238,1,832968,1,122610,1,12508235,1,12915,1,319394,1,7815,4,482994,4,64757,4,3915833,4,7684167,8,11479343,132,116959,36,3316,1,26141,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15050,1,148,1,9570,1,4624,1,15198,1,9570,1,0,1,0,0,0,0,0,0,967,1,4489,1,4114,1
