step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,7114300,4495,9570,35.998295,,0,9,9,108,96921,7385,4229,7017379,18,161,772,1,124805,1,291,1,715722,1,914261,1,251272,1,137950,1,4858499,1,13807,1,1428339,1,22634,4,667317,4,96829,4,788455,4,1448608,8,2232834,108,0,0,6132,1,390164,1,2635,1,0,0,0,0,0,0,648871,1,133572,1,15460,1,37173,1,73584,1,551160,1,51140,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,1241,1,0,1,0,1
1,4967800,4196,9570,35.993866,,0,8,8,96,78541,1283,2064,4889259,18,150,140,1,37423,1,110,1,509699,1,366278,1,251092,1,101579,1,3612187,1,10751,1,754568,1,12394,4,597661,4,77462,4,671155,4,1255440,8,1924530,96,0,0,7425,1,232145,1,2655,1,0,0,0,0,0,0,340507,1,18035,1,4629,1,17615,1,24318,1,433159,1,34187,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1,1241,1,0,1,0,1
2,4813600,4142,9570,35.986713,,0,8,8,96,85907,1252,2124,4727693,18,149,311,1,27193,1,130,1,492014,1,338704,1,250982,1,100347,1,3507212,1,10801,1,757093,1,12494,4,590587,4,79105,4,648260,4,1269467,8,1915603,96,0,0,5350,1,140956,1,2645,1,0,0,0,0,0,0,310508,1,21222,1,4148,1,21963,1,21933,1,414993,1,32854,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1,1240,1,1,1,1,1
3,4908100,4111,9570,35.976837,,0,8,8,96,36084,1343,2074,4872016,18,150,20,1,29337,1,80,1,491623,1,382600,1,251042,1,106038,1,3600404,1,10871,1,740801,1,12354,4,578243,4,77291,4,644052,4,1402618,8,2044596,96,0,0,5621,1,135415,1,2665,1,0,0,0,0,0,0,351228,1,24007,1,4138,1,13036,1,22755,1,420604,1,34908,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1,1240,1,1,1,0,1
4,4726700,4100,9570,35.964233,,0,8,8,96,38895,1543,2294,4687805,18,150,120,1,29788,1,50,1,464781,1,381978,1,251002,1,89365,1,3459919,1,10801,1,750210,1,12044,4,562392,4,77071,4,661676,4,1241993,8,1901375,96,0,0,5320,1,145034,1,2635,1,0,0,0,0,0,0,350497,1,24999,1,3747,1,5320,1,22965,1,406997,1,29267,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1,1240,1,1,1,0,1
5,4634700,4087,9570,35.948902,,0,8,8,96,44376,1313,2425,4590324,18,150,110,1,29448,1,60,1,496924,1,349775,1,251122,1,86590,1,3365644,1,10651,1,742465,1,12494,4,564616,4,76550,4,617089,4,1206133,8,1820797,96,0,0,5391,1,136888,1,2705,1,0,0,0,0,0,0,326299,1,16643,1,3858,1,13466,1,22865,1,428720,1,31542,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1,1240,1,1,1,0,1
6,4779800,4079,9570,35.93085,,0,8,8,96,37989,1192,5311,4741811,18,150,170,1,29578,1,70,1,478748,1,348302,1,251062,1,97842,1,3524926,1,11112,1,745471,1,12284,4,565628,4,77301,4,664903,4,1291290,8,1950882,96,0,0,5340,1,158881,1,2635,1,0,0,0,0,0,0,322582,1,18857,1,3777,1,5350,1,22955,1,419472,1,30690,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1,1240,1,1,1,0,1
7,4735200,4073,9570,35.910072,,0,8,8,96,42055,1182,2014,4693145,18,148,90,1,24368,1,190,1,475702,1,354805,1,250962,1,98393,1,3475800,1,12835,1,742635,1,11843,4,567973,4,78824,4,649222,4,1282403,8,1929611,96,0,0,5300,1,133802,1,2615,1,0,0,0,0,0,0,330227,1,17725,1,3807,1,5280,1,22264,1,417177,1,30680,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
8,4685600,4066,9570,35.88657,,0,8,8,96,34958,1162,4339,4650642,18,150,60,1,29438,1,40,1,469810,1,342030,1,250992,1,86289,1,3461071,1,10911,1,751633,1,11973,4,570868,4,77442,4,658520,4,1246162,8,1900343,96,0,0,7124,1,133552,1,2635,1,0,0,0,0,0,0,318073,1,17104,1,3958,1,5300,1,23005,1,412017,1,29297,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
9,4577700,4061,9570,35.86034,,0,8,8,96,35961,1202,4479,4541739,18,150,170,1,24197,1,60,1,458979,1,344455,1,250902,1,86930,1,3365093,1,10951,1,742956,1,13917,4,570708,4,77702,4,621167,4,1198939,8,1815627,96,0,0,5361,1,130446,1,2695,1,0,0,0,0,0,0,321159,1,16603,1,3767,1,4930,1,20791,1,406627,1,26502,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1,1240,1,1,1,0,1
