step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
0,10761100,8555,9570,28.99835,,0,16,16,192,471980,9619,6744,10289120,16,226,581,1,116916,1,261,1,2049633,1,1446314,1,333955,1,6329435,1,12024,1,2241611,1,14359,4,1253334,4,87046,4,781740,4,1101216,8,1876213,192,0,0,13167,1,824627,1,2715,1,0,0,0,0,0,0,1082087,1,216979,1,28828,1,34220,1,0,1,9570,1,8555,1,34220,1,9570,1,48,1
1,6671800,5761,9570,28.995926,,0,16,12,144,53351,1323,4550,6618449,16,225,160,1,37386,1,80,1,2075165,1,614382,1,197990,1,3682685,1,10601,1,1174394,1,12125,4,674995,4,86144,4,472245,4,892875,8,1214916,144,145654,48,6263,1,359707,1,2615,1,0,0,0,0,0,0,564251,1,26463,1,19259,1,17876,1,440,1,9570,1,5761,1,18316,1,9570,1,48,1
2,6684400,6723,9570,28.994566,,0,16,14,168,34778,1122,6543,6649622,16,238,160,1,25932,1,40,1,1906143,1,655194,1,184072,1,3867388,1,10692,1,1197000,1,12656,4,821912,4,77557,4,509550,4,966354,8,1385551,168,83809,24,7665,1,270948,1,2625,1,0,0,0,0,0,0,587187,1,36093,1,24840,1,22061,1,313,1,9570,1,6723,1,22374,1,9570,1,48,1
3,6585600,6695,9570,28.994541,,0,16,14,168,32603,1092,4990,6552997,16,238,60,1,25321,1,50,1,1884219,1,651186,1,179222,1,3802367,1,10571,1,1181559,1,12545,4,814527,4,77557,4,489970,4,1004080,8,1432847,168,56214,24,7555,1,210846,1,2635,1,0,0,0,0,0,0,602468,1,26193,1,15812,1,21966,1,201,1,9570,1,6695,1,22167,1,9570,1,48,1
4,6569500,6672,9570,28.994545,,0,16,14,168,33577,1122,3497,6535923,16,238,50,1,25061,1,70,1,1887766,1,641848,1,179312,1,3791134,1,10682,1,1206900,1,12626,4,807242,4,77497,4,494810,4,945091,8,1386984,168,49420,24,8567,1,234434,1,2846,1,0,0,0,0,0,0,598520,1,24660,1,12004,1,21835,1,169,1,9570,1,6672,1,22004,1,9570,1,48,1
5,6588300,6758,9570,28.994184,,0,16,14,168,33379,1122,3397,6554921,16,238,50,1,25101,1,20,1,1889850,1,643671,1,181767,1,3803569,1,10892,1,1195176,1,12676,4,823976,4,77106,4,499189,4,971183,8,1410111,168,56865,24,7665,1,212850,1,2625,1,0,0,0,0,0,0,597939,1,28297,1,10601,1,22238,1,191,1,9570,1,6758,1,22429,1,9570,1,48,1
6,6652200,6793,9570,28.993921,,0,16,14,168,34212,1133,3818,6617988,16,238,50,1,25241,1,110,1,1884670,1,637068,1,182669,1,3877518,1,10662,1,1229606,1,13006,4,839888,4,77807,4,493848,4,977616,8,1401463,168,66184,24,7856,1,234033,1,2726,1,0,0,0,0,0,0,596386,1,26544,1,9429,1,22479,1,239,1,9570,1,6793,1,22718,1,9570,1,48,1
7,6701600,6783,9570,28.993895,,0,16,14,168,35274,1393,3778,6666326,16,238,70,1,25401,1,40,1,1910462,1,639823,1,184663,1,3894703,1,11163,1,1241901,1,12706,4,836902,4,78619,4,502857,4,979029,8,1414800,168,63308,24,7766,1,230897,1,2635,1,0,0,0,0,0,0,585965,1,37806,1,9118,1,22445,1,232,1,9570,1,6783,1,22677,1,9570,1,48,1
8,6673700,6772,9570,28.993822,,0,16,14,168,31643,1182,3708,6642057,16,238,140,1,25732,1,20,1,1904861,1,636026,1,182198,1,3882068,1,11012,1,1225317,1,12676,4,842884,4,78288,4,500011,4,973177,8,1405631,168,63849,24,7816,1,237971,1,2746,1,0,0,0,0,0,0,593580,1,26814,1,8768,1,22460,1,241,1,9570,1,6772,1,22701,1,9570,1,48,1
9,6656500,6790,9570,28.993675,,0,16,14,168,32419,1162,3818,6624081,16,238,40,1,25291,1,40,1,1900792,1,633601,1,183270,1,3869813,1,11233,1,1234706,1,12575,4,849978,4,78158,4,483297,4,966875,8,1381823,168,64530,24,7916,1,232480,1,2665,1,0,0,0,0,0,0,593931,1,26143,1,8728,1,22652,1,243,1,9570,1,6790,1,22895,1,9570,1,48,1
