step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,7332600,4495,9570,35.998295,,0,9,9,108,85122,5431,3758,7247478,16,156,681,1,122357,1,261,1,2105351,1,1036188,1,204025,1,3765198,1,13416,1,780753,1,17634,4,558172,4,101156,4,777527,4,1469669,8,2243438,108,0,0,5020,1,46721,1,3116,1,0,0,0,0,0,0,679397,1,142957,1,85706,1,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,0,0,0,0,0,0,0,1,0,1,9570,1
1,5515400,4196,9570,35.993866,,0,8,8,96,55868,1343,1885,5459532,16,140,170,1,40819,1,90,1,1981821,1,437478,1,114632,1,2873259,1,11262,1,429803,1,12344,4,505059,4,78562,4,623158,4,1195237,8,1816510,96,0,0,3096,1,21953,1,2705,1,0,0,0,0,0,0,396799,1,22824,1,6713,1,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1,0,0,0,0,0,0,0,1,5075,1,4495,1
2,5291200,4142,9570,35.986713,,0,8,8,96,33689,1252,1974,5257511,16,145,150,1,31842,1,60,1,2047148,1,359467,1,89343,1,2718640,1,10861,1,285313,1,11953,4,479469,4,78392,4,642185,4,1192842,8,1833053,96,0,0,3046,1,21572,1,2615,1,0,0,0,0,0,0,328216,1,17444,1,5451,1,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1,0,0,0,0,0,0,0,1,5157,1,4413,1
3,5209300,4111,9570,35.976837,,0,8,8,96,39219,1293,1954,5170081,16,145,140,1,30990,1,50,1,2009976,1,363976,1,88231,1,2666699,1,10019,1,272288,1,11833,4,478878,4,78021,4,616285,4,1181039,8,1795370,96,0,0,3246,1,21111,1,2705,1,0,0,0,0,0,0,332194,1,17123,1,5050,1,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1,0,0,0,0,0,0,0,1,5389,1,4181,1
4,5290000,4100,9570,35.964233,,0,8,8,96,33396,1242,4549,5256604,16,145,130,1,30920,1,60,1,1962183,1,339378,1,86387,1,2826344,1,11202,1,270454,1,12083,4,509508,4,78622,4,655901,4,1269907,8,1921259,96,0,0,2986,1,23015,1,2625,1,0,0,0,0,0,0,309720,1,16392,1,5030,1,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1,0,0,0,0,0,0,0,1,5440,1,4130,1
5,5166600,4087,9570,35.948902,,0,8,8,96,31607,3006,1904,5134993,16,145,60,1,27934,1,50,1,1922617,1,343215,1,90055,1,2740061,1,11001,1,274452,1,11693,4,477225,4,78853,4,644730,4,1221498,8,1864323,96,0,0,3407,1,22564,1,2635,1,0,0,0,0,0,0,312416,1,16352,1,4879,1,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1,0,0,0,0,0,0,0,1,5459,1,4111,1
6,5165100,4079,9570,35.93085,,0,8,8,96,30878,1072,3347,5134222,16,145,30,1,27764,1,70,1,1937115,1,333306,1,88261,1,2736584,1,11091,1,276255,1,11993,4,481563,4,79103,4,652645,4,1206068,8,1855366,96,0,0,2976,1,22263,1,2645,1,0,0,0,0,0,0,302797,1,16492,1,4910,1,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1,0,0,0,0,0,0,0,1,5474,1,4096,1
7,5241900,4073,9570,35.910072,,0,8,8,96,34366,1122,3357,5207534,16,145,140,1,28074,1,40,1,2000748,1,372542,1,87219,1,2707799,1,10971,1,271877,1,11582,4,480131,4,79795,4,627086,4,1208472,8,1832201,96,0,0,2906,1,22113,1,2715,1,0,0,0,0,0,0,344678,1,15540,1,4779,1,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1,0,0,0,0,0,0,0,1,5484,1,4086,1
8,5213100,4066,9570,35.88657,,0,8,8,96,33089,1112,3408,5180011,16,145,90,1,28225,1,70,1,1933808,1,356832,1,87860,1,2762104,1,11021,1,273851,1,11833,4,481543,4,79123,4,646423,4,1241126,8,1884141,96,0,0,3006,1,21462,1,2625,1,0,0,0,0,0,0,326192,1,17093,1,4889,1,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1,0,0,0,0,0,0,0,1,5493,1,4077,1
9,5224200,4061,9570,35.86034,,0,8,8,96,32627,1022,1984,5191573,16,145,80,1,28325,1,60,1,1933007,1,349367,1,87229,1,2782554,1,10951,1,275143,1,11693,4,481453,4,78943,4,654068,4,1252458,8,1904542,96,0,0,2916,1,22193,1,2665,1,0,0,0,0,0,0,318267,1,17394,1,4849,1,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1,0,0,0,0,0,0,0,1,5502,1,4068,1
