step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
41,11608300,4852,9570,33.58224,,0,14,11,132,313147,1332,4419,11295153,18,212,661,1,25009,1,301,1,1921024,1,3230540,1,543395,1,130305,1,5427876,1,16041,1,863011,1,7495,4,600487,4,63084,4,1274427,4,2462395,8,3683608,132,48796,36,5461,1,147629,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,16401,1,190,1,9570,1,4852,1,16591,1,9570,1,0,1
42,11236900,4753,9570,33.466087,,0,14,11,132,361850,1202,4680,10875050,18,212,611,1,36251,1,140,1,2012303,1,2872900,1,543385,1,117270,1,5278193,1,13997,1,792523,1,7475,4,568434,4,63094,4,1242445,4,2442456,8,3636696,132,43525,36,5250,1,152749,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,15808,1,154,1,9570,1,4753,1,15962,1,9570,1,0,1
43,11016700,4728,9570,33.34721,,0,14,11,132,143183,1363,4469,10873517,18,212,351,1,23085,1,60,1,1893561,1,2938618,1,543325,1,152228,1,5306017,1,16272,1,872470,1,7515,4,557442,4,62593,4,1229770,4,2413830,8,3590576,132,48555,36,5330,1,152809,1,2896,1,0,0,0,0,0,0,0,0,0,0,0,0,15589,1,185,1,9570,1,4728,1,15774,1,9570,1,0,1
44,11430300,4996,9570,33.22561,,0,14,11,132,55691,1272,4559,11374609,18,212,230,1,33225,1,140,1,2049797,1,2987364,1,543415,1,127600,1,5621806,1,11032,1,883070,1,7675,4,598673,4,62913,4,1321930,4,2576449,8,3831918,132,61901,36,5551,1,161807,1,2465,1,0,0,0,0,0,0,0,0,0,0,0,0,16516,1,272,1,9570,1,4996,1,16788,1,9570,1,0,1
45,11589000,5112,9570,33.10128,,0,14,12,144,49999,1293,4439,11539001,18,212,160,1,23496,1,60,1,1893190,1,3044406,1,543435,1,131297,1,5892216,1,10741,1,982816,1,8016,4,633682,4,63314,4,1368452,4,2647187,8,3979898,144,31301,24,6172,1,178620,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,17219,1,129,1,9570,1,5112,1,17348,1,9570,1,0,1
46,11359400,4923,9570,32.974224,,0,14,11,132,53616,1262,4600,11305784,18,212,40,1,23085,1,170,1,1898350,1,3026080,1,543295,1,154653,1,5649190,1,10921,1,987084,1,7334,4,575818,4,62853,4,1296450,4,2536711,8,3754807,132,73755,36,5471,1,173680,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,15971,1,307,1,9570,1,4923,1,16278,1,9570,1,0,1
47,11815000,4760,9570,32.844448,,0,14,11,132,73562,1683,5892,11741438,18,212,691,1,25189,1,60,1,1891076,1,3084484,1,543325,1,130696,1,6053813,1,12104,1,1328684,1,8396,4,557683,4,69997,4,1298064,4,2503977,8,3739658,132,56491,36,6012,1,276261,1,3056,1,0,0,0,0,0,0,0,0,0,0,0,0,15212,1,234,1,9570,1,4760,1,15446,1,9570,1,0,1
48,12214600,5001,9570,32.711945,,0,14,12,144,60794,2325,5641,12153806,18,212,301,1,25791,1,190,1,1918950,1,3398700,1,543435,1,137239,1,6116926,1,12274,1,1140785,1,8507,4,607631,4,65388,4,1386988,4,2637148,8,3975851,144,42644,24,6162,1,259308,1,2685,1,0,0,0,0,0,0,0,0,0,0,0,0,16273,1,176,1,9570,1,5001,1,16449,1,9570,1,0,1
49,11836600,5139,9570,32.576717,,0,14,12,144,49653,1212,4759,11786947,18,212,200,1,25520,1,130,1,1919902,1,3378951,1,543335,1,134443,1,5773864,1,10601,1,892018,1,7435,4,605557,4,63394,4,1373020,4,2643280,8,3974188,144,37353,24,5601,1,179822,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,16761,1,162,1,9570,1,5139,1,16923,1,9570,1,0,1
50,11356600,4996,9570,32.438763,,0,14,12,144,53712,1343,4819,11302888,18,212,301,1,23646,1,60,1,1892238,1,3075266,1,543315,1,129544,1,5627738,1,10781,1,877089,1,7515,4,583173,4,62252,4,1327090,4,2559926,8,3863360,144,18837,24,5821,1,201024,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,16396,1,76,1,9570,1,4996,1,16472,1,9570,1,0,1
51,11362100,4871,9570,32.298084,,0,13,11,132,84190,1523,4599,11277910,18,200,381,1,23937,1,50,1,1869353,1,3026831,1,543325,1,203138,1,5591006,1,19889,1,897368,1,7575,4,579746,4,63294,4,1327712,4,2535368,8,3808082,132,50399,24,5401,1,170494,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,15840,1,210,1,9570,1,4871,1,16050,1,9570,1,0,1
52,11812000,5093,9570,32.154682,,0,14,11,132,122324,1292,5341,11689676,18,212,150,1,32113,1,70,1,2024958,1,3126757,1,543595,1,140465,1,5808612,1,12955,1,865857,1,7875,4,632800,4,64076,4,1385946,4,2683098,8,3995860,132,67843,36,5741,1,159442,1,2485,1,0,0,0,0,0,0,0,0,0,0,0,0,16703,1,282,1,9570,1,5093,1,16985,1,9570,1,0,1
53,11580800,4972,9570,32.008553,,0,13,11,132,102598,1262,4429,11478202,18,200,120,1,34528,1,50,1,2030840,1,3232985,1,543315,1,129414,1,5494897,1,12054,1,855577,1,7374,4,587561,4,62312,4,1304847,4,2522713,8,3774847,132,48285,24,5451,1,145275,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,16437,1,208,1,9570,1,4972,1,16645,1,9570,1,0,1
54,11354900,4792,9570,31.8597,,0,13,11,132,289707,1262,4328,11065193,18,200,150,1,23947,1,60,1,1881186,1,3094233,1,543305,1,131628,1,5379361,1,11322,1,813715,1,7094,4,568083,4,62753,4,1266953,4,2470431,8,3708066,132,24989,24,5661,1,180874,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,15830,1,102,1,9570,1,4792,1,15932,1,9570,1,0,1
55,11149400,4796,9570,31.70812,,0,13,10,120,58537,1262,4328,11090863,18,200,691,1,26041,1,60,1,1905023,1,3061990,1,543325,1,124053,1,5419049,1,10631,1,797362,1,7475,4,612230,4,63364,4,1288294,4,2504608,8,3719749,120,68825,36,5180,1,136788,1,2485,1,0,0,0,0,0,0,0,0,0,0,0,0,15396,1,306,1,9570,1,4796,1,15702,1,9570,1,0,1
56,11166800,4911,9570,31.553818,,0,13,10,120,49585,1283,4148,11117215,18,200,220,1,23115,1,70,1,1896446,1,3086458,1,543315,1,129183,1,5427946,1,10460,1,839715,1,7394,4,580167,4,62653,4,1294917,4,2494668,8,3712785,120,72652,36,5361,1,139313,1,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,15945,1,319,1,9570,1,4911,1,16264,1,9570,1,0,1
57,12173100,4780,9570,31.39679,,0,14,10,120,110112,2104,5531,12062988,18,212,150,1,23085,1,70,1,1905855,1,3322901,1,543685,1,125947,1,6123690,1,17604,1,1394362,1,7745,4,575488,4,68123,4,1303053,4,2510179,8,3752813,120,54888,48,6032,1,253577,1,3026,1,0,0,0,0,0,0,0,0,0,0,0,0,15714,1,201,1,9570,1,4780,1,15915,1,9570,1,0,1
58,11440600,4734,9570,31.237036,,0,13,10,120,60520,1483,4298,11380080,18,200,210,1,25530,1,130,1,1915724,1,3243977,1,543395,1,125967,1,5513594,1,11553,1,843423,1,7545,4,566991,4,63545,4,1275700,4,2478837,8,3706092,120,44147,36,5350,1,268045,1,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,15644,1,141,1,9570,1,4734,1,15785,1,9570,1,0,1
59,11132900,4748,9570,31.074558,,0,13,10,120,58068,1673,5801,11074832,18,200,341,1,25159,1,220,1,1906095,1,3086037,1,543375,1,139694,1,5362899,1,11012,1,832371,1,7014,4,570057,4,63023,4,1254278,4,2466734,8,3682807,120,32403,36,5411,1,159553,1,2785,1,0,0,0,0,0,0,0,0,0,0,0,0,15913,1,100,1,9570,1,4748,1,16013,1,9570,1,0,1
60,11474400,4704,9570,30.909355,,0,12,10,120,469375,1403,3958,11005025,18,188,150,1,24658,1,60,1,1917868,1,3053814,1,543415,1,120686,1,5328261,1,16112,1,799677,1,7475,4,572121,4,63174,4,1255380,4,2462105,8,3688027,120,25500,24,5371,1,159072,1,2485,1,0,0,0,0,0,0,0,0,0,0,0,0,15920,1,82,1,9570,1,4704,1,16002,1,9570,1,0,1
61,11092700,4678,9570,30.741426,,0,12,10,120,85942,1383,4138,11006758,18,188,150,1,25390,1,50,1,1899873,1,3071739,1,543335,1,119153,1,5333421,1,13647,1,809035,1,7495,4,588553,4,64386,4,1276451,4,2428078,8,3674711,120,25680,24,5421,1,150044,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,15884,1,81,1,9570,1,4678,1,15965,1,9570,1,0,1
62,11826800,4666,9570,30.570772,,0,12,10,120,716529,1293,4118,11110271,18,188,120,1,25039,1,50,1,1915253,1,3030398,1,543435,1,136277,1,5446583,1,13116,1,974490,1,7334,4,566089,4,63224,4,1245100,4,2436013,8,3652367,120,24628,24,5391,1,144784,1,2866,1,0,0,0,0,0,0,0,0,0,0,0,0,15772,1,75,1,9570,1,4666,1,15847,1,9570,1,0,1
63,11635500,4609,9570,30.397394,,0,11,9,108,453599,1423,3757,11181901,18,176,130,1,29538,1,50,1,2060538,1,2972214,1,543445,1,134544,1,5430882,1,10561,1,973999,1,7695,4,600647,4,63114,4,1231643,4,2390514,8,3559595,108,58805,24,5200,1,153952,1,2695,1,0,0,0,0,0,0,0,0,0,0,0,0,15605,1,248,1,9570,1,4609,1,15853,1,9570,1,0,1
64,10846300,4623,9570,30.22129,,0,12,9,108,53010,1222,4148,10793290,18,188,120,1,23256,1,70,1,1900765,1,3055177,1,543435,1,115737,1,5144020,1,10711,1,783004,1,7224,4,567662,4,62673,4,1208167,4,2364704,8,3507012,108,61711,36,5381,1,141457,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,15755,1,241,1,9570,1,4623,1,15996,1,9570,1,0,1
65,10879100,4625,9570,30.042463,,0,12,9,108,64017,1222,3898,10815083,18,188,150,1,25450,1,70,1,1905203,1,3009758,1,543355,1,117590,1,5200090,1,13416,1,786692,1,7294,4,573905,4,62993,4,1246653,4,2360415,8,3550377,108,52793,36,5300,1,152920,1,2695,1,0,0,0,0,0,0,0,0,0,0,0,0,15812,1,212,1,9570,1,4625,1,16024,1,9570,1,0,1
66,11893100,4579,9570,29.860909,,0,12,9,108,644829,1343,4449,11248271,18,188,291,1,33546,1,110,1,2119844,1,3246291,1,543245,1,124123,1,5161725,1,19097,1,800288,1,7364,4,565688,4,62733,4,1189992,4,2331849,8,3472614,108,44778,36,8376,1,190133,1,3958,1,0,0,0,0,0,0,0,0,0,0,0,0,15822,1,154,1,9570,1,4579,1,15976,1,9570,1,0,1
67,11403500,4610,9570,29.67663,,0,12,9,108,236889,2555,3868,11166611,18,188,190,1,37514,1,1012,1,1894593,1,3288504,1,543595,1,152308,1,5233916,1,14979,1,831309,1,7445,4,572943,4,62753,4,1211995,4,2345566,8,3510459,108,43235,36,5330,1,191545,1,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,15966,1,146,1,9570,1,4610,1,16112,1,9570,1,0,1
68,11374500,4550,9570,29.489626,,0,11,9,108,260131,1242,3838,11114369,18,176,381,1,33596,1,60,1,2059556,1,3189700,1,543756,1,129143,1,5141856,1,16322,1,836569,1,7374,4,573734,4,63294,4,1190844,4,2308814,8,3470560,108,25259,24,5290,1,152188,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,15946,1,82,1,9570,1,4550,1,16028,1,9570,1,0,1
69,11264000,4524,9570,29.299898,,0,11,9,108,213686,2094,3828,11050314,18,176,230,1,23526,1,70,1,1897338,1,3225791,1,543405,1,145976,1,5198126,1,15851,1,842781,1,7264,4,572522,4,63264,4,1193849,4,2366377,8,3534155,108,22244,24,5421,1,142018,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,15963,1,58,1,9570,1,4524,1,16021,1,9570,1,0,1
70,11120600,4535,9570,29.107445,,0,11,9,108,123831,1272,3748,10996769,18,176,261,1,24408,1,60,1,1902318,1,3206123,1,543255,1,114204,1,5193026,1,13116,1,813634,1,7455,4,583844,4,63685,4,1202697,4,2361037,8,3535087,108,24899,24,5421,1,151417,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,16066,1,69,1,9570,1,4535,1,16135,1,9570,1,0,1
71,11679300,4528,9570,28.912266,,0,11,9,108,555302,1443,3688,11123998,18,176,541,1,34027,1,90,1,2094394,1,3143770,1,543465,1,119414,1,5172345,1,15951,1,866468,1,7284,4,577502,4,63214,4,1182858,4,2317401,8,3478055,108,18516,24,5421,1,148251,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,16175,1,47,1,9570,1,4528,1,16222,1,9570,1,0,1
72,11889800,4533,9570,28.714361,,0,11,9,108,805320,1303,3607,11084480,18,176,70,1,31973,1,150,1,2120635,1,2959850,1,543395,1,162679,1,5250038,1,15691,1,939321,1,7164,4,580287,4,62803,4,1186154,4,2314024,8,3484708,108,11863,24,5481,1,150966,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,16235,1,31,1,9570,1,4533,1,16266,1,9570,1,0,1
73,11050800,4529,9570,28.745474,,0,10,9,108,137064,1333,5952,10913736,18,164,601,1,32494,1,140,1,2137048,1,2928449,1,543445,1,138992,1,5116736,1,15831,1,808394,1,7214,4,600807,4,62983,4,1187226,4,2296901,8,3471583,108,6593,12,5561,1,143762,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,16290,1,23,1,9570,1,4529,1,16313,1,9570,1,0,1
74,10941900,4530,9570,28.77165,,0,11,9,108,69916,1603,4128,10871984,18,176,200,1,33686,1,140,1,2170112,1,2917397,1,543395,1,110507,1,5083361,1,13186,1,773646,1,7214,4,581930,4,75959,4,1184711,4,2307271,8,3468286,108,19568,24,5391,1,142950,1,2685,1,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,43,1,9570,1,4530,1,16361,1,9570,1,0,1
75,12233000,4529,9570,28.79591,,0,10,9,108,972605,1413,3427,11260395,18,164,100,1,33906,1,140,1,2059496,1,3290007,1,543375,1,118101,1,5199629,1,15641,1,893541,1,7334,4,583523,4,63174,4,1177287,4,2306860,8,3474098,108,6623,12,5511,1,158471,1,2515,1,0,0,0,0,0,0,0,0,0,0,0,0,16337,1,30,1,9570,1,4529,1,16367,1,9570,1,0,1
76,11714700,4524,9570,28.816788,,0,10,9,108,398315,1293,3637,11316385,18,164,210,1,32844,1,160,1,2140625,1,3150814,1,543405,1,127650,1,5301559,1,19117,1,1034016,1,7465,4,579746,4,62643,4,1169752,4,2274778,8,3434520,108,6372,12,5381,1,164031,1,2455,1,0,0,0,0,0,0,0,0,0,0,0,0,16366,1,24,1,9570,1,4524,1,16390,1,9570,1,0,1
77,11466400,4517,9570,28.83433,,0,10,9,108,407009,1222,3577,11059391,18,164,220,1,37483,1,80,1,2049857,1,3177607,1,543305,1,112020,1,5127908,1,10911,1,779858,1,7204,4,588894,4,62693,4,1167508,4,2293434,8,3450612,108,6753,12,5551,1,218969,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,16419,1,23,1,9570,1,4517,1,16442,1,9570,1,0,1
78,10758300,4520,9570,28.848581,,0,10,9,108,54956,1242,3557,10703344,18,164,220,1,25270,1,60,1,1912588,1,3009116,1,543315,1,113001,1,5088922,1,10851,1,783185,1,7234,4,582842,4,62583,4,1165153,4,2288254,8,3443448,108,6403,12,6984,1,188900,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,16423,1,15,1,9570,1,4520,1,16438,1,9570,1,0,1
79,10970800,4514,9568,28.862343,,0,10,9,108,159805,1303,3617,10810995,18,164,160,1,25430,1,70,1,1906897,1,2953578,1,543375,1,147900,1,5217955,1,15631,1,937156,1,7294,4,588363,4,63124,4,1175243,4,2291611,8,3451273,108,11963,12,5421,1,145856,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,16435,1,36,1,9568,1,4514,1,16471,1,9568,1,0,1
80,11872400,4519,9568,28.873486,,0,10,9,108,719025,1894,4028,11153375,18,164,681,1,31331,1,60,1,2098713,1,3126056,1,543405,1,116378,1,5220871,1,15881,1,842511,1,7475,4,595517,4,75518,4,1184170,4,2354985,8,3522121,108,13005,12,5391,1,150876,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,16444,1,47,1,9568,1,4519,1,16491,1,9568,1,0,1
81,11273800,4518,9568,28.88324,,0,10,9,108,461042,1242,3567,10812758,18,164,200,1,31993,1,160,1,2129403,1,2963146,1,543335,1,111498,1,5017282,1,15741,1,780359,1,7124,4,584085,4,62492,4,1162829,4,2272102,8,3424811,108,6553,12,5461,1,139052,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,16476,1,27,1,9568,1,4518,1,16503,1,9568,1,0,1
82,11985600,4518,9568,28.892859,,0,10,9,108,968411,1523,3527,11017189,18,164,190,1,33095,1,110,1,2084795,1,3069304,1,543315,1,143211,1,5126385,1,16783,1,863933,1,7224,4,585317,4,62773,4,1162087,4,2272022,8,3418589,108,11994,12,5411,1,163540,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,16476,1,31,1,9568,1,4518,1,16507,1,9568,1,0,1
83,11729500,4516,9568,28.90075,,0,10,9,108,552428,1322,3437,11177072,18,164,220,1,32343,1,130,1,2107961,1,3133620,1,543485,1,133552,1,5215149,1,10611,1,926145,1,7244,4,589004,4,63565,4,1186505,4,2281301,8,3457806,108,6563,12,5421,1,152048,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,16487,1,28,1,9568,1,4516,1,16515,1,9568,1,0,1
84,10787700,4517,9567,28.907646,,0,10,9,108,80910,1172,3767,10706790,18,164,301,1,23386,1,60,1,1879713,1,2981492,1,543325,1,113983,1,5153348,1,11182,1,781010,1,7334,4,588734,4,62392,4,1160023,4,2310928,8,3460030,108,7154,12,6202,1,231213,1,4339,1,0,0,0,0,0,0,0,0,0,0,0,0,16504,1,24,1,9567,1,4517,1,16528,1,9567,1,0,1
85,10729000,4508,9565,28.914537,,0,10,9,108,82578,1152,3567,10646422,18,164,301,1,25540,1,70,1,1907307,1,2950291,1,543335,1,111649,1,5090705,1,17224,1,786842,1,7364,4,588954,4,62963,4,1172658,4,2309045,8,3465922,108,12214,12,5451,1,153651,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,16470,1,32,1,9565,1,4508,1,16502,1,9565,1,0,1
86,11971400,4519,9565,28.920815,,0,10,9,108,931547,1363,3767,11039853,18,164,100,1,33957,1,140,1,1965572,1,3193438,1,543395,1,116318,1,5173247,1,13687,1,823403,1,7455,4,604925,4,63795,4,1187266,4,2316269,8,3493015,108,6753,12,5912,1,160284,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,16503,1,26,1,9565,1,4519,1,16529,1,9565,1,0,1
87,11974000,4516,9565,28.92588,,0,10,9,108,464917,1343,3787,11509083,18,164,220,1,38616,1,160,1,2172818,1,3214138,1,543385,1,128632,1,5391495,1,19618,1,974490,1,8026,4,626618,4,62863,4,1198609,4,2357900,8,3545768,108,6954,12,5581,1,153511,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,16480,1,26,1,9565,1,4516,1,16506,1,9565,1,0,1
88,11522800,4518,9565,28.930962,,0,10,9,108,661968,1242,3717,10860832,18,164,240,1,36632,1,60,1,2047743,1,2971342,1,543425,1,124053,1,5121245,1,16092,1,805248,1,7314,4,597491,4,62903,4,1179571,4,2293725,8,3463176,108,6403,12,5451,1,165735,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,16493,1,28,1,9565,1,4518,1,16521,1,9565,1,0,1
89,11520000,4519,9565,28.935617,,0,10,9,108,508513,1393,3377,11011487,18,164,301,1,35960,1,50,1,1947015,1,2998596,1,543405,1,128622,1,5346857,1,10681,1,998597,1,7655,4,626848,4,62743,4,1176165,4,2275699,8,3442175,108,6312,12,5401,1,189852,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,16514,1,24,1,9565,1,4519,1,16538,1,9565,1,0,1
90,11058100,4514,9565,28.939785,,0,11,9,108,363073,1293,3557,10695027,18,176,220,1,41431,1,70,1,1886727,1,2953167,1,543425,1,114895,1,5144611,1,10481,1,848312,1,7354,4,589014,4,63204,4,1167909,4,2279356,8,3431123,108,12585,24,5942,1,179742,1,2485,1,0,0,0,0,0,0,0,0,0,0,0,0,16497,1,31,1,9565,1,4514,1,16528,1,9565,1,0,1
91,10647200,4516,9565,28.943506,,0,10,9,108,52098,1242,3487,10595102,18,164,160,1,23676,1,70,1,1897729,1,2941324,1,543315,1,110927,1,5067470,1,10430,1,784026,1,7214,4,591980,4,62883,4,1179161,4,2277212,8,3446173,108,6713,12,5481,1,155705,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,16544,1,27,1,9565,1,4516,1,16571,1,9565,1,0,1
92,10945100,4512,9565,28.946703,,0,10,9,108,55642,1222,3717,10889458,18,164,160,1,32233,1,60,1,2123671,1,2924160,1,543425,1,109114,1,5145172,1,11462,1,861889,1,7405,4,581660,4,62322,4,1160544,4,2267864,8,3412597,108,12094,12,5601,1,194140,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,16538,1,34,1,9565,1,4512,1,16572,1,9565,1,0,1
93,10609500,4508,9565,28.949604,,0,10,9,108,36632,2455,3477,10572868,18,164,180,1,23817,1,40,1,1860706,1,2908419,1,543325,1,109725,1,5115895,1,10761,1,829886,1,16803,4,597781,4,63074,4,1163410,4,2286260,8,3435211,108,10982,12,5441,1,148371,1,2415,1,0,0,0,0,0,0,0,0,0,0,0,0,16531,1,34,1,9565,1,4508,1,16565,1,9565,1,0,1
94,10699000,4522,9565,28.952375,,0,10,9,108,46506,1182,3507,10652494,18,164,140,1,23226,1,60,1,1899823,1,2996271,1,543635,1,111889,1,5066779,1,10671,1,782824,1,7304,4,587381,4,62873,4,1166075,4,2301400,8,3451533,108,12434,12,5611,1,149423,1,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,16525,1,39,1,9565,1,4522,1,16564,1,9565,1,0,1
95,10728700,4519,9565,28.954878,,0,10,9,108,56497,1242,3457,10672203,18,164,220,1,25560,1,60,1,1920243,1,2941284,1,543305,1,112611,1,5118149,1,10771,1,816169,1,7435,4,596449,4,62823,4,1177187,4,2287372,8,3449028,108,12074,12,5481,1,161286,1,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,16552,1,34,1,9565,1,4519,1,16586,1,9565,1,0,1
96,10931900,4521,9565,28.957104,,0,10,9,108,56168,1252,4379,10875732,18,164,301,1,23366,1,70,1,1907768,1,3001642,1,543375,1,111609,1,5276820,1,10781,1,784808,1,7475,4,606438,4,64476,4,1283615,4,2350095,8,3616897,108,12434,12,5641,1,170474,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,16560,1,40,1,9565,1,4521,1,16600,1,9565,1,0,1
97,10881400,4517,9565,28.9592,,0,10,9,108,123570,1363,3457,10757830,18,164,210,1,23827,1,60,1,1907889,1,3010509,1,543425,1,115516,1,5140673,1,15721,1,817682,1,7405,4,591820,4,63114,4,1169371,4,2289326,8,3443037,108,12204,12,5481,1,192407,1,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,16549,1,46,1,9565,1,4517,1,16595,1,9565,1,0,1
98,11412600,4515,9565,28.960983,,0,10,9,108,393137,1293,3998,11019463,18,164,321,1,23867,1,70,1,2023936,1,3077060,1,543265,1,125235,1,5214698,1,11012,1,889102,1,7394,4,593132,4,62763,4,1184211,4,2278886,8,3446964,108,12134,12,5491,1,189672,1,2755,1,0,0,0,0,0,0,0,0,0,0,0,0,16575,1,40,1,9565,1,4515,1,16615,1,9565,1,0,1
99,10799900,4520,9565,28.96278,,0,10,9,108,95474,1202,3898,10704426,18,164,220,1,23827,1,90,1,1844364,1,3040799,1,543265,1,134373,1,5101897,1,15591,1,817893,1,7294,4,589175,4,64356,4,1166426,4,2289807,8,3439921,108,12414,12,5501,1,157709,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,16589,1,32,1,9565,1,4520,1,16621,1,9565,1,0,1
100,11551900,4521,9564,28.964386,,0,10,9,108,736878,1332,3487,10815022,18,164,20,1,25179,1,80,1,1861127,1,2949319,1,543415,1,127490,1,5297240,1,11152,1,982896,1,7134,4,588573,4,62683,4,1160123,4,2303975,8,3448317,108,12294,12,5651,1,182207,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,16587,1,39,1,9564,1,4521,1,16626,1,9564,1,0,1
101,10717600,4521,9564,28.965906,,0,10,9,108,47692,1162,3597,10669908,18,164,220,1,26261,1,60,1,1895184,1,2992985,1,543265,1,111879,1,5089613,1,10440,1,786351,1,7174,4,593102,4,62833,4,1168179,4,2299867,8,3452295,108,12154,12,5521,1,162919,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,16610,1,32,1,9564,1,4521,1,16642,1,9564,1,0,1
102,11330700,4521,9563,28.967402,,0,10,9,108,613088,1342,3417,10717612,18,164,220,1,23015,1,60,1,1897508,1,2978096,1,543325,1,144343,1,5114733,1,16312,1,867159,1,7034,4,589185,4,62182,4,1162077,4,2273405,8,3419771,108,12294,12,5481,1,144393,1,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,16608,1,44,1,9563,1,4521,1,16652,1,9563,1,0,1
103,10985100,4520,9563,28.968788,,0,10,9,108,70282,1222,3798,10914818,18,164,100,1,31812,1,150,1,2191324,1,2907588,1,543425,1,109765,1,5116736,1,13917,1,782393,1,7234,4,595186,4,63575,4,1214861,4,2302492,8,3501210,108,12344,12,5501,1,141728,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,16622,1,45,1,9563,1,4520,1,16667,1,9563,1,0,1
104,11393000,4522,9563,28.969984,,0,10,9,108,540815,1363,4128,10852185,18,164,90,1,28947,1,110,1,1859093,1,3190412,1,543285,1,118793,1,5095555,1,15901,1,852751,1,7174,4,586169,4,61921,4,1164612,4,2267153,8,3415332,108,12304,12,5611,1,145926,1,2876,1,0,0,0,0,0,0,0,0,0,0,0,0,16622,1,53,1,9563,1,4522,1,16675,1,9563,1,0,1
