step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
105,11777800,4518,9563,28.971111,,0,10,9,108,527855,1272,3487,11249945,18,164,90,1,32143,1,130,1,2077651,1,3288324,1,543315,1,144764,1,5147296,1,16232,1,882279,1,6894,4,585608,4,62903,4,1155685,4,2274076,8,3413990,108,12284,12,7284,1,168851,1,2445,1,0,0,0,0,0,0,0,0,0,0,0,0,16621,1,49,1,9563,1,4518,1,16670,1,9563,1,0,1
106,11202400,4521,9563,28.97221,,0,10,9,108,57822,1272,4359,11144578,18,164,130,1,32273,1,150,1,2171255,1,3007253,1,543425,1,132880,1,5245158,1,12054,1,808164,1,7425,4,602420,4,63735,4,1267233,4,2307932,8,3558252,108,12555,12,5741,1,178700,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,16635,1,42,1,9563,1,4521,1,16677,1,9563,1,0,1
107,10809200,4523,9563,28.97325,,0,10,9,108,50939,1212,3527,10758261,18,164,210,1,23276,1,70,1,1912217,1,3071679,1,543425,1,112240,1,5084593,1,10551,1,797843,1,7184,4,590076,4,62502,4,1163570,4,2268365,8,3416344,108,12064,12,5511,1,185744,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,16652,1,40,1,9563,1,4523,1,16692,1,9563,1,0,1
108,11674400,4515,9562,28.974203,,0,10,9,108,325942,1323,3988,11348458,18,164,140,1,33786,1,110,1,2165032,1,3135494,1,543425,1,112150,1,5340595,1,17725,1,871287,1,7304,4,596809,4,63555,4,1173760,4,2418690,8,3575346,108,13116,12,5621,1,198790,1,3457,1,0,0,0,0,0,0,0,0,0,0,0,0,16660,1,41,1,9562,1,4515,1,16701,1,9562,1,0,1
109,11707000,4517,9562,28.975157,,0,10,9,108,553134,1343,3607,11153866,18,164,261,1,31001,1,80,1,2019347,1,3172326,1,543275,1,143441,1,5228035,1,16102,1,894603,1,7635,4,606679,4,63935,4,1174171,4,2289446,8,3447716,108,12294,12,5511,1,182207,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,16684,1,47,1,9562,1,4517,1,16731,1,9562,1,0,1
110,10935400,4516,9562,28.976004,,0,10,9,108,99396,1272,4118,10836004,18,164,160,1,32283,1,140,1,2068954,1,2958527,1,543425,1,112941,1,5104523,1,15049,1,788836,1,7435,4,592812,4,62823,4,1165113,4,2294907,8,3443868,108,12034,12,6102,1,181766,1,3457,1,0,0,0,0,0,0,0,0,0,0,0,0,16690,1,36,1,9562,1,4516,1,16726,1,9562,1,0,1
111,12604600,4515,9562,28.976778,,0,10,9,108,1332802,1503,3687,11271798,18,164,160,1,31672,1,130,1,2097630,1,3236352,1,543415,1,117661,1,5228796,1,15981,1,918680,1,7405,4,595206,4,62733,4,1163209,4,2275669,8,3428488,108,6703,12,5501,1,196124,1,2765,1,0,0,0,0,0,0,0,0,0,0,0,0,16691,1,32,1,9562,1,4515,1,16723,1,9562,1,0,1
112,11820900,4519,9562,28.977486,,0,10,9,108,500648,1323,3607,11320252,18,164,40,1,32313,1,150,1,2143991,1,3203718,1,543475,1,129534,1,5256360,1,10671,1,968718,1,7274,4,594876,4,63304,4,1178750,4,2276982,8,3440011,108,12114,12,5471,1,157068,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,16685,1,40,1,9562,1,4519,1,16725,1,9562,1,0,1
113,10772200,4520,9562,28.978231,,0,10,9,108,52645,1252,3637,10719555,18,164,160,1,23476,1,40,1,1890424,1,2978276,1,543335,1,114324,1,5158849,1,10671,1,836389,1,7485,4,603673,4,63545,4,1173910,4,2310197,8,3468266,108,12204,12,5511,1,154342,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,16698,1,38,1,9562,1,4520,1,16736,1,9562,1,0,1
114,10928500,4520,9562,28.97893,,0,10,9,108,238062,1202,3557,10690438,18,164,180,1,23767,1,70,1,1899572,1,2965050,1,543375,1,113332,1,5131535,1,13557,1,786551,1,7364,4,600897,4,63134,4,1163951,4,2310277,8,3458487,108,12184,12,5501,1,190213,1,2445,1,0,0,0,0,0,0,0,0,0,0,0,0,16706,1,40,1,9562,1,4520,1,16746,1,9562,1,0,1
115,12597200,4519,9561,28.979557,,0,10,9,108,512680,2134,3848,12084520,18,164,110,1,33997,1,130,1,2230962,1,3133510,1,543725,1,123963,1,6003654,1,14468,1,1606087,1,7785,4,606609,4,64346,4,1187427,4,2321108,8,3492444,108,12244,12,6002,1,199451,1,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,16724,1,36,1,9561,1,4519,1,16760,1,9561,1,0,1
116,10990600,4526,9561,28.980162,,0,10,9,108,41355,1182,3587,10949245,18,164,110,1,26712,1,140,1,1906416,1,3119132,1,543275,1,113713,1,5228986,1,10761,1,826409,1,7515,4,605326,4,63855,4,1187848,4,2333853,8,3505790,108,12324,12,5501,1,195022,1,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,16733,1,40,1,9561,1,4526,1,16773,1,9561,1,0,1
117,10962700,4519,9561,28.980728,,0,10,9,108,156114,1252,4599,10806586,18,164,261,1,24258,1,50,1,1895615,1,2997073,1,543355,1,112270,1,5222824,1,10881,1,793805,1,7274,4,601930,4,63645,4,1213157,4,2367239,8,3563403,108,12394,12,5691,1,166226,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,16723,1,40,1,9561,1,4519,1,16763,1,9561,1,0,1
118,10657900,4521,9561,28.981266,,0,10,9,108,37569,1122,3537,10620331,18,164,220,1,23777,1,40,1,1835457,1,2999788,1,543255,1,112661,1,5094122,1,11012,1,788194,1,7194,4,595437,4,62252,4,1157628,4,2299716,8,3441664,108,12144,12,5661,1,173921,1,2996,1,0,0,0,0,0,0,0,0,0,0,0,0,16755,1,40,1,9561,1,4521,1,16795,1,9561,1,0,1
119,12343200,4517,9561,28.981787,,0,10,9,108,59189,1854,4670,12284011,18,164,130,1,25680,1,60,1,1908971,1,3476041,1,543345,1,146217,1,6171523,1,12044,1,1181425,1,9398,4,706835,4,77342,4,1323714,4,2677857,8,3983235,108,13667,12,6012,1,184542,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,16748,1,36,1,9561,1,4517,1,16784,1,9561,1,0,1
120,10921600,4523,9561,28.982262,,0,10,9,108,50999,1292,4419,10870601,18,164,220,1,24268,1,50,1,1912337,1,3065918,1,543415,1,112621,1,5201192,1,10581,1,790960,1,7364,4,606098,4,63555,4,1179491,4,2368822,8,3531530,108,12364,12,5952,1,175193,1,2465,1,0,0,0,0,0,0,0,0,0,0,0,0,16776,1,40,1,9561,1,4523,1,16816,1,9561,1,0,1
121,10986400,4523,9561,28.98269,,0,10,9,108,311031,1293,3417,10675369,18,164,160,1,23085,1,70,1,1896516,1,3009217,1,543355,1,112851,1,5074614,1,15500,1,790629,1,7284,4,597030,4,62783,4,1162869,4,2297662,8,3444630,108,12484,12,5591,1,146968,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,16768,1,40,1,9561,1,4523,1,16808,1,9561,1,0,1
122,11049300,4521,9561,28.983118,,0,10,9,108,119583,1182,3908,10929717,18,164,40,1,32403,1,140,1,1970601,1,3013715,1,543425,1,125997,1,5226341,1,17053,1,836429,1,7595,4,608031,4,63895,4,1192657,4,2342911,8,3519016,108,12645,12,5701,1,165344,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,16780,1,36,1,9561,1,4521,1,16816,1,9561,1,0,1
123,11085600,4522,9561,28.98351,,0,10,9,108,54163,1172,3778,11031437,18,164,240,1,32003,1,150,1,2151676,1,2969078,1,543425,1,112571,1,5209158,1,13136,1,858292,1,7435,4,607691,4,63975,4,1187657,4,2322351,8,3493936,108,12294,12,5661,1,152218,1,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,16773,1,40,1,9561,1,4522,1,16813,1,9561,1,0,1
124,10883700,4518,9561,28.98387,,0,10,9,108,48167,1252,3677,10835533,18,164,130,1,24047,1,60,1,1907237,1,3043474,1,543405,1,113823,1,5192605,1,10751,1,827922,1,7425,4,608092,4,63955,4,1184872,4,2327631,8,3502002,108,6823,12,5661,1,163260,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,16794,1,24,1,9561,1,4518,1,16818,1,9561,1,0,1
125,10855700,4521,9561,28.984217,,0,10,9,108,55046,1423,3958,10800654,18,164,230,1,24057,1,60,1,1884533,1,3022152,1,543375,1,113563,1,5202094,1,10591,1,811871,1,7555,4,604735,4,67342,4,1192316,4,2357419,8,3538654,108,7124,12,5681,1,151166,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,16816,1,24,1,9561,1,4521,1,16840,1,9561,1,0,1
126,11596400,4521,9561,28.984558,,0,10,9,108,191852,1303,4158,11404548,18,164,200,1,29297,1,110,1,2134693,1,3251722,1,543345,1,119023,1,5309514,1,16643,1,915073,1,7425,4,608192,4,63735,4,1195893,4,2332330,8,3517352,108,6713,12,6002,1,177047,1,2515,1,0,0,0,0,0,0,0,0,0,0,0,0,16826,1,24,1,9561,1,4521,1,16850,1,9561,1,0,1
127,11296500,4517,9561,28.98485,,0,10,9,108,155799,1453,4128,11140701,18,164,140,1,32223,1,150,1,2071329,1,3018545,1,543405,1,146938,1,5313913,1,14058,1,983567,1,7354,4,606889,4,63605,4,1170273,4,2315497,8,3475009,108,6633,12,5671,1,156998,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,16852,1,24,1,9561,1,4517,1,16876,1,9561,1,0,1
128,11335200,4522,9561,28.98514,,0,10,9,108,196854,1543,3587,11138346,18,164,210,1,29708,1,60,1,2206604,1,2985260,1,543876,1,147188,1,5209689,1,15751,1,908540,1,7144,4,605296,4,63454,4,1172568,4,2289546,8,3451894,108,6633,12,5571,1,153561,1,2465,1,0,0,0,0,0,0,0,0,0,0,0,0,16842,1,28,1,9561,1,4522,1,16870,1,9561,1,0,1
129,11247400,4521,9561,28.98541,,0,10,9,108,212717,2244,3617,11034683,18,164,210,1,23246,1,60,1,1884493,1,3271030,1,543465,1,145796,1,5150643,1,15741,1,864444,1,7354,4,603122,4,62753,4,1161907,4,2277793,8,3429350,108,6733,12,5561,1,162899,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,16861,1,28,1,9561,1,4521,1,16889,1,9561,1,0,1
130,11394300,4519,9560,28.98568,,0,10,9,108,269651,1794,3948,11124649,18,164,291,1,35830,1,70,1,2125495,1,3101247,1,543405,1,145936,1,5156805,1,15571,1,842411,1,7384,4,610737,4,66390,4,1165654,4,2303444,8,3458567,108,6583,12,5851,1,150675,1,2465,1,0,0,0,0,0,0,0,0,0,0,0,0,16862,1,28,1,9560,1,4519,1,16890,1,9560,1,0,1
131,11336400,4526,9559,28.98593,,0,10,9,108,242792,1323,3817,11093608,18,164,210,1,30179,1,60,1,2045348,1,3124623,1,543385,1,126287,1,5206873,1,16643,1,930173,1,7244,4,604194,4,63134,4,1164301,4,2282262,8,3436193,108,6553,12,5691,1,145986,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,16896,1,32,1,9559,1,4526,1,16928,1,9559,1,0,1
132,11443700,4524,9559,28.986149,,0,10,9,108,192373,1363,3547,11251327,18,164,210,1,36051,1,120,1,1919762,1,3236572,1,543836,1,145996,1,5355514,1,13266,1,989609,1,7655,4,639323,4,62673,4,1177317,4,2269668,8,3436885,108,6553,12,5541,1,199932,1,2435,1,0,0,0,0,0,0,0,0,0,0,0,0,16900,1,32,1,9559,1,4524,1,16932,1,9559,1,0,1
133,11474100,4516,9559,28.98636,,0,10,9,108,331936,2244,3597,11142164,18,164,852,1,29798,1,70,1,2081248,1,3128510,1,543375,1,145706,1,5197294,1,15310,1,934080,1,7294,4,602060,4,62883,4,1166536,4,2260950,8,3417236,108,6653,12,5551,1,153200,1,2495,1,0,0,0,0,0,0,0,0,0,0,0,0,16892,1,28,1,9559,1,4516,1,16920,1,9559,1,0,1
134,11081200,4520,9559,28.98657,,0,10,9,108,110172,1232,4138,10971028,18,164,210,1,23486,1,70,1,1895785,1,3232364,1,543295,1,109465,1,5155432,1,10921,1,786391,1,7394,4,628171,4,63354,4,1166546,4,2335246,8,3491101,108,6553,12,5741,1,158721,1,2635,1,0,0,0,0,0,0,0,0,0,0,0,0,16901,1,28,1,9559,1,4520,1,16929,1,9559,1,0,1
135,10704900,4522,9559,28.986776,,0,10,9,108,64189,1192,3687,10640711,18,164,150,1,24007,1,60,1,1911836,1,2950842,1,543234,1,112390,1,5084744,1,13446,1,820678,1,7374,4,602290,4,62833,4,1158300,4,2278334,8,3426184,108,6763,12,5591,1,145605,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,16906,1,26,1,9559,1,4522,1,16932,1,9559,1,0,1
136,12208500,4519,9559,28.986969,,0,10,9,108,955279,1333,3627,11253221,18,164,100,1,33997,1,140,1,2107560,1,3191794,1,543345,1,116057,1,5244677,1,15550,1,888812,1,6954,4,601108,4,62823,4,1178399,4,2328352,8,3496211,108,6914,12,6483,1,167919,1,2495,1,0,0,0,0,0,0,0,0,0,0,0,0,16892,1,30,1,9559,1,4519,1,16922,1,9559,1,0,1
137,10921100,4521,9559,28.987137,,0,10,9,108,58354,1172,3617,10862746,18,164,140,1,32514,1,150,1,2127930,1,2946484,1,543395,1,110797,1,5088591,1,12745,1,792834,1,7354,4,603282,4,62593,4,1155434,4,2305488,8,3447566,108,9739,12,5581,1,152268,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,16889,1,34,1,9559,1,4521,1,16923,1,9559,1,0,1
138,10701800,4521,9559,28.9873,,0,10,9,108,69486,1293,3647,10632314,18,164,130,1,33255,1,60,1,1894873,1,2944750,1,543355,1,111108,1,5094262,1,10521,1,791050,1,7394,4,603653,4,63044,4,1162939,4,2309826,8,3459319,108,9799,12,5581,1,146918,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,16884,1,34,1,9559,1,4521,1,16918,1,9559,1,0,1
139,10796000,4521,9559,28.987465,,0,10,9,108,58209,1283,3637,10737791,18,164,210,1,23115,1,70,1,1901246,1,3043754,1,543305,1,109905,1,5104693,1,11493,1,814446,1,7234,4,595387,4,62092,4,1156416,4,2288084,8,3431204,108,9659,12,5791,1,171226,1,2735,1,0,0,0,0,0,0,0,0,0,0,0,0,16900,1,34,1,9559,1,4521,1,16934,1,9559,1,0,1
140,10667500,4518,9559,28.987623,,0,10,9,108,55265,2074,3687,10612235,18,164,331,1,24017,1,70,1,1855316,1,2926444,1,543134,1,109374,1,5140112,1,13436,1,791892,1,7525,4,630986,4,63104,4,1186986,4,2292983,8,3466423,108,9859,12,5821,1,156266,1,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,16905,1,34,1,9559,1,4518,1,16939,1,9559,1,0,1
141,10923600,4523,9559,28.987766,,0,10,9,108,36176,1262,3397,10887424,18,164,100,1,30019,1,40,1,2099173,1,2973847,1,543395,1,114033,1,5115073,1,11743,1,793755,1,7234,4,600316,4,62372,4,1165834,4,2310167,8,3460441,108,12164,12,5741,1,165194,1,3196,1,0,0,0,0,0,0,0,0,0,0,0,0,16895,1,40,1,9559,1,4523,1,16935,1,9559,1,0,1
142,10826800,4524,9559,28.987892,,0,10,9,108,56946,1323,3747,10769854,18,164,140,1,25590,1,60,1,1953698,1,3007293,1,543305,1,113212,1,5115654,1,10901,1,827341,1,7314,4,599665,4,62533,4,1165133,4,2283625,8,3432937,108,12074,12,5611,1,160565,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,16904,1,38,1,9559,1,4524,1,16942,1,9559,1,0,1
143,10790400,4523,9559,28.98802,,0,10,9,108,48240,1222,4258,10742160,18,164,240,1,23045,1,70,1,1911265,1,2952626,1,543355,1,112340,1,5188657,1,10561,1,799076,1,7435,4,611468,4,63334,4,1176515,4,2367569,8,3527602,108,12224,12,5591,1,153942,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,16913,1,38,1,9559,1,4523,1,16951,1,9559,1,0,1
144,10681000,4520,9559,28.988153,,0,10,9,108,50219,1272,3607,10630781,18,164,160,1,23175,1,60,1,1904642,1,2974589,1,543355,1,115356,1,5058973,1,10471,1,796591,1,7364,4,601769,4,62693,4,1160815,4,2267814,8,3412647,108,12374,12,5591,1,152579,1,2485,1,0,0,0,0,0,0,0,0,0,0,0,0,16911,1,38,1,9559,1,4520,1,16949,1,9559,1,0,1
145,12480800,4519,9559,28.98826,,0,10,9,108,1080681,1373,3447,11400119,18,164,611,1,24458,1,120,1,2203959,1,3202125,1,543435,1,129624,1,5284896,1,10891,1,991463,1,7284,4,603503,4,63013,4,1161286,4,2301510,8,3449669,108,9679,12,5551,1,147289,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,16923,1,34,1,9559,1,4519,1,16957,1,9559,1,0,1
146,11002000,4520,9559,28.988363,,0,10,9,108,112221,1383,3717,10889779,18,164,210,1,23346,1,60,1,1889352,1,2981382,1,543435,1,146467,1,5292270,1,13256,1,989589,1,7304,4,604695,4,63154,4,1164342,4,2289947,8,3443969,108,6603,12,5561,1,163500,1,2795,1,0,0,0,0,0,0,0,0,0,0,0,0,16918,1,32,1,9559,1,4520,1,16950,1,9559,1,0,1
147,11232900,4522,9559,28.988459,,0,10,9,108,366437,1172,3467,10866463,18,164,130,1,37343,1,140,1,2102610,1,2939570,1,543365,1,112060,1,5111015,1,20230,1,804687,1,7214,4,603042,4,62923,4,1154011,4,2300768,8,3444740,108,6573,12,5711,1,168671,1,2816,1,0,0,0,0,0,0,0,0,0,0,0,0,16937,1,30,1,9559,1,4522,1,16967,1,9559,1,0,1
148,10732000,4517,9559,28.988543,,0,10,9,108,88253,1353,3908,10643747,18,164,150,1,41171,1,130,1,1912187,1,2921154,1,543375,1,111158,1,5100174,1,14248,1,791531,1,7515,4,603543,4,63264,4,1173860,4,2281160,8,3444019,108,7094,12,5581,1,169693,1,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,16926,1,26,1,9559,1,4517,1,16952,1,9559,1,0,1
149,10687500,4519,9559,28.988642,,0,10,9,108,66648,1413,3548,10620852,18,164,140,1,23306,1,70,1,1894923,1,2974729,1,543255,1,129333,1,5044545,1,10551,1,817883,1,7364,4,595707,4,61891,4,1153100,4,2253656,8,3396765,108,6443,12,5571,1,145495,1,2465,1,0,0,0,0,0,0,0,0,0,0,0,0,16942,1,28,1,9559,1,4519,1,16970,1,9559,1,0,1
150,11084500,4522,9559,28.98874,,0,10,9,108,379102,2034,3677,10705398,18,164,140,1,23576,1,70,1,1898300,1,2935653,1,543415,1,111058,1,5182335,1,10851,1,792122,1,7515,4,622119,4,63404,4,1182397,4,2326308,8,3498586,108,6443,12,5791,1,177899,1,2745,1,0,0,0,0,0,0,0,0,0,0,0,0,16949,1,23,1,9559,1,4522,1,16972,1,9559,1,0,1
151,10799700,4520,9559,28.98882,,0,10,9,108,53763,1323,3467,10745937,18,164,150,1,25239,1,40,1,1912437,1,3023685,1,543435,1,111799,1,5118500,1,10651,1,801370,1,7204,4,600597,4,62873,4,1174401,4,2287072,8,3451503,108,6503,12,5741,1,175304,1,2615,1,0,0,0,0,0,0,0,0,0,0,0,0,16935,1,23,1,9559,1,4520,1,16958,1,9559,1,0,1
152,10805700,4523,9559,28.988888,,0,10,9,108,60114,2234,3657,10745586,18,164,150,1,24007,1,60,1,1907698,1,2970912,1,543325,1,122380,1,5166504,1,10551,1,826399,1,7344,4,608683,4,63805,4,1175784,4,2305257,8,3470671,108,6713,12,6002,1,168410,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,16925,1,28,1,9559,1,4523,1,16953,1,9559,1,0,1
153,10811200,4523,9559,28.988964,,0,10,9,108,55474,1182,4258,10755726,18,164,140,1,23175,1,60,1,1902498,1,2965561,1,543355,1,112250,1,5197324,1,11362,1,796250,1,7204,4,605066,4,64045,4,1251152,4,2312872,8,3553092,108,6673,12,5741,1,151096,1,2715,1,0,0,0,0,0,0,0,0,0,0,0,0,16921,1,28,1,9559,1,4523,1,16949,1,9559,1,0,1
154,10891700,4524,9559,28.989048,,0,10,9,108,246550,1884,3808,10645150,18,164,240,1,25159,1,70,1,1901015,1,2930613,1,543385,1,123011,1,5106156,1,15500,1,819035,1,7254,4,601739,4,62733,4,1159342,4,2270760,8,3419901,108,6393,12,5591,1,175344,1,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,16914,1,28,1,9559,1,4524,1,16942,1,9559,1,0,1
155,11917200,4521,9559,28.989117,,0,10,9,108,725028,1443,3487,11192172,18,164,110,1,31442,1,70,1,2066339,1,3219839,1,543214,1,117791,1,5197395,1,15971,1,906116,1,7334,4,604765,4,62432,4,1168780,4,2289957,8,3448708,108,6543,12,5581,1,148461,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,16915,1,28,1,9559,1,4521,1,16943,1,9559,1,0,1
156,11027300,4520,9559,28.989172,,0,10,9,108,67354,1794,4118,10959946,18,164,150,1,32353,1,140,1,2169682,1,2929801,1,543345,1,111068,1,5156334,1,17073,1,788084,1,12555,4,617851,4,62973,4,1162298,4,2338031,8,3489337,108,6873,12,5691,1,164412,1,2645,1,0,0,0,0,0,0,0,0,0,0,0,0,16915,1,27,1,9559,1,4520,1,16942,1,9559,1,0,1
157,12111500,4519,9559,28.989218,,0,10,9,108,1046758,1422,3477,11064742,18,164,120,1,34417,1,140,1,2126357,1,3125224,1,543425,1,118502,1,5100715,1,15841,1,832692,1,7164,4,598723,4,62252,4,1150625,4,2260991,8,3401666,108,6473,12,5561,1,178720,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,16916,1,27,1,9559,1,4519,1,16943,1,9559,1,0,1
158,11763900,4519,9559,28.98927,,0,10,9,108,620444,1333,3697,11143456,18,164,30,1,31903,1,150,1,2176715,1,2988706,1,543435,1,128993,1,5262963,1,10561,1,1000811,1,7254,4,602350,4,62763,4,1159933,4,2272363,8,3421975,108,6623,12,5541,1,148130,1,2485,1,0,0,0,0,0,0,0,0,0,0,0,0,16921,1,27,1,9559,1,4519,1,16948,1,9559,1,0,1
159,11047000,4518,9559,28.98933,,0,10,9,108,186238,1262,3657,10860762,18,164,140,1,23897,1,60,1,1892539,1,2986592,1,543425,1,151266,1,5247182,1,15661,1,972245,1,7294,4,596649,4,62262,4,1151657,4,2273144,8,3414801,108,6342,12,5591,1,174602,1,2475,1,0,0,0,0,0,0,0,0,0,0,0,0,16921,1,23,1,9559,1,4518,1,16944,1,9559,1,0,1
160,11333900,4519,9559,28.989386,,0,10,9,108,198500,2485,3717,11135400,18,164,190,1,23526,1,70,1,1895224,1,3168900,1,543375,1,146076,1,5339763,1,18276,1,928049,1,7384,4,602150,4,63144,4,1215572,4,2301249,8,3506681,108,6423,12,5861,1,210773,1,3096,1,0,0,0,0,0,0,0,0,0,0,0,0,16913,1,23,1,9559,1,4519,1,16936,1,9559,1,0,1
161,11345100,4521,9559,28.989433,,0,10,9,108,319485,1673,4208,11025615,18,164,301,1,30580,1,60,1,2133681,1,2898309,1,543435,1,142980,1,5260689,1,15581,1,957767,1,14639,4,608773,4,63054,4,1166325,4,2290228,8,3445642,108,6703,12,5571,1,150164,1,2495,1,0,0,0,0,0,0,0,0,0,0,0,0,16911,1,23,1,9559,1,4521,1,16934,1,9559,1,0,1
162,10982400,4518,9559,28.989477,,0,10,9,108,131407,1703,3327,10850993,18,164,250,1,23396,1,70,1,1905163,1,3178438,1,543285,1,116258,1,5073201,1,10931,1,785890,1,6964,4,599986,4,61961,4,1153340,4,2256241,8,3399682,108,6573,12,5701,1,188680,1,12735,1,0,0,0,0,0,0,0,0,0,0,0,0,16914,1,23,1,9559,1,4518,1,16937,1,9559,1,0,1
163,10753400,4520,9559,28.989515,,0,10,9,108,75767,1383,4008,10677633,18,164,301,1,25730,1,60,1,1905604,1,2935252,1,543325,1,111929,1,5136796,1,18637,1,793996,1,16282,4,615536,4,63534,4,1185393,4,2307401,8,3482133,108,6653,12,5581,1,144904,1,2785,1,0,0,0,0,0,0,0,0,0,0,0,0,16924,1,23,1,9559,1,4520,1,16947,1,9559,1,0,1
164,11364600,4520,9559,28.989552,,0,10,9,108,701936,1232,3667,10662664,18,164,250,1,38095,1,130,1,1897097,1,2948298,1,543405,1,111458,1,5106647,1,17284,1,789697,1,7214,4,603643,4,62953,4,1159662,4,2303213,8,3452786,108,6423,12,5731,1,170103,1,3196,1,0,0,0,0,0,0,0,0,0,0,0,0,16923,1,23,1,9559,1,4520,1,16946,1,9559,1,0,1
165,11812700,4519,9559,28.989582,,0,10,9,108,655998,1343,3357,11156702,18,164,180,1,32874,1,130,1,2178379,1,3001421,1,543325,1,142690,1,5247082,1,10621,1,973768,1,7515,4,637840,4,62192,4,1147749,4,2253666,8,3390935,108,7124,12,5551,1,154613,1,2846,1,0,0,0,0,0,0,0,0,0,0,0,0,16924,1,24,1,9559,1,4519,1,16948,1,9559,1,0,1
166,10742200,4516,9559,28.989613,,0,10,9,108,76701,1222,3797,10665499,18,164,230,1,23276,1,60,1,1896156,1,2929200,1,543285,1,110917,1,5144300,1,18075,1,792102,1,7895,4,604615,4,63084,4,1170774,4,2335777,8,3495239,108,7515,12,5601,1,160725,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,16926,1,23,1,9559,1,4516,1,16949,1,9559,1,0,1
167,11073400,4518,9559,28.989645,,0,10,9,108,400837,1182,3747,10672563,18,164,150,1,39157,1,130,1,1915574,1,2976372,1,543415,1,110697,1,5072800,1,14268,1,792753,1,7254,4,600557,4,62492,4,1148050,4,2273385,8,3411164,108,6523,12,5711,1,178790,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,16939,1,23,1,9559,1,4518,1,16962,1,9559,1,0,1
168,10944400,4518,9559,28.989676,,0,10,9,108,50914,1252,3637,10893486,18,164,150,1,23847,1,50,1,1911916,1,3194941,1,543224,1,111889,1,5096336,1,11132,1,817251,1,7515,4,605076,4,62803,4,1164873,4,2281711,8,3436454,108,6493,12,5882,1,147439,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,16942,1,24,1,9559,1,4518,1,16966,1,9559,1,0,1
