step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
10,16160900,4307,9570,35.831387,,0,9,8,96,47439,1282,2746,16113461,18,155,291,1,27974,1,70,1,1919361,1,632486,1,857022,1,102058,1,12562136,1,12063,1,417049,1,8156,4,501482,4,65788,4,3870875,4,7624573,8,11481480,96,11222,12,3948,1,63834,1,5150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300,1,14,1,9570,1,4307,1,16314,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
11,16087800,4307,9570,35.79971,,0,9,8,96,44114,1072,2335,16043686,18,155,10,1,27754,1,421,1,1926535,1,628308,1,857092,1,97669,1,12493753,1,12144,1,383303,1,7314,4,501733,4,66068,4,3877698,4,7612910,8,11480007,96,8266,12,3777,1,36952,1,2926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16310,1,10,1,9570,1,4307,1,16320,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
12,16226400,4306,9570,35.765305,,0,9,8,96,41711,1834,2916,16184689,18,155,60,1,27333,1,140,1,2018684,1,630903,1,857102,1,95114,1,12543980,1,11372,1,397992,1,7434,4,504188,4,72310,4,3902266,4,7618371,8,11505136,96,12584,12,3888,1,33104,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16316,1,14,1,9570,1,4306,1,16330,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
13,16891700,4306,9570,35.728176,,0,9,8,96,79314,2886,2706,16812386,18,155,100,1,27624,1,351,1,1940663,1,646323,1,857202,1,212863,1,13111300,1,15961,1,766656,1,10430,4,639169,4,67551,4,3920170,4,7630284,8,11537779,96,9969,12,4248,1,65757,1,4148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16323,1,12,1,9570,1,4306,1,16335,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
14,16479600,4307,9570,35.688324,,0,9,8,96,49114,1964,2886,16430486,18,155,351,1,37733,1,301,1,2131142,1,640462,1,857442,1,125664,1,12624296,1,13095,1,437769,1,10070,4,498076,4,68623,4,3890082,4,7650312,8,11524423,96,13085,12,5070,1,58754,1,3577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16324,1,16,1,9570,1,4307,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
15,16317400,4306,9570,35.64575,,0,9,8,96,48368,1683,2395,16269032,18,155,150,1,29868,1,210,1,1926926,1,659408,1,857322,1,106456,1,12676878,1,11813,1,532352,1,8046,4,517583,4,66669,4,3896264,4,7616056,8,11495227,96,14698,12,4158,1,31461,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16319,1,18,1,9570,1,4306,1,16337,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
16,16497800,4303,9570,35.600445,,0,9,8,96,62435,1503,2786,16435365,18,155,70,1,27844,1,170,1,1927457,1,797847,1,857042,1,124762,1,12683491,1,16682,1,445945,1,8246,4,521651,4,66359,4,3897827,4,7621256,8,11501679,96,14618,12,6953,1,108691,1,5060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,18,1,9570,1,4303,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
17,17425700,4298,9570,35.552414,,0,9,8,96,84890,5651,4329,17340810,18,155,341,1,32172,1,140,1,2314668,1,722771,1,857683,1,240176,1,13156588,1,16272,1,757398,1,10961,4,605344,4,67280,4,4002540,4,7627238,8,11612053,96,13396,12,4449,1,70877,1,4849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16320,1,16,1,9570,1,4298,1,16336,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
18,17473500,4298,9570,35.501663,,0,9,8,96,57103,1834,2846,17416397,18,155,451,1,38555,1,521,1,2158545,1,1338345,1,857593,1,179568,1,12821007,1,21812,1,594783,1,8096,4,517363,4,66970,4,3892296,4,7616347,8,11492581,96,13216,12,6322,1,112508,1,4489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,16,1,9570,1,4298,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
19,16666700,4297,9570,35.448185,,0,9,8,96,59392,1423,2365,16607308,18,155,862,1,41230,1,311,1,2342251,1,688976,1,857032,1,112418,1,12552888,1,11342,1,415135,1,7695,4,501142,4,66950,4,3894841,4,7624623,8,11507260,96,9839,12,3867,1,34587,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,12,1,9570,1,4297,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
20,19644000,5077,9570,35.391983,,0,14,12,144,46114,1824,3828,19597886,18,215,291,1,28014,1,120,1,1928920,1,1045748,1,857072,1,134280,1,15592000,1,11442,1,502835,1,9007,4,597188,4,67641,4,4824634,4,9538984,8,14175573,144,184217,24,4869,1,41771,1,3246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19225,1,232,1,9570,1,5077,1,19457,1,9570,1,0,1,0,0,0,0,0,0,4495,1,4291,1,784,1
21,18497500,4687,9570,35.333054,,0,13,10,120,47539,1944,3387,18449961,18,203,170,1,27353,1,110,1,1939761,1,1692361,1,856992,1,115564,1,13805817,1,11833,1,476233,1,8396,4,565066,4,66980,4,4306429,4,8329680,8,12409749,120,222972,36,4208,1,44126,1,2755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16937,1,281,1,9570,1,4687,1,17218,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4291,1,2523,1
22,18080200,4536,9570,35.2714,,0,12,10,120,50063,1533,3296,18030137,18,191,301,1,36010,1,120,1,2241816,1,1499257,1,857212,1,111727,1,13272212,1,11482,1,408813,1,7955,4,542983,4,66970,4,4122863,4,8078703,8,12089028,120,109242,24,4439,1,35369,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16654,1,137,1,9570,1,4536,1,16791,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4748,1,2066,1
23,17701400,4464,9570,35.207024,,0,12,10,120,50769,1413,2846,17650631,18,191,200,1,35980,1,90,1,2180638,1,1413531,1,857112,1,106927,1,13044992,1,11162,1,408201,1,8406,4,527733,4,66359,4,4046295,4,7945565,8,11931333,120,57682,24,3737,1,34717,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16487,1,73,1,9570,1,4464,1,16560,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4935,1,1879,1
24,17407100,4397,9570,35.13992,,0,12,9,108,58905,3186,2986,17348195,18,191,190,1,27253,1,90,1,1915414,1,1381859,1,857172,1,111246,1,13037597,1,17374,1,488387,1,10390,4,538624,4,65838,4,4012349,4,7865440,8,11633074,108,241729,36,3467,1,47292,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16064,1,305,1,9570,1,4397,1,16369,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5015,1,1799,1
25,17313900,4359,9570,35.07009,,0,11,9,108,87081,2545,3417,17226819,18,179,271,1,35339,1,130,1,1920804,1,1409112,1,857132,1,106657,1,12885192,1,12184,1,474811,1,9408,4,498266,4,66810,4,3984816,4,7801906,8,11616071,108,167234,24,3316,1,40669,1,2645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16056,1,209,1,9570,1,4359,1,16265,1,9570,1,0,1,0,0,0,0,0,0,2757,1,5097,1,1716,1
26,17044000,4312,9570,34.997536,,0,11,9,108,67977,1553,2686,16976023,18,179,832,1,28155,1,190,1,1926034,1,1351210,1,857042,1,108210,1,12690094,1,14258,1,389796,1,7224,4,494589,4,65818,4,3957112,4,7737902,8,11550293,108,142035,24,3326,1,30199,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15990,1,179,1,9570,1,4312,1,16169,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5145,1,1669,1
27,16965900,4295,9570,34.92226,,0,11,9,108,48510,1082,2876,16917390,18,179,40,1,32403,1,261,1,1926685,1,1312815,1,856982,1,101827,1,12674734,1,11643,1,311434,1,8456,4,530448,4,69685,4,3953295,4,7748533,8,11573739,108,125213,24,4899,1,43204,1,3697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15966,1,157,1,9570,1,4295,1,16123,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5196,1,1618,1
28,20545300,4934,9570,34.844257,,0,14,11,132,65804,1673,3718,20479496,18,215,230,1,28415,1,160,1,2032621,1,1640030,1,857723,1,154670,1,15747040,1,18606,1,969239,1,9719,4,629661,4,67130,4,4721534,4,9286575,8,13688329,132,316063,36,4288,1,54686,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18359,1,400,1,9570,1,4934,1,18759,1,9570,1,0,1,0,0,0,0,0,0,2761,1,4556,1,2253,1
29,19292100,4786,9570,34.763527,,0,15,11,132,64131,1683,3988,19227969,18,227,240,1,28646,1,190,1,1920313,1,1957786,1,857322,1,156143,1,14295947,1,11382,1,504859,1,8386,4,702191,4,67601,4,4442253,4,8518325,8,12763766,132,192824,48,3687,1,43605,1,3357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17137,1,243,1,9570,1,4786,1,17380,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4210,1,3204,1
30,19384500,4665,9570,34.680073,,0,14,11,132,73309,1583,3558,19311191,18,215,411,1,36701,1,100,1,2560564,1,1810250,1,857022,1,205569,1,13826627,1,13947,1,571919,1,7815,4,525459,4,65557,4,4245301,4,8355820,8,12470978,132,126585,36,5621,1,44917,1,2635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875,1,161,1,9570,1,4665,1,17036,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4524,1,2890,1
31,19012800,4617,9570,34.593895,,0,14,11,132,50436,1342,3788,18962364,18,215,240,1,40438,1,150,1,2549583,1,1774561,1,857072,1,112769,1,13614726,1,12825,1,431286,1,12815,4,520690,4,78943,4,4198801,4,8297728,8,12335455,132,157285,36,5070,1,64675,1,3377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16641,1,196,1,9570,1,4617,1,16837,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4741,1,2673,1
32,18474300,4578,9570,34.504993,,0,14,11,132,47704,2074,3427,18426596,18,215,301,1,28545,1,210,1,1949941,1,1767477,1,857262,1,118109,1,13692748,1,12003,1,504849,1,8657,4,563062,4,67220,4,4161498,4,8331283,8,12351116,132,138238,36,3537,1,47733,1,2835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16423,1,174,1,9570,1,4578,1,16597,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4836,1,2578,1
33,17998100,4536,9570,34.413364,,0,14,10,120,58909,1303,3517,17939191,18,215,150,1,28145,1,761,1,1919061,1,1741256,1,857122,1,121055,1,13253867,1,17774,1,421237,1,9388,4,540117,4,67932,4,4106482,4,8056700,8,11836929,120,322736,48,3467,1,44456,1,2785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16013,1,407,1,9570,1,4536,1,16420,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4905,1,2509,1
34,20196700,5039,9570,34.31901,,0,14,11,132,46653,1262,3557,20150047,18,215,311,1,30239,1,120,1,1924732,1,1961994,1,857292,1,137737,1,15226030,1,11592,1,474690,1,8056,4,589894,4,65768,4,4719701,4,9292196,8,13697016,132,311324,36,4068,1,67421,1,2976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101,1,392,1,9570,1,5039,1,18493,1,9570,1,0,1,0,0,0,0,0,0,2157,1,4383,1,3030,1
35,19286800,4827,9570,34.221935,,0,14,11,132,48741,3417,3667,19238059,18,215,110,1,26722,1,130,1,1922848,1,2241957,1,857052,1,142236,1,14033057,1,13947,1,522814,1,13907,4,532032,4,69475,4,4325697,4,8487706,8,12652060,132,157676,36,4078,1,71258,1,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16826,1,199,1,9570,1,4827,1,17025,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4170,1,3750,1
36,19469800,4630,9570,34.12213,,0,13,10,120,57173,2314,3858,19412627,18,203,170,1,28906,1,150,1,1920203,1,2438458,1,857362,1,218874,1,13936821,1,11683,1,938169,1,10881,4,578902,4,70156,4,4122964,4,8151825,8,11970538,120,300392,36,4639,1,53564,1,3407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,381,1,9570,1,4630,1,16305,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4422,1,3498,1
37,18252500,4510,9570,34.019604,,0,13,10,120,46753,1874,3557,18205747,18,203,110,1,48885,1,150,1,2333775,1,1994567,1,857332,1,117007,1,12842499,1,11422,1,469821,1,7635,4,490060,4,65537,4,3961481,4,7804131,8,11549622,120,212432,36,3447,1,35328,1,3186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15468,1,267,1,9570,1,4510,1,15735,1,9570,1,0,1,0,0,0,0,0,0,1651,1,4643,1,3276,1
38,17673700,4408,9570,33.91435,,0,13,10,120,50362,1994,3487,17623338,18,203,281,1,27604,1,150,1,2016900,1,1903440,1,857062,1,126545,1,12678862,1,12494,1,481684,1,8647,4,521401,4,66419,4,3891425,4,7634261,8,11322642,120,199557,36,4028,1,65126,1,3878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15140,1,253,1,9570,1,4408,1,15393,1,9570,1,0,1,0,0,0,0,0,0,1667,1,4873,1,3030,1
39,19740300,4880,9570,33.806374,,0,14,11,132,46598,1413,3527,19693702,18,215,140,1,27774,1,481,1,1922608,1,2236747,1,857513,1,193175,1,14443834,1,11432,1,558693,1,8236,4,541550,4,68493,4,4450679,4,8761888,8,12958955,132,250085,36,5741,1,43524,1,3617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16972,1,316,1,9570,1,4880,1,17288,1,9570,1,0,1,0,0,0,0,0,0,1677,1,4489,1,3404,1
40,19831200,4979,9570,33.69567,,0,14,11,132,48795,1483,3477,19782405,18,215,0,1,26902,1,140,1,1922838,1,2488124,1,857362,1,140943,1,14334221,1,11873,1,471143,1,13115,4,565376,4,67531,4,4432764,4,8713885,8,12942913,132,200258,36,3898,1,57962,1,7064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16970,1,251,1,9570,1,4979,1,17221,1,9570,1,0,1,0,0,0,0,0,0,1236,1,3941,1,4393,1
41,19748900,4855,9570,33.58224,,0,14,11,132,59416,2866,3447,19689484,18,215,0,1,28876,1,110,1,1920473,1,2422156,1,857362,1,172414,1,14275788,1,12304,1,986412,1,8486,4,533324,4,67922,4,4259068,4,8345340,8,12343832,132,257129,36,4188,1,65126,1,3056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16229,1,324,1,9570,1,4855,1,16553,1,9570,1,0,1,0,0,0,0,0,0,1241,1,4196,1,4133,1
42,18790900,4689,9570,33.466087,,0,15,10,120,56037,2846,3679,18734863,18,227,20,1,28495,1,511,1,1916015,1,2328454,1,857062,1,231739,1,13360032,1,12534,1,643848,1,8587,4,528164,4,68773,4,4061054,4,7979611,8,11661197,120,375789,60,10641,1,53764,1,2745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15337,1,474,1,9570,1,4689,1,15811,1,9570,1,0,1,0,0,0,0,0,0,1278,1,4489,1,3803,1
43,18588600,4655,9570,33.34721,,0,14,10,120,67281,1212,3597,18521319,18,215,30,1,35008,1,140,1,1976272,1,2514976,1,857132,1,156774,1,12963073,1,17915,1,512073,1,8677,4,499288,4,65778,4,3998823,4,7830682,8,11436724,120,389185,48,3647,1,40258,1,2635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15071,1,491,1,9570,1,4655,1,15562,1,9570,1,0,1,0,0,0,0,0,0,1283,1,4672,1,3615,1
44,20499500,5072,9570,33.22561,,0,14,12,144,56405,1824,3988,20443095,18,215,180,1,28846,1,180,1,2087758,1,2570724,1,857733,1,186081,1,14699880,1,11713,1,563412,1,9799,4,588160,4,68513,4,4517669,4,8892461,8,13252785,144,153357,24,4489,1,49666,1,3888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17087,1,192,1,9570,1,5072,1,17279,1,9570,1,0,1,0,0,0,0,0,0,1383,1,4323,1,3864,1
45,20778600,5053,9570,33.10128,,0,14,12,144,86652,1573,4048,20691948,18,215,401,1,44476,1,100,1,2206518,1,2884242,1,857392,1,163928,1,14516895,1,17995,1,626114,1,12144,4,546309,4,66659,4,4443245,4,8749383,8,13059289,144,129291,24,5581,1,62682,1,3206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17008,1,164,1,9570,1,5053,1,17172,1,9570,1,0,1,0,0,0,0,0,0,907,1,3904,1,4759,1
46,19364300,4767,9570,32.974224,,0,14,11,132,56346,1453,4208,19307954,18,215,391,1,36000,1,140,1,2177181,1,2533251,1,857382,1,156183,1,13535292,1,12134,1,615002,1,8697,4,508406,4,66409,4,4140458,4,8128530,8,12087876,132,176903,36,4649,1,58193,1,3497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15752,1,224,1,9570,1,4767,1,15976,1,9570,1,0,1,0,0,0,0,0,0,905,1,4118,1,4547,1
47,19150100,4624,9570,32.844448,,0,14,11,132,57303,2034,3988,19092797,18,215,491,1,47482,1,160,1,2507993,1,2596294,1,857372,1,167154,1,12904199,1,11653,1,599823,1,9408,4,493367,4,65727,4,3949788,4,7735207,8,11563810,132,117197,36,4188,1,42011,1,2645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15050,1,148,1,9570,1,4624,1,15198,1,9570,1,0,1,0,0,0,0,0,0,967,1,4489,1,4114,1
