step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,7207200,4495,9570,35.998295,,0,9,9,108,194583,12455,4509,7012617,18,143,741,1,95513,1,371,1,714573,1,961587,1,254614,1,152017,1,4821176,1,12024,1,1370077,1,13638,4,657027,4,103429,4,813423,4,1484928,8,2293842,108,0,0,6583,1,356570,1,3046,1,0,0,0,0,0,0,680830,1,136786,1,18087,1,37195,1,71865,1,546874,1,52406,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,1241,1,0,1,0,1
1,5064600,4196,9570,35.993866,,0,8,8,96,50193,1383,2034,5014407,18,129,120,1,39560,1,70,1,580653,1,395829,1,254324,1,108399,1,3622345,1,13106,1,778192,1,12646,4,607347,4,79320,4,649361,4,1250986,8,1898314,96,0,0,5361,1,235095,1,2655,1,0,0,0,0,0,0,362953,1,15421,1,4329,1,9720,1,25882,1,509248,1,35462,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1,1241,1,0,1,0,1
2,4824400,4142,9570,35.986713,,0,8,8,96,43335,1543,2134,4781065,18,150,140,1,30261,1,60,1,517405,1,381931,1,254324,1,93338,1,3490930,1,12676,1,762460,1,12565,4,569801,4,79511,4,660504,4,1255105,8,1913474,96,0,0,5341,1,141516,1,2585,1,0,0,0,0,0,0,354546,1,20181,1,4289,1,23618,1,23608,1,436121,1,33387,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1,1240,1,1,1,1,1
3,4572000,4111,9570,35.976837,,0,8,8,96,35228,1413,2034,4536772,18,150,50,1,29940,1,50,1,477534,1,344546,1,254344,1,87587,1,3331919,1,10802,1,741287,1,12395,4,573679,4,77146,4,613729,4,1176055,8,1787750,96,0,0,5311,1,128299,1,2605,1,0,0,0,0,0,0,320607,1,16944,1,4078,1,5571,1,22666,1,417563,1,29730,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1,1240,1,1,1,0,1
4,4781400,4100,9570,35.964233,,0,8,8,96,35766,1383,4229,4745634,18,150,90,1,24429,1,40,1,459238,1,337431,1,254173,1,86665,1,3572585,1,10982,1,746688,1,12786,4,572316,4,78919,4,670855,4,1344716,8,2011342,96,0,0,5331,1,136997,1,2595,1,0,0,0,0,0,0,314064,1,16594,1,3908,1,4860,1,21544,1,407313,1,25351,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1,1240,1,1,1,0,1
5,4652700,4087,9570,35.948902,,0,8,8,96,36227,1212,3908,4616473,18,150,40,1,25000,1,50,1,456973,1,339626,1,254314,1,89381,1,3440318,1,10772,1,736878,1,12886,4,565983,4,77416,4,645133,4,1257900,8,1899125,96,0,0,7064,1,133189,1,2655,1,0,0,0,0,0,0,315076,1,17886,1,3778,1,4800,1,21834,1,404767,1,25331,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1,1240,1,1,1,0,1
6,4565900,4079,9570,35.93085,,0,8,8,96,35911,1403,3948,4529989,18,150,140,1,24279,1,90,1,453175,1,345598,1,254173,1,88759,1,3351508,1,12265,1,747840,1,12335,4,568698,4,77396,4,622076,4,1189362,8,1807490,96,0,0,5331,1,124411,1,2655,1,0,0,0,0,0,0,322141,1,16694,1,3778,1,4880,1,21283,1,401651,1,25221,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1,1240,1,1,1,0,1
7,4708100,4073,9570,35.910072,,0,8,8,96,35223,1212,4339,4672877,18,150,10,1,24449,1,40,1,456452,1,347812,1,254314,1,89050,1,3489888,1,10862,1,742269,1,12686,4,571404,4,77446,4,665724,4,1282149,8,1943535,96,0,0,5341,1,128980,1,2675,1,0,0,0,0,0,0,323604,1,17485,1,3808,1,4900,1,21824,1,404246,1,25301,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
8,4688800,4066,9570,35.88657,,0,8,8,96,35713,1303,2224,4653087,18,150,20,1,24369,1,30,1,457334,1,347973,1,254304,1,86274,1,3471861,1,10922,1,753151,1,12034,4,570632,4,77266,4,653610,4,1267780,8,1919166,96,0,0,5341,1,128129,1,2615,1,0,0,0,0,0,0,325347,1,15822,1,3918,1,4850,1,22736,1,404206,1,25321,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
9,4646800,4061,9570,35.86034,,0,8,8,96,43363,1293,2105,4603437,18,150,150,1,30351,1,70,1,496142,1,346881,1,254424,1,88128,1,3376318,1,10972,1,749203,1,12375,4,573709,4,77817,4,624842,4,1199242,8,1821979,96,0,0,5381,1,129812,1,2645,1,0,0,0,0,0,0,322972,1,17064,1,3858,1,10892,1,21924,1,432283,1,30652,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1,1240,1,1,1,0,1
