step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,8838900,4495,9570,35.998295,1240,0,9,9,108,87108,18526,8517,8751792,16,160,972,1,147857,1,190,1,2647444,1,1282958,1,225317,1,4424350,1,22704,1,965412,1,32052,4,634571,4,90636,4,927188,4,1664568,8,2583239,108,0,0,9508,1,57491,1,4699,1,9468,1,1673,2,8557,1,841883,1,167535,1,108871,1,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,0,0,0,0,0,0,0,1,0,1,9570,1
1,6858600,4196,9570,35.993866,1240,0,8,8,96,34967,1984,2586,6823633,16,149,230,1,49807,1,130,1,2492173,1,443871,1,88672,1,3736446,1,12304,1,569474,1,16432,4,595174,4,86778,4,848916,4,1563031,8,2409362,96,0,0,6042,1,32102,1,3086,1,4058,1,1393,2,7975,1,404214,1,27353,1,4358,1,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1,0,0,0,0,0,0,0,1,5075,1,4495,1
2,6025800,4142,9570,35.986713,1240,0,8,8,96,37096,3958,2525,5988704,16,149,150,1,29297,1,50,1,2038283,1,391339,1,90986,1,3426445,1,12154,1,377472,1,14558,4,537613,4,91217,4,788509,4,1546529,8,2332513,96,0,0,6282,1,44186,1,3717,1,3988,1,1433,2,6984,1,350660,1,25089,1,6442,1,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1,0,0,0,0,0,0,0,1,5157,1,4413,1
3,6208800,4111,9570,35.976837,1240,0,8,8,96,40378,4288,2916,6168422,16,149,90,1,27664,1,20,1,2159839,1,529166,1,89924,1,3349826,1,11893,1,389686,1,13135,4,531320,4,85456,4,791635,4,1475842,8,2264561,96,0,0,3958,1,39276,1,3357,1,4158,1,1413,2,6302,1,486664,1,27203,1,4980,1,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1,0,0,0,0,0,0,0,1,5389,1,4181,1
4,5983900,4100,9570,35.964233,1240,0,8,8,96,35264,1493,5431,5948636,16,149,90,1,29808,1,100,1,2071698,1,427729,1,88381,1,3318756,1,12073,1,356471,1,12344,4,490471,4,93411,4,774432,4,1532752,8,2301753,96,0,0,6763,1,35739,1,3166,1,4539,1,1423,2,5751,1,392301,1,22233,1,4409,1,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1,0,0,0,0,0,0,0,1,5440,1,4130,1
5,5825500,4087,9570,35.948902,1240,0,8,8,96,38858,1553,4579,5786642,16,149,110,1,28746,1,230,1,2107908,1,410216,1,88091,1,3140009,1,11332,1,346602,1,12043,4,492325,4,91437,4,740416,4,1408992,8,2144829,96,0,0,5801,1,26752,1,3296,1,3787,1,1333,2,5671,1,372041,1,25309,1,3878,1,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1,0,0,0,0,0,0,0,1,5459,1,4111,1
6,6713900,4079,9570,35.93085,1240,0,8,8,96,52947,1773,6633,6660953,16,149,361,1,36000,1,150,1,2422217,1,546686,1,149149,1,3494527,1,11863,1,453209,1,15580,4,615524,4,94794,4,748031,4,1512964,8,2254362,96,0,0,5791,1,28986,1,3357,1,5090,1,1944,2,7485,1,462532,1,65377,1,5942,1,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1,0,0,0,0,0,0,0,1,5474,1,4096,1
7,6235300,4073,9570,35.910072,1240,0,8,8,96,39855,1513,2726,6195445,16,149,90,1,27784,1,140,1,2243080,1,544336,1,83973,1,3283778,1,12264,1,391429,1,14248,4,542041,4,91357,4,737019,4,1449020,8,2183314,96,0,0,6432,1,34427,1,3116,1,3988,1,3036,2,6152,1,494850,1,36140,1,3767,1,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1,0,0,0,0,0,0,0,1,5484,1,4086,1
8,5960800,4066,9570,35.88657,1240,0,8,8,96,39817,1483,2455,5920983,16,149,200,1,30068,1,50,1,2067179,1,619812,1,108180,1,3082829,1,12665,1,393363,1,12274,4,511462,4,82390,4,687874,4,1342113,8,2027532,96,0,0,5581,1,31010,1,3236,1,4669,1,1363,2,6012,1,575887,1,28996,1,5020,1,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1,0,0,0,0,0,0,0,1,5493,1,4077,1
9,6245200,4061,9570,35.86034,1240,0,8,8,96,41289,1874,2595,6203911,16,149,281,1,34998,1,80,1,2061498,1,448520,1,102078,1,3544464,1,11993,1,359247,1,14087,4,631755,4,91628,4,808388,4,1583321,8,2389113,96,0,0,5921,1,33335,1,3056,1,4569,1,1413,2,5871,1,408422,1,26361,1,3797,1,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1,0,0,0,0,0,0,0,1,5502,1,4068,1
