Frame, Time (ms)
0, 19.9179
1, 2.2537
2, 2.0427
3, 1.9799
4, 1.9631
5, 1.9715
6, 1.9528
7, 2.0943
8, 2.2093
9, 2.0146
10, 2.0799
11, 1.9686
12, 1.9586
13, 1.9578
14, 1.9635
15, 1.9557
16, 1.9745
17, 2.1377
18, 1.9943
19, 3.2064
20, 2.7461
21, 2.9322
22, 3.1883
23, 3.3239
24, 3.0068
25, 2.7711
26, 2.6567
27, 3.9803
28, 4.3434
29, 6.4616
30, 5.7194
31, 4.8704
32, 3.9049
33, 4.8366
34, 7.1476
35, 7.8185
36, 7.1109
37, 5.7695
38, 5.8883
39, 8.5665
40, 8.512
41, 8.1388
42, 6.6671
43, 7.063
44, 9.7044
45, 8.1657
46, 8.8858
47, 9.0813
48, 9.9367
49, 7.0528
50, 9.2313
51, 9.3316
52, 10.1743
53, 8.0824
54, 8.4744
55, 9.2982
56, 9.8744
57, 8.2755
58, 8.7073
59, 8.5564
60, 7.5457
61, 8.7108
62, 7.8342
63, 6.8291
64, 7.6492
65, 7.2961
66, 6.62
67, 7.1138
68, 6.8245
69, 6.367
70, 6.7672
71, 6.5916
72, 6.4513
73, 6.672
74, 6.398
75, 6.2233
76, 6.1468
77, 6.3316
78, 6.0227
79, 5.8991
80, 5.6677
81, 5.6335
82, 5.8133
83, 5.6438
84, 5.6268
85, 5.7576
86, 5.6652
87, 5.5789
88, 5.6573
89, 5.5726
90, 5.5212
91, 5.5956
92, 5.746
93, 5.7055
94, 5.6637
95, 5.6089
96, 5.5462
97, 5.4366
98, 5.48
99, 5.4766
100, 5.5561
101, 5.622
102, 5.5826
103, 5.5403
104, 5.5149
105, 5.6813
106, 5.5411
107, 5.4963
108, 5.5163
109, 5.4241
110, 5.4755
111, 5.5197
112, 5.6246
113, 5.5284
114, 5.4717
115, 5.5633
116, 5.6749
117, 5.4285
118, 5.4234
119, 5.4639
120, 5.4866
121, 5.4809
122, 5.7024
123, 5.4619
124, 5.471
125, 5.5311
126, 5.6648
127, 5.5116
128, 5.6135
129, 5.4402
130, 5.4445
131, 5.6193
132, 5.4307
133, 5.4445
134, 5.6224
135, 5.4762
136, 5.5403
137, 5.4573
138, 5.4842
139, 5.5509
140, 5.5951
141, 5.5821
142, 5.764
143, 5.5197
144, 5.5936
145, 5.5358
146, 5.5133
147, 5.4174
148, 5.5417
149, 5.4373
150, 5.5097
151, 5.4421
152, 5.4589
153, 5.4471
154, 5.4787
155, 5.4133
156, 5.436
157, 5.4888
158, 5.6413
159, 5.8225
160, 5.6388
161, 5.4556
162, 5.6572
163, 5.4348
164, 5.4537
165, 5.4399
166, 5.4174
167, 5.3898
168, 5.4855
169, 5.4014
170, 5.4488
171, 5.4727
172, 5.4715
173, 5.4157
174, 5.5142
175, 5.5258
176, 5.4893
177, 5.4985
178, 5.4746
179, 5.6745
180, 5.504
181, 5.3711
182, 5.6164
183, 5.5258
184, 5.483
185, 5.675
186, 5.5334
187, 5.4658
188, 5.5602
189, 5.4498
190, 5.4958
191, 5.4556
192, 5.5549
193, 5.5224
194, 5.6215
195, 5.5597
196, 5.6944
197, 6.1769
198, 5.5156
199, 5.6121
200, 5.6456
