step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,5974500,8555,9570,28.99835,1240,0,16,16,192,53117,17123,8617,5921383,16,252,952,1,169376,1,271,1,522796,1,1656447,1,340585,1,3216339,1,14618,1,1094857,1,14758,4,593522,4,92057,4,462069,4,855676,8,1309129,192,0,0,13225,1,53954,1,4008,1,7685,1,1393,2,6012,1,1271597,1,221747,1,42692,1,36711,1,76237,1,357037,1,50347,1,34220,1,0,1,9570,1,8555,1,34220,1,9570,1,48,1,1241,1,0,1,0,1,0,1,0,1,9570,1
1,3344800,5881,9570,28.995977,1240,0,16,13,156,33288,1393,5711,3311512,16,252,150,1,40418,1,30,1,320697,1,612358,1,168244,1,2157992,1,11622,1,559386,1,12183,4,399168,4,88039,4,342770,4,695508,8,974816,156,57751,36,7334,1,37392,1,2956,1,3887,1,1433,2,6543,1,551110,1,26942,1,15520,1,8146,1,24046,1,243609,1,44606,1,18320,1,220,1,9570,1,5881,1,18540,1,9570,1,48,1,1241,1,0,1,0,1,3584,1,1015,1,4971,1
2,3547600,6836,9570,28.994898,1240,0,16,14,168,35633,1513,6894,3511967,16,252,70,1,29296,1,40,1,300799,1,578673,1,192430,1,2398295,1,12364,1,579846,1,13676,4,482428,4,83370,4,405731,4,755203,8,1070720,168,83320,24,7314,1,55126,1,2906,1,4248,1,1503,2,5430,1,506695,1,26521,1,22203,1,13867,1,23625,1,234391,1,27453,1,22023,1,361,1,9570,1,6836,1,22384,1,9570,1,48,1,1240,1,1,1,1,1,1991,1,1364,1,6215,1
3,3477600,6824,9570,28.994986,1240,0,16,14,168,31489,1413,6052,3446111,16,252,90,1,26551,1,90,1,280640,1,577972,1,189094,1,2360332,1,11342,1,565588,1,13706,4,472118,4,82469,4,389650,4,769050,8,1092602,168,60046,24,8156,1,44977,1,3336,1,3687,1,1353,2,4829,1,508388,1,28505,1,13857,1,4729,1,22583,1,224783,1,28385,1,21641,1,278,1,9570,1,6824,1,21919,1,9570,1,48,1,1240,1,1,1,0,1,2987,1,1643,1,4940,1
4,3215200,6785,9570,28.995104,1240,0,16,14,168,39159,1553,7034,3176041,16,252,140,1,30499,1,50,1,300508,1,246404,1,215465,1,2372345,1,10630,1,546902,1,13837,4,480925,4,101155,4,386995,4,770573,8,1104054,168,46479,24,8947,1,48393,1,2876,1,3928,1,1413,2,4849,1,189765,1,28815,1,7374,1,12073,1,24367,1,232948,1,30689,1,20995,1,186,1,9570,1,6785,1,21181,1,9570,1,48,1,1240,1,1,1,0,1,6965,1,1922,1,683,1
5,3223500,6898,9570,28.994875,1240,0,16,14,168,34118,1513,4459,3189382,16,252,160,1,30829,1,80,1,286571,1,238203,1,197019,1,2424926,1,11592,1,567261,1,14217,4,519369,4,88530,4,396984,4,765483,8,1096981,168,61027,24,8697,1,45928,1,4899,1,3837,1,2064,2,6142,1,182867,1,29146,1,6092,1,4819,1,22914,1,229361,1,29116,1,21146,1,246,1,9570,1,6898,1,21392,1,9570,1,48,1,1240,1,1,1,0,1,7282,1,1916,1,372,1
6,3229800,6945,9570,28.994629,1240,0,16,14,168,49411,1483,4459,3180389,16,252,100,1,26371,1,471,1,284006,1,269759,1,244330,1,2343018,1,12334,1,504711,1,14919,4,473942,4,91376,4,383257,4,793867,8,1104525,168,68141,24,5701,1,57811,1,3186,1,3707,1,1383,2,7675,1,187551,1,45798,1,10089,1,4809,1,25229,1,226536,1,27252,1,21376,1,293,1,9570,1,6945,1,21669,1,9570,1,48,1,1240,1,1,1,0,1,7417,1,1913,1,240,1
7,3129200,6928,9570,28.99459,1240,0,16,14,168,32432,1363,4479,3096768,16,252,40,1,26371,1,110,1,273687,1,234431,1,189084,1,2360632,1,12414,1,555829,1,14738,4,485224,4,87609,4,383498,4,755013,8,1061261,168,72770,24,7895,1,52711,1,4599,1,3757,1,1413,2,6983,1,175848,1,34005,1,5611,1,5110,1,22183,1,217859,1,28355,1,21387,1,296,1,9570,1,6928,1,21683,1,9570,1,48,1,1240,1,1,1,0,1,7472,1,1891,1,207,1
8,3166600,6912,9570,28.994543,1240,0,16,14,168,36638,1563,4910,3129962,16,252,70,1,31140,1,40,1,283145,1,237898,1,221907,1,2344351,1,11412,1,506985,1,13817,4,485133,4,95183,4,390702,4,774901,8,1086771,168,73922,24,7605,1,52541,1,2935,1,3757,1,1393,2,7835,1,168975,1,26361,1,7394,1,4799,1,21461,1,226726,1,29827,1,21357,1,304,1,9570,1,6912,1,21661,1,9570,1,48,1,1240,1,1,1,0,1,7530,1,1870,1,170,1
9,3096700,6950,9570,28.99441,1240,0,16,15,180,31332,1372,3998,3065368,16,252,80,1,26701,1,50,1,289186,1,206698,1,189234,1,2341936,1,11482,1,489832,1,13897,4,497968,4,95905,4,417573,4,753810,8,1142739,180,24647,12,9719,1,48002,1,2916,1,3797,1,1403,2,5741,1,153846,1,25950,1,5791,1,7534,1,24597,1,229071,1,27793,1,21690,1,87,1,9570,1,6950,1,21777,1,9570,1,48,1,1240,1,1,1,0,1,7573,1,1854,1,143,1
