step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
0,5659900,4495,9570,35.998295,,0,9,9,108,104965,8326,2735,5554935,16,153,1202,1,122252,1,301,1,2092919,1,994807,1,184375,1,2143659,1,15420,1,657170,1,14338,4,577783,4,104136,4,261367,4,485019,8,743651,108,0,0,5691,1,27013,1,2816,1,0,0,0,0,0,0,716948,1,147402,1,19108,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1
1,4413900,4196,9570,35.993866,,0,8,8,96,40201,1222,2055,4373699,16,142,180,1,50259,1,120,1,2154090,1,439529,1,91812,1,1624222,1,13487,1,357848,1,13527,4,496121,4,90699,4,224464,4,408368,8,630777,96,0,0,3968,1,25370,1,2635,1,0,0,0,0,0,0,411654,1,18477,1,5210,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1
2,3954900,4142,9570,35.986713,,0,8,8,96,36341,2765,1594,3918559,16,142,50,1,25050,1,110,1,1900007,1,436553,1,87192,1,1456090,1,13507,1,300905,1,11743,4,483045,4,79287,4,194264,4,353960,8,546630,96,0,0,3176,1,24338,1,2605,1,0,0,0,0,0,0,407426,1,19759,1,5090,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1
3,3842900,4111,9570,35.976837,,0,8,8,96,31182,1012,3067,3811718,16,142,40,1,24819,1,110,1,1878515,1,390081,1,85750,1,1419577,1,12825,1,284623,1,11503,4,476703,4,78666,4,189214,4,349521,8,535669,96,0,0,2806,1,22885,1,2645,1,0,0,0,0,0,0,364260,1,17084,1,5000,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1
4,3895900,4100,9570,35.964233,,0,8,8,96,33752,932,3227,3862148,16,142,90,1,24849,1,30,1,1890058,1,413638,1,84026,1,1436551,1,12906,1,283841,1,11853,4,476041,4,78746,4,202801,4,354992,8,554566,96,0,0,2836,1,21903,1,2605,1,0,0,0,0,0,0,386985,1,17885,1,4900,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1
5,3868500,4087,9570,35.948902,,0,8,8,96,32394,972,2717,3836106,16,142,30,1,24498,1,30,1,1884457,1,383569,1,84046,1,1446551,1,12926,1,281817,1,11613,4,477083,4,78455,4,203302,4,365894,8,566479,96,0,0,2886,1,21943,1,2585,1,0,0,0,0,0,0,357677,1,17485,1,4709,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1
6,3896000,4079,9570,35.93085,,0,8,8,96,32620,902,1504,3863380,16,142,20,1,24699,1,70,1,1894707,1,391825,1,88345,1,1450859,1,12855,1,280184,1,11493,4,475420,4,78155,4,208502,4,369060,8,576059,96,0,0,2866,1,21633,1,2645,1,0,0,0,0,0,0,366264,1,16913,1,4850,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1
7,3930700,4073,9570,35.910072,,0,8,8,96,35938,962,1464,3894762,16,142,10,1,24789,1,20,1,1918674,1,390402,1,91040,1,1456951,1,12875,1,280475,1,11974,4,477584,4,78636,4,204314,4,375543,8,578393,96,0,0,2796,1,22084,1,2585,1,0,0,0,0,0,0,365242,1,16833,1,4629,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1
8,3936100,4066,9570,35.88657,,0,8,8,96,30967,1002,1573,3905133,16,142,110,1,25019,1,30,1,1900298,1,414510,1,89968,1,1462152,1,13046,1,278982,1,11553,4,479278,4,78816,4,204013,4,380783,8,583223,96,0,0,2826,1,22294,1,2605,1,0,0,0,0,0,0,388819,1,16913,1,4980,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1
9,4130400,4061,9570,35.86034,,0,8,8,96,40567,1433,1624,4089833,16,142,160,1,30360,1,80,1,1908174,1,420617,1,108244,1,1609272,1,12926,1,350233,1,12865,4,541461,4,87142,4,211468,4,374290,8,584134,96,0,0,3046,1,24579,1,2755,1,0,0,0,0,0,0,392651,1,18346,1,6042,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1
