step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,19240500,4495,9570,35.998295,,0,9,9,108,134702,5521,5140,19105798,18,159,802,1,111806,1,240,1,570925,1,2554865,1,889872,1,131835,1,14831566,1,13887,1,1333902,1,9589,4,656090,4,64685,4,4144832,4,8126869,8,12266561,108,0,0,6332,1,479849,1,3898,1,0,0,0,0,0,0,0,0,0,0,0,0,27854,1,59696,1,437888,1,43404,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,1241,1,0,1,0,1
1,16796000,4196,9570,35.993866,,0,8,8,96,229697,1773,3617,16566303,18,147,180,1,41370,1,110,1,602847,1,2295823,1,890043,1,93711,1,12631007,1,11212,1,840467,1,7815,4,576115,4,63603,4,3685633,4,7188152,8,10870169,96,0,0,5741,1,259041,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,6342,1,29377,1,540757,1,25850,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,1241,1,0,1,0,1
2,17287600,4142,9570,35.986713,,0,8,8,96,145492,2966,8086,17142108,18,147,250,1,29637,1,50,1,602877,1,2667984,1,890193,1,112738,1,12824130,1,14248,1,1213759,1,20450,4,565454,4,63413,4,3595228,4,7070154,8,10657297,96,0,0,5320,1,284140,1,3246,1,0,0,0,0,0,0,0,0,0,0,0,0,26151,1,29738,1,513544,1,32703,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,1240,1,1,1,1,1
3,16580000,4111,9570,35.976837,,0,8,8,96,371630,2044,6473,16208370,18,147,621,1,30429,1,1192,1,593128,1,2354487,1,889962,1,107508,1,12217787,1,13256,1,917666,1,7344,4,562990,4,62531,4,3544911,4,6959810,8,10498249,96,0,0,5240,1,152565,1,2685,1,0,0,0,0,0,0,0,0,0,0,0,0,8116,1,35419,1,517441,1,31321,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,1240,1,1,1,0,1
4,16473100,4100,9570,35.964233,,0,8,8,96,272224,4679,3116,16200876,18,147,190,1,29627,1,70,1,595653,1,2466945,1,889822,1,87850,1,12116992,1,13727,1,760602,1,7595,4,563370,4,62210,4,3524812,4,6922879,8,10444575,96,0,0,6703,1,260264,1,3878,1,0,0,0,0,0,0,0,0,0,0,0,0,13095,1,31792,1,518504,1,30569,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,1240,1,1,1,0,1
5,16762500,4087,9570,35.948902,,0,8,8,96,183482,1413,6994,16579018,18,147,140,1,30048,1,180,1,584862,1,2549945,1,889952,1,105404,1,12403085,1,15400,1,903569,1,9809,4,572418,4,63854,4,3606029,4,7098238,8,10697274,96,0,0,5641,1,138789,1,3326,1,0,0,0,0,0,0,0,0,0,0,0,0,6463,1,30609,1,516880,1,30529,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,1240,1,1,1,0,1
6,16556700,4079,9570,35.93085,,0,8,8,96,71504,1633,3748,16485196,18,147,170,1,36571,1,100,1,599069,1,2377902,1,889972,1,86087,1,12481367,1,13957,1,863611,1,7525,4,579231,4,63483,4,3602913,4,7112045,8,10711211,96,0,0,5300,1,242730,1,2896,1,0,0,0,0,0,0,0,0,0,0,0,0,6432,1,34477,1,526098,1,31240,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,1240,1,1,1,0,1
7,16187500,4073,9570,35.910072,,0,8,8,96,72651,1303,3607,16114849,18,147,160,1,29738,1,80,1,584261,1,2467025,1,889792,1,83963,1,12043900,1,15931,1,757095,1,7274,4,553521,4,62190,4,3527197,4,6991983,8,10515572,96,0,0,5340,1,135452,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,6382,1,29016,1,516870,1,31601,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,1240,1,1,1,0,1
8,16003500,4066,9570,35.88657,,0,8,8,96,47187,1282,3006,15956313,18,147,120,1,24818,1,60,1,458728,1,2283660,1,889842,1,86347,1,12201165,1,11572,1,734702,1,7334,4,558912,4,62351,4,3548207,4,7014767,8,10559968,96,0,0,5390,1,264632,1,3587,1,0,0,0,0,0,0,0,0,0,0,0,0,5040,1,22694,1,406407,1,24367,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,1240,1,1,1,0,1
9,16150900,4061,9570,35.86034,,0,8,8,96,44306,1653,3186,16106594,18,147,40,1,27633,1,40,1,458077,1,2308649,1,889882,1,84223,1,12326868,1,11182,1,780350,1,7575,4,571286,4,63473,4,3622742,4,7119519,8,10739075,96,0,0,7074,1,150010,1,3186,1,0,0,0,0,0,0,0,0,0,0,0,0,5010,1,21221,1,404954,1,26702,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,1240,1,1,1,0,1
10,16299300,4053,9570,35.831387,,0,8,8,96,67023,1102,3587,16232277,18,147,240,1,23726,1,70,1,456744,1,2347303,1,889792,1,88421,1,12411913,1,14067,1,739952,1,7474,4,568861,4,63433,4,3625777,4,7113097,8,10735287,96,0,0,7084,1,280393,1,4739,1,0,0,0,0,0,0,0,0,0,0,0,0,5160,1,22073,1,404062,1,25229,1,15690,1,0,1,9570,1,4053,1,15690,1,9570,1,0,1,1240,1,1,1,0,1
11,16342800,4054,9570,35.79971,,0,8,8,96,72570,2044,3978,16270230,18,147,271,1,30840,1,100,1,583960,1,2388964,1,889902,1,87069,1,12271361,1,17764,1,761163,1,7785,4,570274,4,63824,4,3645706,4,7068811,8,10710539,96,0,0,5170,1,144029,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,6583,1,29848,1,515658,1,31371,1,15715,1,0,1,9570,1,4054,1,15715,1,9570,1,0,1,1240,1,1,1,0,1
12,16169500,4056,9570,35.765305,,0,8,8,96,132181,1303,3497,16037319,18,147,140,1,34196,1,70,1,571656,1,2277398,1,889762,1,90655,1,12162279,1,11162,1,754300,1,7304,4,563360,4,62621,4,3587824,4,6986732,8,10571060,96,0,0,5310,1,190489,1,3036,1,0,0,0,0,0,0,0,0,0,0,0,0,6032,1,30709,1,503825,1,30750,1,15716,1,0,1,9570,1,4056,1,15716,1,9570,1,0,1,1240,1,1,1,0,1
