step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,3944900,4495,9570,35.998295,,0,9,9,108,83651,6983,4499,3861249,16,163,3136,1,150167,1,281,1,517390,1,1020593,1,224419,1,1933771,1,11492,1,794831,1,16431,4,312889,4,94922,4,235411,4,418741,8,649653,108,0,0,4929,1,45828,1,2805,1,0,0,0,0,0,0,655244,1,138695,1,89391,1,38223,1,79642,1,346373,1,50146,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,1241,1,0,1,0,1,0,1,0,1,9570,1
1,2216800,4196,9570,35.993866,,0,8,8,96,37790,1292,1623,2179010,16,152,30,1,45387,1,120,1,338919,1,357153,1,89451,1,1337379,1,10570,1,392621,1,11412,4,276419,4,78490,4,196085,4,352935,8,547398,96,0,0,2685,1,22824,1,2615,1,0,0,0,0,0,0,321816,1,20599,1,5290,1,9158,1,27913,1,249768,1,51649,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1,1241,1,0,1,0,1,0,1,5075,1,4495,1
2,1983800,4142,9570,35.986713,,0,8,8,96,31273,1092,1564,1952527,16,152,30,1,27402,1,20,1,288743,1,316646,1,85123,1,1223942,1,10620,1,285767,1,11622,4,272912,4,78681,4,193150,4,352284,8,543870,96,0,0,2655,1,23174,1,2605,1,0,0,0,0,0,0,284344,1,16692,1,5190,1,15129,1,21902,1,222386,1,29096,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1,1240,1,1,1,1,1,0,1,5157,1,4413,1
3,1943800,4111,9570,35.976837,,0,8,8,96,29987,1062,3257,1913813,16,152,80,1,27453,1,50,1,272772,1,304934,1,83099,1,1214725,1,10700,1,279775,1,11863,4,272471,4,79252,4,192027,4,350280,8,539051,96,0,0,2625,1,22744,1,2625,1,0,0,0,0,0,0,274115,1,16962,1,4879,1,4899,1,21561,1,216855,1,29246,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1,1240,1,1,1,0,1,0,1,5389,1,4181,1
4,2075000,4100,9570,35.964233,,0,8,8,96,31179,1272,5611,2043821,16,152,90,1,27673,1,70,1,265729,1,304262,1,84231,1,1351156,1,10610,1,277541,1,15650,4,286679,4,81586,4,211415,4,448749,8,654553,96,0,0,2715,1,22954,1,2595,1,0,0,0,0,0,0,273724,1,16972,1,4859,1,4829,1,20880,1,210874,1,28965,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1,1240,1,1,1,0,1,0,1,5440,1,4130,1
5,1936900,4087,9570,35.948902,,0,8,8,96,30221,1202,6202,1906679,16,152,120,1,27733,1,20,1,265628,1,301597,1,85514,1,1215426,1,10640,1,277140,1,12023,4,271409,4,78851,4,189954,4,357985,8,541736,96,0,0,2625,1,21681,1,2555,1,0,0,0,0,0,0,269907,1,17924,1,4819,1,4949,1,21421,1,210142,1,28925,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1,1240,1,1,1,0,1,0,1,5459,1,4111,1
6,1924200,4079,9570,35.93085,,0,8,8,96,31388,1032,3096,1892812,16,152,90,1,27663,1,40,1,261410,1,296087,1,83390,1,1213512,1,10620,1,274636,1,11522,4,271159,4,78701,4,195143,4,354078,8,546125,96,0,0,2665,1,22022,1,2555,1,0,0,0,0,0,0,265508,1,16912,1,4829,1,4819,1,21140,1,206716,1,28545,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1,1240,1,1,1,0,1,0,1,5474,1,4096,1
7,1935000,4073,9570,35.910072,,0,8,8,96,32589,1092,1674,1902411,16,152,90,1,26912,1,30,1,258114,1,304312,1,83590,1,1218752,1,10610,1,277371,1,11632,4,272942,4,79031,4,193921,4,355711,8,547958,96,0,0,2615,1,21842,1,2595,1,0,0,0,0,0,0,273012,1,17794,1,4809,1,4859,1,20720,1,203439,1,28915,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1,1240,1,1,1,0,1,0,1,5484,1,4086,1
8,1929900,4066,9570,35.88657,,0,8,8,96,31417,1052,1764,1898483,16,152,110,1,28074,1,30,1,265418,1,298652,1,82919,1,1212370,1,10911,1,276850,1,11903,4,271740,4,79091,4,191627,4,352976,8,542838,96,0,0,2635,1,21832,1,2665,1,0,0,0,0,0,0,268564,1,16532,1,4929,1,4799,1,21070,1,210333,1,29076,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1,1240,1,1,1,0,1,0,1,5493,1,4077,1
9,1962000,4061,9570,35.86034,,0,8,8,96,31345,1172,1794,1930655,16,152,110,1,27463,1,20,1,266320,1,312959,1,83059,1,1230044,1,10680,1,277501,1,12103,4,273574,4,78941,4,197378,4,362724,8,558308,96,0,0,2565,1,21501,1,2585,1,0,0,0,0,0,0,282921,1,16592,1,4739,1,4869,1,21100,1,211064,1,29106,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1,1240,1,1,1,0,1,0,1,5502,1,4068,1
