step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,7675500,4495,9570,35.998295,,0,9,9,108,87947,6312,5311,7587553,18,162,1503,1,180086,1,391,1,677468,1,985977,1,252579,1,139335,1,5337810,1,12404,1,1398191,1,15030,4,667869,4,86942,4,924876,4,1782961,8,2702526,108,0,0,8637,1,443756,1,3236,1,0,0,0,0,0,0,664743,1,133674,1,66742,1,40680,1,85629,1,495088,1,52804,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,1241,1,0,1,0,1
1,5489400,4196,9570,35.993866,,0,8,8,96,45560,1653,2986,5443840,18,150,421,1,42223,1,210,1,493394,1,500979,1,252408,1,95058,1,4047723,1,11423,1,853445,1,12605,4,581518,4,84777,4,735723,4,1477017,8,2209753,96,0,0,9539,1,288309,1,3136,1,0,0,0,0,0,0,450890,1,40871,1,4649,1,5621,1,25581,1,432113,1,27194,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1,1241,1,0,1,0,1
2,5354500,4142,9570,35.986713,,0,8,8,96,50627,2435,3447,5303873,18,129,190,1,25821,1,80,1,492002,1,436632,1,252328,1,116330,1,3965500,1,14990,1,926720,1,14489,4,624383,4,90409,4,702828,4,1339595,8,2038976,96,0,0,10070,1,251457,1,3116,1,0,0,0,0,0,0,396483,1,32705,1,4339,1,20310,1,25520,1,416011,1,29548,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1,1240,1,1,1,1,1
3,4985300,4111,9570,35.976837,,0,8,8,96,42560,1934,2946,4942740,18,150,361,1,31943,1,150,1,486561,1,429378,1,252198,1,91491,1,3639647,1,11012,1,764540,1,13086,4,581198,4,89537,4,685754,4,1323373,8,2006182,96,0,0,9449,1,168092,1,2685,1,0,0,0,0,0,0,385622,1,36131,1,4248,1,6653,1,26843,1,415220,1,34678,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1,1240,1,1,1,0,1
4,5400000,4100,9570,35.964233,,0,8,8,96,41759,1914,5391,5358241,18,150,50,1,30801,1,60,1,477723,1,397826,1,252218,1,90258,1,4096790,1,12515,1,798086,1,13427,4,584634,4,87022,4,804899,4,1460223,8,2259732,96,0,0,8857,1,334220,1,3507,1,0,0,0,0,0,0,370522,1,20440,1,3918,1,6162,1,26522,1,415110,1,29188,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1,1240,1,1,1,0,1
5,5699300,4087,9570,35.948902,,0,8,8,96,47049,2435,5651,5652251,18,150,210,1,26893,1,230,1,474918,1,516370,1,252178,1,91982,1,4277547,1,11924,1,1170020,1,14158,4,584444,4,89226,4,746745,4,1426467,8,2167560,96,0,0,10661,1,230355,1,3036,1,0,0,0,0,0,0,458175,1,48255,1,4088,1,5832,1,28877,1,409659,1,29839,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1,1240,1,1,1,0,1
6,5094400,4079,9570,35.93085,,0,8,8,96,39318,1553,5070,5055082,18,150,281,1,26392,1,40,1,472583,1,454648,1,252308,1,91411,1,3745125,1,12294,1,785180,1,13607,4,578202,4,83254,4,697447,4,1339996,8,2032373,96,0,0,9238,1,233661,1,2986,1,0,0,0,0,0,0,410551,1,36733,1,3938,1,5551,1,26512,1,412024,1,27755,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1,1240,1,1,1,0,1
7,5030000,4073,9570,35.910072,,0,8,8,96,40848,1533,2946,4989152,18,150,60,1,26302,1,130,1,467333,1,411923,1,252198,1,89557,1,3730256,1,11392,1,775962,1,12865,4,582049,4,86100,4,729160,4,1357200,8,2083414,96,0,0,10020,1,172681,1,2685,1,0,0,0,0,0,0,374760,1,30260,1,3737,1,5872,1,26723,1,408076,1,26312,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
8,5108600,4066,9570,35.88657,,0,8,8,96,37196,1643,3186,5071404,18,150,100,1,25841,1,40,1,463976,1,396683,1,252228,1,89837,1,3830043,1,12655,1,917943,1,13116,4,590867,4,91110,4,677798,4,1305728,8,1980340,96,0,0,9318,1,219754,1,2765,1,0,0,0,0,0,0,363267,1,26633,1,3868,1,5872,1,23667,1,408016,1,26031,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
9,5171800,4061,9570,35.86034,,0,8,8,96,36249,1503,2625,5135551,18,150,150,1,27094,1,220,1,473685,1,408938,1,252228,1,89697,1,3871435,1,12104,1,784870,1,13076,4,587280,4,83375,4,737817,4,1469402,8,2204593,96,0,0,10260,1,181118,1,2735,1,0,0,0,0,0,0,369670,1,31162,1,4729,1,5641,1,24919,1,415040,1,27534,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1,1240,1,1,1,0,1
