step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,19570300,4495,9570,35.998295,,0,9,9,108,91103,6062,5952,19479197,16,154,902,1,133535,1,311,1,2244434,1,2906070,1,166208,1,14013711,1,14027,1,580200,1,12273,4,543199,4,68551,4,4299366,4,8461108,8,12754521,108,0,0,5701,1,34406,1,2845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0,0,1,0,1,9570,1
1,15508400,4300,9570,35.993866,,0,9,8,96,64242,3527,2805,15444158,16,154,351,1,38464,1,150,1,1974508,1,814699,1,123987,1,12477542,1,14458,1,395146,1,8416,4,509906,4,65646,4,3888389,4,7575774,8,11439446,96,21912,12,2775,1,25389,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16277,1,27,1,9570,1,4300,1,16304,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
2,15227100,4339,9570,35.986713,,0,9,8,96,76815,2054,10470,15150285,16,154,250,1,26681,1,80,1,1945893,1,626819,1,96725,1,12429510,1,24327,1,332837,1,9699,4,499365,4,66026,4,3873621,4,7603457,8,11436630,96,29977,12,8276,1,31540,1,2635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16269,1,36,1,9570,1,4339,1,16305,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
3,15250800,4335,9570,35.976837,,0,9,8,96,60408,5420,2946,15190392,16,154,240,1,35227,1,90,1,1955231,1,628032,1,94170,1,12463465,1,13937,1,331705,1,7895,4,510356,4,67349,4,3873751,4,7612805,8,11459244,96,24367,12,2946,1,47521,1,3717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16306,1,30,1,9570,1,4335,1,16336,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
4,15934900,4329,9570,35.964233,,0,9,8,96,67227,1463,9338,15867673,16,154,240,1,54023,1,160,1,2480896,1,619506,1,94481,1,12604420,1,13947,1,319481,1,9999,4,551475,4,70675,4,3857470,4,7755222,8,11578026,96,25328,12,3246,1,32763,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16296,1,31,1,9570,1,4329,1,16327,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
5,15263500,4324,9570,35.948902,,0,9,8,96,58811,4789,2595,15204689,16,154,170,1,27743,1,80,1,1945151,1,631598,1,92517,1,12493452,1,13977,1,345150,1,12304,4,522399,4,66988,4,3886265,4,7606483,8,11467449,96,22703,12,3807,1,42481,1,2785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16313,1,28,1,9570,1,4324,1,16341,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
6,15819100,4326,9570,35.93085,,0,9,8,96,54384,2685,3046,15764716,16,154,180,1,28294,1,140,1,1936976,1,780293,1,132223,1,12872032,1,14578,1,449871,1,9949,4,583226,4,66427,4,3888950,4,7816620,8,11676935,96,25589,12,3196,1,47591,1,3517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,31,1,9570,1,4326,1,16349,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
7,15194500,4319,9570,35.910072,,0,9,8,96,42231,1493,3587,15152269,16,154,100,1,27262,1,30,1,1916276,1,635145,1,93539,1,12465960,1,13957,1,350861,1,8146,4,500037,4,69423,4,3873070,4,7618466,8,11466107,96,21842,12,3447,1,37943,1,3076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16316,1,27,1,9570,1,4319,1,16343,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
8,15154200,4316,9570,35.88657,,0,9,8,96,37900,1403,2696,15116300,16,154,150,1,27673,1,271,1,1935583,1,630967,1,92597,1,12414922,1,14137,1,332606,1,8446,4,505267,4,66006,4,3872148,4,7594640,8,11442401,96,21692,12,4018,1,27513,1,2876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16293,1,27,1,9570,1,4316,1,16320,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
9,15120800,4312,9570,35.86034,,0,9,8,96,39657,1162,2786,15081143,16,154,40,1,27513,1,40,1,1928079,1,631067,1,91345,1,12389103,1,13957,1,311276,1,8486,4,502792,4,65716,4,3872088,4,7589440,8,11444074,96,14668,12,2835,1,32642,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16297,1,18,1,9570,1,4312,1,16315,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
