step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
10,16206900,4307,9570,35.831387,,0,9,8,96,97863,1222,2435,16109037,18,155,90,1,28187,1,110,1,2090380,1,731346,1,857050,1,113349,1,12271762,1,16764,1,271919,1,7245,4,504919,4,64380,4,3849961,4,7545371,8,11381745,96,11153,12,3477,1,20682,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300,1,14,1,9570,1,4307,1,16314,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
11,16116400,4307,9570,35.79971,,0,9,8,96,98937,1172,2285,16017463,18,155,50,1,27415,1,150,1,2028906,1,745846,1,856990,1,98679,1,12242773,1,16654,1,266648,1,7185,4,495480,4,64771,4,3842096,4,7540070,8,11371664,96,8217,12,3196,1,19620,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16310,1,10,1,9570,1,4307,1,16320,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
12,16345000,4306,9570,35.765305,,0,9,8,96,86401,952,2536,16258599,18,155,100,1,28267,1,110,1,2209460,1,804233,1,857090,1,97006,1,12245368,1,16964,1,271348,1,7315,4,495059,4,64671,4,3846134,4,7535782,8,11367866,96,11513,12,3166,1,18387,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16316,1,14,1,9570,1,4306,1,16330,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
13,16265100,4306,9570,35.728176,,0,9,8,96,101563,1303,2516,16163537,18,155,70,1,25922,1,110,1,2158507,1,745144,1,857000,1,98699,1,12261781,1,16303,1,264825,1,7275,4,499378,4,64620,4,3851685,4,7548086,8,11387175,96,10080,12,3196,1,18878,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16323,1,12,1,9570,1,4306,1,16335,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
14,16167100,4307,9570,35.688324,,0,9,8,96,98554,1152,2345,16068546,18,155,110,1,27245,1,120,1,2074217,1,742168,1,857090,1,98880,1,12251932,1,16784,1,276127,1,7195,4,495079,4,64651,4,3846424,4,7536784,8,11367917,96,12946,12,3186,1,18768,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16324,1,16,1,9570,1,4307,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
15,16096500,4306,9570,35.64575,,0,9,8,96,102896,1283,2556,15993604,18,155,80,1,28427,1,100,1,2082073,1,629501,1,857010,1,104962,1,12274657,1,16794,1,276027,1,8086,4,496312,4,64630,4,3854280,4,7548267,8,11385292,96,14700,12,3046,1,20141,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16319,1,18,1,9570,1,4306,1,16337,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
16,16117100,4303,9570,35.600445,,0,9,8,96,100800,1313,2435,16016300,18,155,100,1,27225,1,120,1,2032924,1,740535,1,857060,1,98809,1,12242773,1,16754,1,265917,1,6974,4,495761,4,64691,4,3849270,4,7534198,8,11366484,96,14549,12,3176,1,18888,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,18,1,9570,1,4303,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
17,16322900,4298,9570,35.552414,,0,9,8,96,94983,1152,2626,16227917,18,155,130,1,28387,1,110,1,2205432,1,743992,1,856990,1,98669,1,12280870,1,13337,1,264494,1,7134,4,494819,4,64791,4,3858779,4,7563848,8,11406995,96,13006,12,3106,1,19820,1,2926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16320,1,16,1,9570,1,4298,1,16336,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
18,16052200,4298,9570,35.501663,,0,9,8,96,56181,1232,2315,15996019,18,155,110,1,35542,1,90,1,2128707,1,606514,1,857090,1,93669,1,12257803,1,16493,1,267089,1,7044,4,495560,4,64620,4,3856154,4,7540601,8,11381414,96,13026,12,3166,1,19800,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,16,1,9570,1,4298,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
19,16244900,4297,9570,35.448185,,0,9,8,96,107245,1222,2525,16137655,18,155,50,1,28267,1,100,1,2120150,1,743491,1,857060,1,100864,1,12270669,1,17004,1,272370,1,7215,4,494248,4,64721,4,3856384,4,7549078,8,11393148,96,9790,12,3136,1,19690,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,12,1,9570,1,4297,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
20,19600500,5077,9570,35.391983,,0,14,12,144,100468,1253,3497,19500032,18,215,110,1,27235,1,100,1,2051291,1,1116975,1,857010,1,132638,1,15298241,1,16433,1,418595,1,7706,4,605472,4,64871,4,4766932,4,9404063,8,13984709,144,182789,24,3537,1,23267,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19225,1,232,1,9570,1,5077,1,19457,1,9570,1,0,1,0,0,0,0,0,0,4495,1,4291,1,784,1
21,18495500,4687,9570,35.333054,,0,13,10,120,101099,1283,3247,18394401,18,203,40,1,27576,1,140,1,2160922,1,1780745,1,857010,1,114712,1,13436292,1,16964,1,339465,1,7325,4,528447,4,64811,4,4197713,4,8268861,8,12241270,120,222058,36,3347,1,22455,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16937,1,281,1,9570,1,4687,1,17218,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4291,1,2523,1
22,17888100,4536,9570,35.2714,,0,12,10,120,97759,1243,2876,17790341,18,191,60,1,26894,1,140,1,2030950,1,1731686,1,857040,1,109140,1,13017407,1,17024,1,300266,1,7245,4,512975,4,64871,4,4083473,4,8019368,8,11992077,120,107888,24,3247,1,22125,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16654,1,137,1,9570,1,4536,1,16791,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4748,1,2066,1
23,17587500,4464,9570,35.207024,,0,12,10,120,80471,1283,2937,17507029,18,191,60,1,28257,1,110,1,2051140,1,1501060,1,856990,1,111054,1,12940612,1,17746,1,402803,1,7365,4,506683,4,64941,4,4032179,4,7898604,8,11869208,120,58638,24,3227,1,20932,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16487,1,73,1,9570,1,4464,1,16560,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4935,1,1879,1
24,17533200,4397,9570,35.13992,,0,12,9,108,101463,1433,3127,17431737,18,191,140,1,26584,1,90,1,2157665,1,1527834,1,857010,1,104982,1,12740378,1,17054,1,348524,1,7565,4,508617,4,64771,4,3975625,4,7807120,8,11539534,108,240085,36,3227,1,20912,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16064,1,305,1,9570,1,4397,1,16369,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5015,1,1799,1
25,17130100,4359,9570,35.07009,,0,11,9,108,105254,1433,3027,17024846,18,179,120,1,27305,1,150,1,2078886,1,1305325,1,857110,1,104731,1,12634584,1,16634,1,309906,1,7375,4,499548,4,64801,4,3960635,4,7758090,8,11549323,108,166376,24,3166,1,27035,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16056,1,209,1,9570,1,4359,1,16265,1,9570,1,0,1,0,0,0,0,0,0,2757,1,5097,1,1716,1
26,17297100,4312,9570,34.997536,,0,11,9,108,103143,1263,2826,17193957,18,179,170,1,27696,1,140,1,2188237,1,1515750,1,857070,1,104711,1,12483429,1,16754,1,279644,1,7104,4,495230,4,64590,4,3916887,4,7693430,8,11466055,108,141435,24,3206,1,19499,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15990,1,179,1,9570,1,4312,1,16169,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5145,1,1669,1
27,17151100,4295,9570,34.92226,,0,11,9,108,72736,1723,4920,17078364,18,179,120,1,27956,1,130,1,2135932,1,1314523,1,857200,1,101154,1,12623742,1,17606,1,408154,1,8267,4,489929,4,68338,4,3951256,4,7663550,8,11483600,108,126285,24,3176,1,26704,1,2645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15966,1,157,1,9570,1,4295,1,16123,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5196,1,1618,1
28,19946000,4934,9570,34.844257,,0,14,11,132,120851,1503,3667,19825149,18,215,321,1,39129,1,40,1,2102424,1,1714731,1,857200,1,127437,1,14967132,1,16734,1,370478,1,7275,4,573057,4,64620,4,4699035,4,9212787,8,13593059,132,315096,36,3627,1,32165,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18359,1,400,1,9570,1,4934,1,18759,1,9570,1,0,1,0,0,0,0,0,0,2761,1,4556,1,2253,1
29,18986000,4786,9570,34.763527,,0,15,11,132,103143,1222,3437,18882857,18,227,230,1,27315,1,120,1,2092744,1,2008104,1,857010,1,124381,1,13756388,1,16563,1,336519,1,7174,4,535521,4,64961,4,4316423,4,8465859,8,12587779,132,191066,48,3467,1,22666,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17137,1,243,1,9570,1,4786,1,17380,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4210,1,3204,1
30,18940100,4665,9570,34.680073,,0,14,11,132,83887,1433,5552,18856213,18,215,150,1,38117,1,130,1,1954796,1,1743059,1,857170,1,114361,1,14137217,1,11213,1,303683,1,8417,4,548397,4,68418,4,4350853,4,8807108,8,13019110,132,133299,36,3988,1,42105,1,2816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875,1,161,1,9570,1,4665,1,17036,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4524,1,2890,1
31,18669200,4617,9570,34.593895,,0,14,11,132,157292,1553,8408,18511908,18,215,361,1,37275,1,190,1,2092875,1,1935818,1,857130,1,116595,1,13461032,1,10631,1,407693,1,8136,4,547836,4,64701,4,4165138,4,8215373,8,12218333,132,153770,36,3367,1,44630,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16641,1,196,1,9570,1,4617,1,16837,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4741,1,2673,1
32,18179600,4578,9570,34.504993,,0,14,11,132,79634,1373,3288,18099966,18,215,180,1,35772,1,70,1,2169249,1,1713429,1,857311,1,111756,1,13193121,1,19079,1,369897,1,7395,4,513667,4,64731,4,4119135,4,8087896,8,12066697,132,137047,36,3397,1,23057,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16423,1,174,1,9570,1,4578,1,16597,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4836,1,2578,1
33,18316400,4536,9570,34.413364,,0,14,10,120,149328,1443,4039,18167072,18,215,150,1,38878,1,621,1,2142244,1,1802068,1,857020,1,139241,1,13176137,1,10712,1,354876,1,7605,4,540681,4,65192,4,4157582,4,8020189,8,11853216,120,320517,48,3417,1,22576,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16013,1,407,1,9570,1,4536,1,16420,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4905,1,2509,1
34,20478600,5039,9570,34.31901,,0,14,11,132,196659,1253,3768,20281941,18,215,160,1,37556,1,90,1,2065760,1,2204109,1,857010,1,131345,1,14972483,1,13427,1,379045,1,7295,4,570882,4,64570,4,4688404,4,9229931,8,13605884,132,308683,36,3657,1,24870,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101,1,392,1,9570,1,5039,1,18493,1,9570,1,0,1,0,0,0,0,0,0,2157,1,4383,1,3030,1
35,19215700,4827,9570,34.221935,,0,14,11,132,129964,1383,3417,19085736,18,215,200,1,33017,1,862,1,1928413,1,2334693,1,857070,1,154762,1,13766158,1,10561,1,396160,1,7585,4,563247,4,64490,4,4330922,4,8371779,8,12543299,132,155985,36,3838,1,24219,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16826,1,199,1,9570,1,4827,1,17025,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4170,1,3750,1
36,18596400,4630,9570,34.12213,,0,13,10,120,190436,1343,3527,18405964,18,203,160,1,37736,1,110,1,2119268,1,2135100,1,857100,1,119381,1,13123781,1,13327,1,346129,1,8317,4,504088,4,66695,4,4097942,4,8064970,8,11859750,120,299635,36,3497,1,28137,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,381,1,9570,1,4630,1,16305,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4422,1,3498,1
37,18228500,4510,9570,34.019604,,0,13,10,120,134325,1483,3087,18094175,18,203,170,1,27726,1,110,1,2200552,1,2141994,1,857361,1,128119,1,12727552,1,10591,1,374666,1,7575,4,523637,4,65091,4,4015506,4,7711216,8,11513400,120,210234,36,3247,1,22576,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15468,1,267,1,9570,1,4510,1,15735,1,9570,1,0,1,0,0,0,0,0,0,1651,1,4643,1,3276,1
38,17745300,4408,9570,33.91435,,0,13,10,120,195474,1263,3388,17549826,18,203,160,1,38969,1,170,1,2127404,1,2022432,1,857110,1,111355,1,12379008,1,13217,1,298613,1,7315,4,479117,4,64570,4,3883619,4,7614240,8,11295851,120,198621,36,3297,1,24379,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15140,1,253,1,9570,1,4408,1,15393,1,9570,1,0,1,0,0,0,0,0,0,1667,1,4873,1,3030,1
39,20325300,4880,9570,33.806374,,0,14,11,132,133371,2235,4850,20191929,18,215,100,1,27095,1,110,1,2192736,1,2272728,1,857311,1,143740,1,14687217,1,10892,1,397713,1,8878,4,579620,4,81825,4,4460865,4,9119208,8,13317041,132,258181,36,4138,1,30111,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16972,1,316,1,9570,1,4880,1,17288,1,9570,1,0,1,0,0,0,0,0,0,1677,1,4489,1,3404,1
40,20050600,4979,9570,33.69567,,0,14,11,132,192555,1263,3677,19858045,18,215,160,1,38678,1,240,1,2113747,1,2548835,1,857100,1,133359,1,14152328,1,13597,1,414747,1,7225,4,567726,4,64570,4,4406966,4,8646664,8,12850380,132,199573,36,3637,1,36995,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16970,1,251,1,9570,1,4979,1,17221,1,9570,1,0,1,0,0,0,0,0,0,1236,1,3941,1,4393,1
41,19170400,4855,9570,33.58224,,0,14,11,132,186559,1152,3498,18983841,18,215,70,1,33047,1,561,1,1940407,1,2451308,1,857080,1,127878,1,13560162,1,13327,1,401450,1,7295,4,522475,4,64761,4,4225209,4,8303090,8,12269506,132,255295,36,3687,1,28498,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16229,1,324,1,9570,1,4855,1,16553,1,9570,1,0,1,0,0,0,0,0,0,1241,1,4196,1,4133,1
42,18712100,4689,9570,33.466087,,0,15,10,120,137686,1433,3598,18574414,18,227,40,1,32896,1,210,1,2064327,1,2453923,1,857561,1,136806,1,13018068,1,10581,1,391821,1,7555,4,533968,4,65041,4,4103934,4,7882762,8,11611388,120,371710,60,3457,1,25522,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15337,1,474,1,9570,1,4689,1,15811,1,9570,1,0,1,0,0,0,0,0,0,1278,1,4489,1,3803,1
43,18399000,4655,9570,33.34721,,0,14,10,120,188060,1253,4138,18210940,18,215,160,1,38408,1,120,1,2102785,1,2299311,1,857020,1,124040,1,12772953,1,16143,1,370448,1,7375,4,497414,4,66154,4,3967920,4,7832170,8,11406926,120,389025,48,3347,1,24319,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15071,1,491,1,9570,1,4655,1,15562,1,9570,1,0,1,0,0,0,0,0,0,1283,1,4672,1,3615,1
44,19920800,5072,9570,33.22561,,0,14,12,144,94759,1212,3458,19826041,18,215,70,1,35682,1,651,1,1916539,1,2611131,1,858283,1,135804,1,14257219,1,10662,1,331138,1,7365,4,550471,4,66665,4,4471737,4,8796116,8,13112749,144,151646,24,3748,1,26223,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17087,1,192,1,9570,1,5072,1,17279,1,9570,1,0,1,0,0,0,0,0,0,1383,1,4323,1,3864,1
45,20459900,5053,9570,33.10128,,0,14,12,144,190244,1423,3768,20269656,18,215,160,1,36494,1,190,1,2214400,1,2784882,1,857230,1,133419,1,14228982,1,13898,1,435890,1,8667,4,545742,4,64640,4,4426175,4,8711575,8,13004962,144,129020,24,3677,1,28578,1,2615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17008,1,164,1,9570,1,5053,1,17172,1,9570,1,0,1,0,0,0,0,0,0,907,1,3904,1,4759,1
46,19187800,4767,9570,32.974224,,0,14,11,132,94228,1914,3627,19093572,18,215,170,1,39289,1,100,1,2131553,1,2477231,1,857761,1,129491,1,13445842,1,12134,1,603628,1,8146,4,508867,4,65322,4,4129746,4,8068096,8,12017759,132,176456,36,4329,1,52947,1,2846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15752,1,224,1,9570,1,4767,1,15976,1,9570,1,0,1,0,0,0,0,0,0,905,1,4118,1,4547,1
47,18816500,4624,9570,32.844448,,0,14,11,132,172706,1814,5071,18643794,18,215,451,1,38117,1,271,1,2080209,1,2715231,1,857341,1,127006,1,12812463,1,12706,1,525952,1,7996,4,517084,4,65673,4,3927949,4,7699713,8,11505725,132,116866,36,3647,1,59099,1,3537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15050,1,148,1,9570,1,4624,1,15198,1,9570,1,0,1,0,0,0,0,0,0,967,1,4489,1,4114,1
