step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
0,7837200,8555,9570,28.99835,1240,0,16,16,192,106777,21462,5000,7730423,16,237,872,1,121800,1,401,1,2193655,1,1275385,1,317476,1,3807287,1,13547,1,1374029,1,16212,4,1042636,4,82292,4,410700,4,764878,8,1170577,192,0,0,6503,1,68726,1,3106,1,8707,1,1674,2,6363,1,760650,1,312877,1,76671,1,34220,1,0,1,9570,1,8555,1,34220,1,9570,1,48,1
1,5087600,5761,9570,28.995926,1240,0,16,12,144,38264,1313,4429,5049336,16,242,441,1,44919,1,160,1,1975495,1,616435,1,158152,1,2242732,1,11002,1,537770,1,11753,4,597749,4,78725,4,326654,4,636375,8,844224,144,114376,48,4208,1,35390,1,2796,1,3838,1,1353,2,4809,1,556517,1,32995,1,19569,1,17876,1,440,1,9570,1,5761,1,18316,1,9570,1,48,1
2,5280700,6723,9570,28.994566,1240,0,16,14,168,35498,1273,5261,5245202,16,242,120,1,27634,1,50,1,1881019,1,657456,1,181277,1,2486302,1,11342,1,613359,1,12214,4,723136,4,79076,4,336774,4,659831,8,928139,168,63205,24,4769,1,43225,1,2755,1,3607,1,1323,2,4960,1,586597,1,37985,1,25821,1,22061,1,313,1,9570,1,6723,1,22374,1,9570,1,48,1
3,5178000,6695,9570,28.994541,1240,0,16,14,168,36462,982,5181,5141538,16,242,70,1,25881,1,140,1,1885738,1,651945,1,179784,1,2387227,1,10751,1,546407,1,12024,4,722314,4,78475,4,338497,4,628730,8,919492,168,42554,24,4669,1,41933,1,3357,1,3587,1,1363,2,4890,1,604221,1,24649,1,16252,1,21966,1,201,1,9570,1,6695,1,22167,1,9570,1,48,1
4,5462500,6672,9570,28.994545,1240,0,16,14,168,35615,1302,5782,5426885,16,242,130,1,34799,1,80,1,1925366,1,662040,1,223400,1,2570468,1,10601,1,619752,1,13206,4,785278,4,78094,4,347154,4,665803,8,972828,168,34348,24,4820,1,40871,1,2836,1,4469,1,1804,2,5080,1,611701,1,28857,1,15741,1,21835,1,169,1,9570,1,6672,1,22004,1,9570,1,48,1
5,5268500,6758,9570,28.994184,1240,0,16,14,168,34099,3277,2998,5234401,16,242,100,1,30881,1,60,1,1968782,1,643228,1,184303,1,2396155,1,10891,1,507982,1,12114,4,726843,4,78294,4,332766,4,676354,8,962326,168,43796,24,4910,1,40720,1,2775,1,3607,1,1333,2,5180,1,600825,1,26142,1,11112,1,22238,1,191,1,9570,1,6758,1,22429,1,9570,1,48,1
6,5172100,6793,9570,28.993921,1240,0,16,14,168,37867,1322,4881,5134233,16,242,150,1,30580,1,80,1,1946378,1,628619,1,182159,1,2333271,1,12996,1,491589,1,12164,4,737985,4,78144,4,328197,4,627187,8,904282,168,46221,24,4860,1,38726,1,2806,1,3567,1,1533,2,5190,1,585995,1,25580,1,10030,1,22479,1,239,1,9570,1,6793,1,22718,1,9570,1,48,1
7,5380200,6783,9570,28.993895,1240,0,16,14,168,34099,1203,3398,5346101,16,242,80,1,30650,1,70,1,2018991,1,629331,1,183913,1,2471944,1,11122,1,488303,1,11984,4,731071,4,79837,4,399398,4,700341,8,1047274,168,49067,24,5511,1,41632,1,2825,1,3427,1,1333,2,5080,1,588641,1,24248,1,9589,1,22445,1,232,1,9570,1,6783,1,22677,1,9570,1,48,1
8,5140300,6772,9570,28.993822,1240,0,16,14,168,35124,1183,3427,5105176,16,242,40,1,25721,1,50,1,1893864,1,626425,1,185556,1,2362869,1,10651,1,512691,1,12154,4,733336,4,78725,4,335962,4,629722,8,914453,168,47804,24,4950,1,41392,1,2866,1,3467,1,1303,2,5120,1,583951,1,26332,1,9108,1,22460,1,241,1,9570,1,6772,1,22701,1,9570,1,48,1
9,5181500,6790,9570,28.993675,1240,0,16,14,168,33620,1082,3267,5147880,16,242,40,1,26302,1,40,1,1906619,1,635924,1,186768,1,2381616,1,10571,1,496900,1,12284,4,741292,4,78876,4,342686,4,648549,8,939662,168,48305,24,5611,1,41612,1,2785,1,3487,1,1333,2,5120,1,595875,1,25901,1,9338,1,22652,1,243,1,9570,1,6790,1,22895,1,9570,1,48,1
