Frame, Time (ms)
0, 6.2199
1, 1.0136
2, 0.9547
3, 0.94
4, 0.9289
5, 0.9288
6, 0.9281
7, 0.9285
8, 0.9256
9, 0.9145
10, 0.8778
11, 0.8691
12, 0.8664
13, 0.8864
14, 0.8856
15, 0.8766
16, 0.8691
17, 0.866
18, 0.868
19, 1.3282
20, 1.2074
21, 1.2463
22, 1.2872
23, 1.3031
24, 1.2393
25, 1.1899
26, 1.1862
27, 1.6374
28, 1.7113
29, 2.2322
30, 2.004
31, 1.6965
32, 1.5766
33, 1.9638
34, 2.466
35, 2.6901
36, 2.5842
37, 2.1274
38, 2.2836
39, 2.9966
40, 2.8614
41, 2.8241
42, 2.6566
43, 2.7226
44, 3.3197
45, 2.9068
46, 3.0794
47, 3.2471
48, 3.4195
49, 2.6818
50, 3.1389
51, 3.287
52, 3.5687
53, 2.9182
54, 3.0707
55, 3.3841
56, 3.4852
57, 3.1416
58, 3.2569
59, 3.2135
60, 2.9566
61, 3.2248
62, 3.0957
63, 2.958
64, 3.0134
65, 2.9706
66, 2.7876
67, 2.9187
68, 2.894
69, 2.7251
70, 2.8008
71, 2.747
72, 2.7077
73, 2.8133
74, 2.708
75, 2.6974
76, 2.6911
77, 2.6439
78, 2.6971
79, 2.6295
80, 2.5864
81, 2.586
82, 2.5917
83, 2.5882
84, 2.5923
85, 2.5485
86, 2.5463
87, 2.56
88, 2.5662
89, 2.573
90, 2.5579
91, 2.562
92, 2.5217
93, 2.5463
94, 2.5359
95, 2.5567
96, 2.5733
97, 2.7032
98, 2.5475
99, 2.5193
100, 2.5241
101, 2.541
102, 2.5255
103, 2.6281
104, 2.5435
105, 2.5401
106, 2.5271
107, 2.5323
108, 2.5171
109, 2.5688
110, 2.5226
111, 2.5376
112, 2.5313
113, 2.5524
114, 2.5508
115, 2.5557
116, 2.538
117, 2.5475
118, 2.5211
119, 2.5335
120, 2.5209
121, 2.5157
122, 2.8361
123, 2.6265
124, 2.5382
125, 2.5519
126, 2.5417
127, 2.5288
128, 2.559
129, 2.5512
130, 2.5476
131, 2.5315
132, 2.5292
133, 2.5303
134, 2.5528
135, 2.5446
136, 2.5158
137, 2.5544
138, 2.5292
139, 2.5488
140, 2.6172
141, 2.5317
142, 2.5218
143, 2.5248
144, 2.5227
145, 2.5285
146, 2.5395
147, 2.5247
148, 2.5338
149, 2.5136
150, 2.529
151, 2.5203
152, 2.4993
153, 2.5511
154, 2.5226
155, 2.4941
156, 2.5128
157, 2.5131
158, 2.5174
159, 2.56
160, 2.5145
161, 2.4984
162, 2.545
163, 2.5205
164, 2.5123
165, 2.6186
166, 2.5653
167, 2.6906
168, 2.532
169, 2.5283
170, 2.5086
171, 2.5715
172, 2.7884
173, 2.5106
174, 2.5187
175, 2.5168
176, 2.5022
177, 2.5545
178, 2.5119
179, 2.5114
180, 2.5028
181, 2.5192
182, 2.4963
183, 2.5305
184, 2.5139
185, 2.5668
186, 2.5572
187, 2.6845
188, 2.6935
189, 2.5196
190, 2.5447
191, 2.4901
192, 2.5082
193, 2.4973
194, 2.5308
195, 2.4855
196, 2.514
197, 2.487
198, 2.5389
199, 2.5061
200, 2.5076
201, 2.4862
202, 2.5436
203, 2.5244
204, 2.5239
205, 2.5203
206, 2.4931
207, 2.516
208, 2.5299
209, 2.5284
210, 2.5007
211, 2.5429
212, 2.5053
213, 2.533
214, 2.5476
215, 2.5602
216, 2.5011
217, 2.5215
218, 2.491
219, 2.5235
220, 2.497
221, 2.5726
222, 2.5525
223, 2.5199
224, 2.5001
225, 2.5126
226, 2.5074
227, 2.5193
228, 2.5217
229, 2.532
230, 2.5364
231, 2.539
232, 2.5339
233, 2.56
234, 2.6029
235, 2.7556
236, 2.8366
237, 2.6467
238, 2.5975
239, 2.5968
240, 2.5874
241, 2.6964
242, 2.6879
243, 2.7844
244, 2.9705
245, 2.6436
246, 2.6401
247, 2.6767
248, 2.6024
249, 2.5907
250, 2.6919
251, 2.7571
252, 2.6369
253, 2.6344
254, 2.7237
255, 2.6284
256, 2.7309
257, 2.716
258, 2.8083
259, 2.7141
260, 2.73
261, 2.706
262, 2.7107
263, 2.6351
264, 2.6279
265, 2.633
266, 2.5945
267, 2.6498
268, 2.5596
269, 2.5636
270, 2.5539
271, 2.5605
272, 2.5704
273, 2.5524
274, 2.5577
275, 2.584
276, 2.5551
277, 2.549
278, 2.5453
279, 2.5625
280, 2.5376
281, 2.5807
282, 2.5531
283, 2.5645
284, 2.561
285, 2.5581
286, 2.548
287, 2.5798
288, 2.5602
289, 2.5516
290, 2.5574
291, 2.5472
292, 2.7423
293, 2.6328
294, 2.6939
295, 2.5733
296, 2.5696
297, 2.5494
298, 2.5429
299, 2.6154
300, 2.5669
301, 2.5513
302, 2.5557
303, 2.5589
304, 2.5571
305, 2.5708
