step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
0,13190400,8555,9570,28.99835,1240,0,16,16,192,74105,19318,6984,13116295,16,239,1864,1,101357,1,511,1,1876904,1,3312609,1,251159,1,7559447,1,12444,1,1018162,1,8527,4,1037490,4,66570,4,1806006,4,3544440,8,5343463,192,0,0,5982,1,35168,1,2805,1,7745,1,1383,2,5851,1,0,0,0,0,0,0,34220,1,0,1,9570,1,8555,1,34220,1,9570,1,0,1
1,9997300,5761,9570,28.995926,1240,0,16,12,144,50876,1323,5211,9946424,16,239,180,1,48334,1,100,1,2080180,1,2865288,1,157076,1,4784935,1,10330,1,495915,1,7364,4,594147,4,65077,4,1197662,4,2373541,8,3463562,144,102429,48,4729,1,32583,1,2765,1,3627,1,1363,2,4839,1,0,0,0,0,0,0,17876,1,440,1,9570,1,5761,1,18316,1,9570,1,0,1
2,11180300,6723,9570,28.994566,1240,0,16,14,168,60402,4268,6132,11119898,16,239,150,1,28235,1,60,1,1908586,1,3405470,1,205430,1,5557619,1,14348,1,510985,1,6974,4,721565,4,65037,4,1407029,4,2785904,8,4125671,168,61129,24,5541,1,36802,1,2735,1,4178,1,1513,2,5090,1,0,0,0,0,0,0,22061,1,313,1,9570,1,6723,1,22374,1,9570,1,0,1
3,11336700,6695,9570,28.994541,1240,0,16,14,168,47532,1313,5762,11289168,16,239,140,1,24147,1,60,1,1917723,1,3600730,1,181584,1,5554363,1,10420,1,512989,1,7124,4,719200,4,64976,4,1414223,4,2780112,8,4147564,168,41010,24,4849,1,36832,1,2785,1,3637,1,1353,2,4970,1,0,0,0,0,0,0,21966,1,201,1,9570,1,6695,1,22167,1,9570,1,0,1
4,11301000,6672,9570,28.994545,1240,0,16,14,168,64275,1192,4309,11236725,16,239,140,1,24908,1,50,1,1916541,1,3588556,1,181934,1,5514075,1,10520,1,472360,1,7154,4,711966,4,65477,4,1407200,4,2793388,8,4158906,168,37373,24,4729,1,37834,1,2745,1,3647,1,1343,2,5040,1,0,0,0,0,0,0,21835,1,169,1,9570,1,6672,1,22004,1,9570,1,0,1
5,11259000,6758,9570,28.994184,1240,0,16,14,168,56080,1082,3809,11202920,16,239,130,1,25299,1,40,1,1921210,1,3589217,1,184229,1,5472343,1,10450,1,471388,1,7014,4,712227,4,66039,4,1400496,4,2757208,8,4114669,168,39226,24,4709,1,39196,1,2715,1,3607,1,1323,2,5340,1,0,0,0,0,0,0,22238,1,191,1,9570,1,6758,1,22429,1,9570,1,0,1
6,11998900,6793,9570,28.993921,1240,0,16,14,168,501888,1353,3768,11497012,16,239,120,1,32433,1,30,1,1888707,1,3859454,1,247111,1,5456152,1,13005,1,470456,1,7014,4,717858,4,63965,4,1394845,4,2747038,8,4094501,168,43615,24,4739,1,36110,1,2675,1,3637,1,1413,2,5050,1,0,0,0,0,0,0,22479,1,239,1,9570,1,6793,1,22718,1,9570,1,0,1
7,11642600,6783,9570,28.993895,1240,0,16,14,168,108175,1203,3988,11534425,16,239,140,1,34417,1,60,1,2068116,1,3775781,1,175141,1,5470560,1,10210,1,439516,1,6933,4,722176,4,64615,4,1416858,4,2765844,8,4134639,168,44076,24,5481,1,35489,1,2675,1,3567,1,1282,2,4920,1,0,0,0,0,0,0,22445,1,232,1,9570,1,6783,1,22677,1,9570,1,0,1
8,11263000,6772,9570,28.993822,1240,0,16,14,168,84558,1844,4008,11178442,16,239,150,1,24548,1,80,1,1906041,1,3549891,1,178047,1,5502061,1,17624,1,440938,1,7144,4,716565,4,63694,4,1383914,4,2775032,8,4110021,168,44917,24,8086,1,74224,1,14188,1,3547,1,1303,2,11583,1,0,0,0,0,0,0,22460,1,241,1,9570,1,6772,1,22701,1,9570,1,0,1
9,11652900,6790,9570,28.993675,1240,0,16,14,168,198841,1633,4058,11454059,16,239,371,1,35309,1,551,1,2063086,1,3627742,1,205801,1,5504787,1,16412,1,480475,1,7034,4,721505,4,64225,4,1410887,4,2762398,8,4122856,168,46370,24,5691,1,37132,1,2765,1,4419,1,1363,2,5260,1,0,0,0,0,0,0,22652,1,243,1,9570,1,6790,1,22895,1,9570,1,0,1
