step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,19571000,4495,9570,35.998295,,0,9,9,108,174497,6513,5851,19396503,18,159,721,1,114853,1,190,1,697567,1,2691467,1,893479,1,168798,1,14815529,1,13897,1,1364385,1,9498,4,631409,4,65698,4,4130497,4,8192652,8,12317298,108,0,0,6593,1,405709,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,31121,1,66960,1,544980,1,51891,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,1241,1,0,1,0,1
1,16417700,4196,9570,35.993866,,0,8,8,96,117031,1343,3928,16300669,18,147,140,1,39727,1,120,1,470335,1,2423646,1,893408,1,87150,1,12372285,1,13857,1,765510,1,7174,4,565891,4,62572,4,3606748,4,7102060,8,10704880,96,0,0,5390,1,252912,1,2685,1,0,0,0,0,0,0,0,0,0,0,0,0,5411,1,26331,1,417282,1,20971,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,1241,1,0,1,0,1
2,16350900,4142,9570,35.986713,,0,8,8,96,126970,1473,5761,16223930,18,147,100,1,31341,1,110,1,495284,1,2323181,1,893539,1,96818,1,12370962,1,12595,1,762905,1,7334,4,567023,4,63704,4,3608542,4,7105837,8,10708618,96,0,0,5360,1,245347,1,3437,1,0,0,0,0,0,0,0,0,0,0,0,0,27534,1,22123,1,419306,1,25940,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,1240,1,1,1,1,1
3,16916300,4111,9570,35.976837,,0,8,8,96,81892,1814,9419,16834408,18,147,1232,1,29748,1,100,1,565340,1,2469265,1,893679,1,89304,1,12768967,1,16773,1,1276013,1,7444,4,566082,4,64375,4,3624433,4,7063364,8,10678379,96,0,0,5290,1,157446,1,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,6523,1,27213,1,499712,1,31501,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,1240,1,1,1,0,1
4,16506300,4100,9570,35.964233,,0,8,8,96,105306,4429,4709,16400994,18,147,301,1,38234,1,100,1,585289,1,2482370,1,893489,1,86108,1,12295385,1,19718,1,741192,1,7665,4,567204,4,64536,4,3603111,4,7118261,8,10716663,96,0,0,5390,1,180972,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,11152,1,28275,1,514932,1,30549,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,1240,1,1,1,0,1
5,16423000,4087,9570,35.948902,,0,8,8,96,173260,1623,7575,16249740,18,147,160,1,45288,1,160,1,600438,1,2432964,1,893509,1,86538,1,12177967,1,12715,1,762664,1,7475,4,556483,4,62862,4,3564566,4,7063966,8,10620957,96,0,0,5180,1,150713,1,2435,1,0,0,0,0,0,0,0,0,0,0,0,0,9498,1,32884,1,526214,1,31251,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,1240,1,1,1,0,1
6,16270200,4079,9570,35.93085,,0,8,8,96,145583,1433,3958,16124617,18,147,150,1,30940,1,140,1,460797,1,2480236,1,893368,1,83863,1,12158198,1,16923,1,716795,1,7955,4,562424,4,62742,4,3575548,4,7035079,8,10606669,96,0,0,5360,1,188326,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,4799,1,25309,1,406000,1,24458,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,1240,1,1,1,0,1
7,16529100,4073,9570,35.910072,,0,8,8,96,40425,1673,3928,16488675,18,147,170,1,30169,1,150,1,597092,1,2527979,1,893449,1,88452,1,12340553,1,10661,1,735391,1,8046,4,565651,4,63173,4,3612700,4,7146797,8,10755569,96,0,0,5340,1,198907,1,2876,1,0,0,0,0,0,0,0,0,0,0,0,0,6493,1,33485,1,520833,1,35519,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,1240,1,1,1,0,1
8,15928800,4066,9570,35.88657,,0,8,8,96,36976,1062,3978,15891824,18,147,50,1,22885,1,60,1,459254,1,2266170,1,893408,1,89093,1,12150704,1,10200,1,719270,1,7114,4,553948,4,62632,4,3617449,4,7032715,8,10646186,96,0,0,7144,1,146826,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,4920,1,20971,1,408144,1,24778,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,1240,1,1,1,0,1
9,15884700,4061,9570,35.86034,,0,8,8,96,36291,1133,4940,15848409,18,147,20,1,22434,1,70,1,444254,1,2248656,1,893418,1,85296,1,12144011,1,10250,1,711515,1,7504,4,559489,4,62973,4,3603582,4,7052664,8,10651306,96,0,0,6913,1,135724,1,2515,1,0,0,0,0,0,0,0,0,0,0,0,0,4789,1,20480,1,394828,1,23927,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,1240,1,1,1,0,1
