step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
0,17497500,8555,9570,28.99835,1240,0,16,16,192,98993,15340,8928,17398507,16,239,571,1,136766,1,160,1,2154588,1,3332197,1,262069,1,11499782,1,12374,1,2258510,1,9208,4,1260510,4,65818,4,2204575,4,4366347,8,6561994,192,0,0,12434,1,1281090,1,8226,1,9468,1,1663,2,6593,1,0,0,0,0,0,0,34220,1,0,1,9570,1,8555,1,34220,1,9570,1,0,1
1,13368400,5761,9570,28.995926,1240,0,16,12,144,180707,1363,8737,13187693,16,239,291,1,46571,1,411,1,2055615,1,3192014,1,211481,1,7659117,1,22193,1,1670627,1,7725,4,676294,4,64485,4,1598988,4,3077512,8,4533161,144,134602,48,6613,1,540270,1,5200,1,3888,1,1473,2,4679,1,0,0,0,0,0,0,17876,1,440,1,9570,1,5761,1,18316,1,9570,1,0,1
2,14787300,6723,9570,28.994566,1240,0,16,14,168,161542,6422,10420,14625758,16,239,220,1,39737,1,180,1,2209234,1,3772653,1,234456,1,8334239,1,35038,1,1384100,1,7454,4,823891,4,64175,4,1829456,4,3554870,8,5299791,168,74114,24,7525,1,641417,1,5280,1,3577,1,1443,2,4629,1,0,0,0,0,0,0,22061,1,313,1,9570,1,6723,1,22374,1,9570,1,0,1
3,14690100,6695,9570,28.994541,1240,0,16,14,168,162864,1463,9128,14527236,16,239,160,1,39246,1,230,1,2047610,1,3932974,1,241970,1,8247631,1,17414,1,1557898,1,7344,4,819082,4,64185,4,1838534,4,3547645,8,5327044,168,50007,24,7935,1,389687,1,3286,1,4749,1,1483,2,4338,1,0,0,0,0,0,0,21966,1,201,1,9570,1,6695,1,22167,1,9570,1,0,1
4,14658300,6672,9570,28.994545,1240,0,16,14,168,158156,2956,5481,14500144,16,239,160,1,39617,1,250,1,2125020,1,3802120,1,238003,1,8250286,1,44687,1,1289717,1,7685,4,838249,4,64926,4,1850948,4,3534991,8,5335821,168,44637,24,7935,1,637359,1,4619,1,4419,1,1443,2,5040,1,0,0,0,0,0,0,21835,1,169,1,9570,1,6672,1,22004,1,9570,1,0,1
5,15142400,6758,9570,28.994184,1240,0,16,14,168,543384,2755,5190,14599016,16,239,160,1,32854,1,180,1,1922016,1,3936311,1,229246,1,8458561,1,19688,1,1423116,1,10140,4,818501,4,63283,4,1852551,4,3572584,8,5367813,168,52131,24,7905,1,684009,1,7454,1,3747,1,7645,2,4869,1,0,0,0,0,0,0,22238,1,191,1,9570,1,6758,1,22429,1,9570,1,0,1
6,14826400,6793,9570,28.993921,1240,0,16,14,168,94987,1212,5240,14731413,16,239,130,1,35549,1,180,1,2128627,1,3651668,1,180210,1,8718616,1,16432,1,1742807,1,7465,4,869821,4,63874,4,1850998,4,3577584,8,5366891,168,56450,24,7996,1,582933,1,4188,1,3647,1,1443,2,4649,1,0,0,0,0,0,0,22479,1,239,1,9570,1,6793,1,22718,1,9570,1,0,1
7,14749400,6783,9570,28.993895,1240,0,16,14,168,166956,1583,5331,14582444,16,239,180,1,33675,1,210,1,2159237,1,3855203,1,223625,1,8295975,1,14338,1,1382567,1,7595,4,839141,4,63694,4,1833484,4,3594887,8,5367973,168,55067,24,8156,1,548987,1,6142,1,3607,1,1393,2,4739,1,0,0,0,0,0,0,22445,1,232,1,9570,1,6783,1,22677,1,9570,1,0,1
8,14631100,6772,9570,28.993822,1240,0,16,14,168,55570,1282,5160,14575530,16,239,40,1,33555,1,230,1,2221307,1,3642390,1,181683,1,8482537,1,13787,1,1527008,1,7525,4,836085,4,64145,4,1845036,4,3593535,8,5377472,168,55939,24,7865,1,586430,1,3687,1,3717,1,1443,2,4779,1,0,0,0,0,0,0,22460,1,241,1,9570,1,6772,1,22701,1,9570,1,0,1
9,14993100,6790,9570,28.993675,1240,0,16,14,168,541801,3096,6012,14451299,16,239,190,1,33625,1,381,1,2044694,1,3859792,1,296516,1,8198866,1,17233,1,1356767,1,17544,4,854170,4,64425,4,1865195,4,3595338,8,5394946,168,59576,24,8176,1,420668,1,3407,1,3727,1,1503,2,4849,1,0,0,0,0,0,0,22652,1,243,1,9570,1,6790,1,22895,1,9570,1,0,1
