step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,9222500,4495,9570,35.998295,,0,9,9,108,131211,6022,3978,9091289,18,152,1052,1,136193,1,261,1,2245181,1,2722693,1,428777,1,148216,1,3388918,1,19999,1,582073,1,8687,4,292404,4,67791,4,810403,4,1592132,8,2398557,108,0,0,3407,1,22644,1,3356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0
1,8710900,4196,9570,35.993866,,0,8,8,96,52456,1643,5080,8658444,18,140,361,1,47341,1,200,1,2471658,1,2524851,1,428437,1,90795,1,3083619,1,11182,1,396525,1,8156,4,347220,4,65246,4,745017,4,1479725,8,2219662,96,0,0,3366,1,34016,1,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,0,0,0,0,0,0
2,8675300,4142,9570,35.986713,,0,8,8,96,56112,1473,5832,8619188,18,140,140,1,49946,1,621,1,2655303,1,2459996,1,428447,1,102838,1,2910896,1,11001,1,335056,1,8036,4,284078,4,66649,4,738154,4,1449336,8,2181659,96,0,0,3116,1,22483,1,2515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,0,0,0,0,0,0
3,7955900,4111,9570,35.976837,,0,8,8,96,53064,1453,5711,7902836,18,140,140,1,24127,1,110,1,1953619,1,2444155,1,428396,1,110193,1,2931015,1,11081,1,350396,1,8076,4,288787,4,67250,4,736801,4,1454486,8,2185576,96,0,0,2986,1,18275,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,0,0,0,0,0,0
4,8375900,4100,9570,35.964233,,0,8,8,96,79895,1453,5942,8296005,18,140,140,1,23826,1,80,1,1953960,1,2952436,1,428437,1,88591,1,2837494,1,11041,1,300820,1,7364,4,266805,4,64695,4,735018,4,1430740,8,2159816,96,0,0,3326,1,24678,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,0,0,0,0,0,0
5,8320200,4087,9570,35.948902,,0,8,8,96,61146,1413,2195,8259054,18,140,170,1,35619,1,100,1,2385562,1,2433645,1,428507,1,87168,1,2876850,1,11432,1,312423,1,7545,4,266274,4,65857,4,731972,4,1462802,8,2192580,96,0,0,3066,1,22974,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,0,0,0,0,0,0
6,7852800,4079,9570,35.93085,,0,8,8,96,69775,1323,2436,7783025,18,140,150,1,26862,1,80,1,1953739,1,2411673,1,428406,1,94362,1,2856821,1,10931,1,288236,1,7625,4,264350,4,65857,4,744657,4,1450799,8,2193020,96,0,0,3076,1,28365,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,0,0,0,0,0,0
7,7877600,4073,9570,35.910072,,0,8,8,96,57233,1493,2746,7820367,18,140,130,1,23886,1,80,1,1959781,1,2403056,1,428467,1,87338,1,2906066,1,11562,1,334856,1,7514,4,275902,4,65967,4,738174,4,1453885,8,2189313,96,0,0,3066,1,22674,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,0,0,0,0,0,0
8,8190500,4066,9570,35.88657,,0,8,8,96,73390,1473,2385,8117110,18,140,220,1,23966,1,160,1,1960292,1,2474674,1,428557,1,116455,1,3101514,1,11272,1,495917,1,8837,4,305529,4,68182,4,733816,4,1448615,8,2180046,96,0,0,3356,1,33224,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,0,0,0,0,0,0
9,8231500,4061,9570,35.86034,,0,8,8,96,57340,1793,2254,8174160,18,140,240,1,35529,1,150,1,2256133,1,2484082,1,428396,1,97097,1,2861230,1,11302,1,328895,1,7945,4,272927,4,65817,4,724618,4,1435509,8,2157873,96,0,0,2976,1,18215,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,0,0,0,0,0,0
10,7822300,4053,9570,35.831387,,0,8,8,96,55356,1603,2455,7766944,18,140,140,1,23606,1,100,1,1954942,1,2438675,1,428437,1,85876,1,2824239,1,10931,1,289509,1,7354,4,263398,4,65476,4,726151,4,1446260,8,2169956,96,0,0,3457,1,18486,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15690,1,0,1,9570,1,4053,1,15690,1,9570,1,0,1,0,0,0,0,0,0
11,7807100,4054,9570,35.79971,,0,8,8,96,57870,1082,2345,7749230,18,140,30,1,23565,1,190,1,1953950,1,2403227,1,428266,1,83802,1,2845119,1,11081,1,288837,1,7404,4,261715,4,65376,4,725239,4,1455498,8,2178393,96,0,0,2876,1,34086,1,3006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15715,1,0,1,9570,1,4054,1,15715,1,9570,1,0,1,0,0,0,0,0,0
