step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,18678200,4495,9570,35.998295,,0,9,9,108,71683,5721,5511,18606517,16,154,832,1,112016,1,331,1,1967522,1,2358798,1,137235,1,14016136,1,13646,1,586513,1,9218,4,552167,4,68242,4,4318556,4,8425161,8,12738206,108,0,0,6583,1,41410,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0,0,1,0,1,9570,1
1,16599800,4196,9570,35.993866,,0,8,8,96,58494,3557,2455,16541306,16,142,451,1,47031,1,60,1,2232334,1,2082354,1,88902,1,12079073,1,11101,1,375035,1,7865,4,483845,4,66148,4,3761890,4,7342459,8,11101894,96,0,0,3266,1,31942,1,3066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,0,0,0,0,0,0,0,1,5075,1,4495,1
2,16158000,4142,9570,35.986713,,0,8,8,96,53278,2134,7745,16104722,16,142,341,1,27373,1,70,1,1945820,1,2035423,1,88571,1,11995641,1,11482,1,415062,1,7434,4,486029,4,66478,4,3705972,4,7270410,8,10968637,96,0,0,3968,1,35619,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,0,0,0,0,0,0,0,1,5157,1,4413,1
3,16071000,4111,9570,35.976837,,0,8,8,96,77092,1753,6994,15993908,16,142,301,1,26942,1,130,1,1946722,1,2030915,1,87108,1,11889897,1,11893,1,352561,1,8416,4,477122,4,66138,4,3694149,4,7250762,8,10937917,96,0,0,2916,1,33284,1,2795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,0,0,0,0,0,0,0,1,5389,1,4181,1
4,16201100,4100,9570,35.964233,,0,8,8,96,75953,1523,7394,16125147,16,142,551,1,28265,1,230,1,2018220,1,1972852,1,85024,1,12008161,1,11843,1,331781,1,8937,4,512801,4,65867,4,3684310,4,7359477,8,11036393,96,0,0,3176,1,37563,1,2725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,0,0,0,0,0,0,0,1,5440,1,4130,1
5,16046700,4087,9570,35.948902,,0,8,8,96,57030,1763,6974,15989670,16,142,571,1,27233,1,150,1,1945289,1,1989855,1,86527,1,11927590,1,12454,1,352621,1,16692,4,487562,4,77189,4,3678589,4,7256583,8,10928198,96,0,0,3457,1,49426,1,3707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,0,0,0,0,0,0,0,1,5459,1,4111,1
6,16565100,4079,9570,35.93085,,0,8,8,96,53562,2615,2946,16511538,16,142,391,1,29717,1,80,1,1955299,1,2143102,1,97258,1,12273458,1,12234,1,707838,1,8336,4,491460,4,66348,4,3689861,4,7252034,8,10938949,96,0,0,4799,1,46259,1,3908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,0,0,0,0,0,0,0,1,5474,1,4096,1
7,16016000,4073,9570,35.910072,,0,8,8,96,53994,1112,2274,15962006,16,142,451,1,29016,1,140,1,1934508,1,2023651,1,84323,1,11878024,1,11893,1,342191,1,9338,4,473535,4,67370,4,3688889,4,7245522,8,10932136,96,0,0,4348,1,42773,1,2946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,0,0,0,0,0,0,0,1,5484,1,4086,1
8,16049600,4066,9570,35.88657,,0,8,8,96,44641,1082,2436,16004959,16,142,341,1,28625,1,331,1,1928407,1,2034211,1,83732,1,11918312,1,11001,1,389342,1,7795,4,485498,4,67200,4,3693357,4,7234010,8,10924931,96,0,0,2645,1,34857,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,0,0,0,0,0,0,0,1,5493,1,4077,1
9,15963300,4061,9570,35.86034,,0,8,8,96,52122,1152,2274,15911178,16,142,60,1,27884,1,120,1,1928387,1,1989705,1,83231,1,11864117,1,17674,1,341269,1,7454,4,474647,4,65587,4,3693187,4,7243979,8,10934891,96,0,0,2705,1,31220,1,2916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,0,0,0,0,0,0,0,1,5502,1,4068,1
10,16329700,4053,9570,35.831387,,0,8,8,96,40441,1493,2796,16289259,16,142,381,1,43584,1,90,1,2370932,1,1967773,1,86277,1,11808550,1,11673,1,320489,1,9188,4,472984,4,66749,4,3673158,4,7221676,8,10892038,96,0,0,3807,1,35990,1,3016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15690,1,0,1,9570,1,4053,1,15690,1,9570,1,0,1,0,0,0,0,0,0,0,1,5506,1,4064,1
11,16359900,4054,9570,35.79971,,0,8,8,96,60376,1713,2194,16299524,16,142,301,1,44706,1,160,1,2134315,1,1970468,1,123404,1,12014468,1,11703,1,427496,1,8567,4,530716,4,71879,4,3708957,4,7226806,8,10933569,96,0,0,3106,1,32733,1,2495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15715,1,0,1,9570,1,4054,1,15715,1,9570,1,0,1,0,0,0,0,0,0,0,1,5510,1,4060,1
12,16040800,4056,9570,35.765305,,0,8,8,96,63785,1222,3347,15977015,16,142,110,1,28124,1,140,1,1932645,1,1982842,1,85455,1,11929754,1,17945,1,325760,1,9869,4,478074,4,66448,4,3702405,4,7280840,8,10979898,96,0,0,2946,1,59044,1,3146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15716,1,0,1,9570,1,4056,1,15716,1,9570,1,0,1,0,0,0,0,0,0,0,1,5509,1,4061,1
13,17092500,4055,9570,35.728176,,0,8,8,96,43052,2064,3256,17049448,16,142,261,1,34156,1,70,1,2426599,1,2085150,1,88301,1,12403049,1,11863,1,393250,1,9889,4,568609,4,86858,4,3738835,4,7557575,8,11293154,96,0,0,2745,1,40388,1,2835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15731,1,0,1,9570,1,4055,1,15731,1,9570,1,0,1,0,0,0,0,0,0,0,1,5510,1,4060,1
