step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n
0,7490700,8555,9570,28.99835,,0,16,16,192,167897,7224,4659,7322803,16,226,170,1,128709,1,261,1,2108353,1,1202548,1,382990,1,3486256,1,13516,1,1016113,1,14378,4,1056561,4,102378,4,444549,4,789515,8,1229405,192,0,0,6753,1,45819,1,2966,1,0,0,0,0,0,0,805391,1,233331,1,36420,1,34220,1,0,1,9570,1,8555,1,34220,1,9570,1,48,1
1,4817200,5761,9570,28.995926,,0,16,12,144,33969,1192,4220,4783231,16,238,100,1,33495,1,70,1,1870103,1,551776,1,159218,1,2157478,1,10991,1,501158,1,12053,4,593938,4,77921,4,313756,4,614197,8,819472,144,104261,48,4238,1,36370,1,2655,1,0,0,0,0,0,0,499655,1,25950,1,19898,1,17876,1,440,1,9570,1,5761,1,18316,1,9570,1,48,1
2,5197100,6723,9570,28.994566,,0,16,14,168,32822,1142,5832,5164278,16,238,70,1,24818,1,60,1,1886565,1,648914,1,187252,1,2405828,1,10771,1,525595,1,12464,4,723728,4,78512,4,340538,4,675295,8,947711,168,62290,24,4689,1,41210,1,2655,1,0,0,0,0,0,0,590421,1,27213,1,25780,1,22061,1,313,1,9570,1,6723,1,22374,1,9570,1,48,1
3,5215300,6695,9570,28.994541,,0,16,14,168,33158,1082,4710,5182142,16,238,90,1,24487,1,40,1,1886725,1,644656,1,185579,1,2429584,1,10981,1,542608,1,13025,4,725311,4,78562,4,337362,4,678240,8,969733,168,41160,24,4909,1,45829,1,2655,1,0,0,0,0,0,0,596092,1,27363,1,16231,1,21966,1,201,1,9570,1,6695,1,22167,1,9570,1,48,1
4,5130100,6672,9570,28.994545,,0,16,14,168,35216,992,2726,5094884,16,238,60,1,24688,1,40,1,1890132,1,628254,1,190248,1,2350622,1,10841,1,527098,1,12284,4,715633,4,78452,4,333855,4,635287,8,930347,168,36069,24,4799,1,39617,1,2605,1,0,0,0,0,0,0,578608,1,29757,1,12354,1,21835,1,169,1,9570,1,6672,1,22004,1,9570,1,48,1
5,5105000,6758,9570,28.994184,,0,16,14,168,33101,1032,2857,5071899,16,238,50,1,24638,1,70,1,1887286,1,595501,1,187612,1,2365881,1,10861,1,516708,1,12414,4,729189,4,77961,4,333003,4,644395,8,932771,168,41771,24,4749,1,43795,1,2635,1,0,0,0,0,0,0,552628,1,26621,1,11272,1,22238,1,191,1,9570,1,6758,1,22429,1,9570,1,48,1
6,5247500,6793,9570,28.993921,,0,16,14,168,32885,1062,3317,5214615,16,238,40,1,24638,1,40,1,1899600,1,620729,1,190358,1,2467788,1,11422,1,504174,1,14047,4,738286,4,79153,4,363312,4,719781,8,1031592,168,48183,24,4980,1,40348,1,2645,1,0,0,0,0,0,0,574710,1,28695,1,9919,1,22479,1,239,1,9570,1,6793,1,22718,1,9570,1,48,1
7,5177300,6783,9570,28.993895,,0,16,14,168,33241,1062,3077,5144059,16,238,50,1,24798,1,50,1,1891625,1,640688,1,189997,1,2385840,1,11011,1,528321,1,12304,4,735291,4,78892,4,336670,4,642401,8,929635,168,46360,24,4879,1,43404,1,2615,1,0,0,0,0,0,0,593386,1,31912,1,10009,1,22445,1,232,1,9570,1,6783,1,22677,1,9570,1,48,1
8,5149200,6772,9570,28.993822,,0,16,14,168,30571,1192,3207,5118629,16,238,80,1,24678,1,70,1,1896945,1,642762,1,189175,1,2354028,1,10891,1,496098,1,12865,4,738467,4,78872,4,335298,4,646028,8,931119,168,47001,24,4739,1,37843,1,2625,1,0,0,0,0,0,0,599999,1,27293,1,9178,1,22460,1,241,1,9570,1,6772,1,22701,1,9570,1,48,1
9,5225500,6790,9570,28.993675,,0,16,14,168,33519,1092,3327,5191981,16,238,60,1,24698,1,40,1,1895913,1,646619,1,188214,1,2425025,1,11412,1,498994,1,12815,4,749077,4,82940,4,364634,4,658843,8,971747,168,48403,24,5340,1,48604,1,2685,1,0,0,0,0,0,0,602995,1,27714,1,9118,1,22652,1,243,1,9570,1,6790,1,22895,1,9570,1,48,1
