Frame, Time (ms)
0, 5.9363
1, 1.0111
2, 0.9174
3, 0.9615
4, 0.9076
5, 0.9524
6, 0.9512
7, 0.9266
8, 0.9262
9, 0.9244
10, 0.9024
11, 0.9166
12, 0.8901
13, 0.8924
14, 0.8883
15, 0.8893
16, 0.8847
17, 0.8672
18, 0.8698
19, 1.325
20, 1.2005
21, 1.2429
22, 1.3031
23, 1.3178
24, 1.2445
25, 1.198
26, 1.1864
27, 1.6452
28, 1.6857
29, 2.2032
30, 1.9988
31, 1.7366
32, 1.5625
33, 1.9405
34, 2.4574
35, 2.7146
36, 2.4391
37, 2.0863
38, 2.3589
39, 3.1948
40, 2.9125
41, 2.8446
42, 2.4892
43, 2.6263
44, 3.345
45, 2.981
46, 3.1167
47, 3.202
48, 3.3778
49, 2.6858
50, 3.1465
51, 3.2629
52, 3.4818
53, 2.8869
54, 3.32
55, 3.5686
56, 3.4767
57, 3.1177
58, 3.2246
59, 3.2958
60, 2.9434
61, 3.2036
62, 3.0072
63, 2.7794
64, 2.9725
65, 2.8806
66, 2.7483
67, 2.9695
68, 2.8173
69, 2.7406
70, 2.8029
71, 2.7342
72, 2.6919
73, 2.7621
74, 2.7045
75, 2.6873
76, 2.666
77, 2.6572
78, 2.6226
79, 2.6036
80, 2.5696
81, 2.6521
82, 2.6001
83, 2.585
84, 2.5829
85, 2.5485
86, 2.5242
87, 2.5793
88, 2.5368
89, 2.5573
90, 2.5319
91, 2.5452
92, 2.5296
93, 2.535
94, 2.5386
95, 2.5305
96, 2.5271
97, 2.5456
98, 2.5323
99, 2.5479
100, 2.5945
101, 2.5849
102, 2.5086
103, 2.5217
104, 2.5342
105, 2.5247
106, 2.7278
107, 2.595
108, 2.5936
109, 2.5415
110, 2.5552
111, 2.5176
112, 2.8056
113, 2.5666
114, 2.5377
115, 2.5158
116, 2.5062
117, 2.519
118, 2.6675
119, 2.8507
120, 2.6437
121, 2.5799
122, 2.5264
123, 2.6102
124, 2.7006
125, 2.559
126, 2.5589
127, 2.5402
128, 2.5191
129, 2.5361
130, 2.7847
131, 2.7803
132, 2.5324
133, 2.5368
134, 2.5006
135, 2.5279
136, 2.5112
137, 2.5203
138, 2.5216
139, 2.5224
140, 2.529
141, 2.5268
142, 2.5267
143, 2.5061
144, 2.5175
145, 2.5064
146, 2.516
147, 2.5067
148, 2.6447
149, 2.5468
150, 2.4948
151, 2.5143
152, 2.518
153, 2.4883
154, 2.6538
155, 2.5
156, 2.503
157, 2.5038
158, 2.5101
159, 2.5088
160, 2.4961
161, 2.5099
162, 2.507
163, 2.5034
164, 2.5013
165, 2.4977
166, 2.4691
167, 2.5891
168, 2.4953
169, 2.4951
170, 2.4822
171, 2.5095
172, 2.4911
173, 2.5124
174, 2.4823
175, 2.4945
176, 2.4796
177, 2.4984
178, 2.4769
179, 2.511
180, 2.4751
181, 2.5163
182, 2.4696
183, 2.4946
184, 2.4878
