step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,9185500,4495,9570,35.998295,,0,9,9,108,83682,6924,5260,9101818,18,152,621,1,123138,1,130,1,2082178,1,2595511,1,453868,1,140832,1,3690620,1,14919,1,580663,1,10460,4,539343,4,75055,4,826098,4,1627679,8,2448517,108,0,0,3096,1,18706,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0
1,8332900,4196,9570,35.993866,,0,8,8,96,60377,1343,4168,8272523,18,140,250,1,35549,1,150,1,1953609,1,2452074,1,453818,1,89493,1,3274855,1,12725,1,378663,1,7655,4,502853,4,74584,4,771523,4,1512225,8,2279580,96,0,0,2775,1,20289,1,2946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,0,0,0,0,0,0
2,8219800,4142,9570,35.986713,,0,8,8,96,57390,1363,13657,8162410,18,140,150,1,24147,1,180,1,1955964,1,2399221,1,453698,1,88541,1,3227484,1,13025,1,321702,1,8036,4,478335,4,92920,4,781121,4,1509771,8,2277235,96,0,0,2926,1,28405,1,2906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,0,0,0,0,0,0
3,8530900,4111,9570,35.976837,,0,8,8,96,76695,1463,6563,8454205,18,140,321,1,24748,1,150,1,1961535,1,2397308,1,453798,1,129581,1,3474121,1,12644,1,461753,1,10039,4,562769,4,78692,4,800799,4,1531372,8,2325609,96,0,0,2695,1,21882,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,0,0,0,0,0,0
4,8611100,4100,9570,35.964233,,0,8,8,96,59246,1293,6633,8551854,18,140,180,1,35569,1,170,1,2426785,1,2407668,1,453788,1,86618,1,3128232,1,12845,1,314158,1,7515,4,476472,4,73663,4,751935,4,1478059,8,2223361,96,0,0,2795,1,19768,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,0,0,0,0,0,0
5,8073300,4087,9570,35.948902,,0,8,8,96,56471,1674,2454,8016829,18,140,160,1,24187,1,70,1,1955002,1,2377489,1,453818,1,85405,1,3107952,1,12745,1,301904,1,7755,4,475660,4,73943,4,743578,4,1480464,8,2221588,96,0,0,2695,1,17704,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,0,0,0,0,0,0
6,8174900,4079,9570,35.93085,,0,8,8,96,62296,1803,2555,8112604,18,140,150,1,24187,1,70,1,1974931,1,2386437,1,453728,1,88832,1,3171034,1,13236,1,312715,1,7805,4,480780,4,74795,4,760792,4,1496415,8,2254651,96,0,0,2775,1,30148,1,3006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,0,0,0,0,0,0
7,8105100,4073,9570,35.910072,,0,8,8,96,42232,1483,2225,8062868,18,140,110,1,24347,1,200,1,1971143,1,2369975,1,453728,1,87509,1,3142569,1,13286,1,287867,1,8176,4,476852,4,76658,4,763377,4,1502937,8,2264090,96,0,0,3176,1,19367,1,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,0,0,0,0,0,0
8,8196600,4066,9570,35.88657,,0,8,8,96,56503,1303,2716,8140097,18,140,80,1,23916,1,240,1,1958759,1,2366238,1,453678,1,84884,1,3239307,1,12995,1,412969,1,8036,4,477684,4,74143,4,748578,4,1483951,8,2229813,96,0,0,2635,1,27343,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,0,0,0,0,0,0
9,8099900,4061,9570,35.86034,,0,8,8,96,42873,1663,2205,8057027,18,140,90,1,23706,1,120,1,1967596,1,2402568,1,453648,1,86477,1,3110067,1,12755,1,310300,1,7434,4,477414,4,73933,4,746534,4,1469643,8,2213973,96,0,0,2665,1,17885,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,0,0,0,0,0,0
