Frame, Time (ms)
0, 5.7582
1, 0.962
2, 0.9328
3, 0.8794
4, 0.9023
5, 0.8349
6, 0.8237
7, 0.8112
8, 0.773
9, 0.7966
10, 0.8
11, 0.775
12, 0.7632
13, 0.7735
14, 0.7786
15, 0.7923
16, 0.7644
17, 0.7717
18, 0.7614
19, 1.3307
20, 1.1586
21, 1.1481
22, 1.1564
23, 1.1498
24, 1.1636
25, 1.1353
26, 1.1603
27, 1.5638
28, 1.55
29, 1.9324
30, 1.7518
31, 1.6789
32, 1.5658
33, 1.8361
34, 2.2734
35, 2.4241
36, 2.2512
37, 2.039
38, 2.126
39, 2.7684
40, 2.713
41, 2.5962
42, 2.2799
43, 2.489
44, 3.0645
45, 2.8915
46, 2.9095
47, 2.9272
48, 3.0905
49, 2.5243
50, 2.8802
51, 2.9624
52, 3.1552
53, 2.6399
54, 2.8276
55, 3.0249
56, 3.1406
57, 2.9242
58, 3.0432
59, 2.9402
60, 2.7268
61, 2.9921
62, 2.7772
63, 2.5308
64, 2.7231
65, 2.6243
66, 2.5415
67, 2.7067
68, 2.6286
69, 2.5338
70, 2.5967
71, 2.6255
72, 2.5525
73, 2.6306
74, 2.5526
75, 2.4928
76, 2.5333
77, 2.5202
78, 2.4874
79, 2.5161
80, 2.4037
81, 2.4065
82, 2.3915
83, 2.4036
84, 2.3406
85, 2.3956
86, 2.3774
87, 2.3695
88, 2.3848
89, 2.3974
90, 2.4238
91, 2.4031
92, 2.4952
93, 2.4913
94, 2.4749
95, 2.427
96, 2.5164
97, 2.3878
98, 2.3429
99, 2.7505
100, 2.6198
101, 2.5948
102, 2.4535
103, 2.393
104, 2.4277
105, 2.4186
106, 2.3695
107, 2.5016
108, 2.4632
109, 2.4269
110, 2.4045
111, 2.5514
112, 2.7721
113, 2.6665
114, 2.6162
115, 2.6939
116, 2.7423
117, 2.7779
118, 2.8081
119, 2.8971
120, 2.9851
121, 2.8869
122, 2.9575
123, 2.7921
124, 2.7655
125, 2.9993
126, 2.7001
127, 2.5007
128, 2.856
129, 2.3826
130, 2.4518
131, 2.3662
132, 2.3392
133, 2.3641
134, 2.3671
135, 2.3466
136, 2.3996
137, 2.3297
138, 2.3405
139, 2.3387
140, 2.3246
141, 2.421
142, 2.3963
143, 2.3568
144, 2.3546
145, 2.3267
146, 2.4317
147, 2.4177
148, 2.4249
149, 2.4232
150, 2.4752
151, 2.5021
152, 2.4028
153, 2.4076
154, 2.4542
155, 2.3473
156, 2.382
157, 2.3357
158, 2.3273
159, 2.4091
160, 2.3057
161, 2.403
162, 2.3848
163, 2.3426
164, 2.3334
165, 2.341
166, 2.3153
167, 2.3233
168, 2.3861
169, 2.3585
170, 2.4438
171, 2.4406
172, 2.4287
173, 2.4759
174, 2.446
175, 2.4425
176, 2.4053
177, 2.3733
178, 2.3227
179, 2.3139
180, 2.3707
181, 2.3084
182, 2.3167
183, 2.3085
184, 2.3208
185, 2.2887
186, 2.3375
187, 2.3013
188, 2.3264
189, 2.3183
190, 2.376
191, 2.4259
192, 2.4108
193, 2.3743
194, 2.3839
195, 2.3583
196, 2.3914
197, 2.3386
198, 2.393
199, 2.3249
200, 2.4761
201, 2.3256
202, 2.3035
203, 2.3648
204, 2.299
205, 2.311
206, 2.3208
207, 2.4374
208, 2.4786
209, 2.4085
210, 2.4087
211, 2.3428
212, 2.2823
213, 2.3129
214, 2.3843
215, 2.3886
216, 2.423
217, 2.3718
218, 2.4154
219, 2.3316
220, 2.3806
221, 2.3496
222, 2.3646
223, 2.3287
224, 2.3238
225, 2.3437
226, 2.3186
227, 2.3406
228, 2.309
229, 2.3311
230, 2.305
231, 2.3109
232, 2.3293
233, 2.2761
234, 2.3715
235, 2.3214
236, 2.2881
237, 2.3618
238, 2.3122
239, 2.2954
240, 2.32
241, 2.3135
242, 2.335
243, 2.3476
244, 2.3698
245, 2.3124
246, 2.3338
247, 2.3648
248, 2.3854
249, 2.3094
250, 2.3587
251, 2.3224
252, 2.323
253, 2.3495
254, 2.3546
255, 2.3367
256, 2.3376
257, 2.3139
258, 2.2913
259, 2.3689
260, 2.3357
261, 2.3895
262, 2.3934
263, 2.3595
264, 2.3512
265, 2.3378
266, 2.3646
267, 2.3275
268, 2.3966
269, 2.3397
270, 2.3546
271, 2.3173
272, 2.3161
273, 2.3244
274, 2.3775
275, 2.3867
276, 2.3486
277, 2.4078
278, 2.3486
279, 2.3725
280, 2.3561
281, 2.4497
282, 2.3811
283, 2.3419
284, 2.3559
285, 2.434
286, 2.4302
287, 2.3423
288, 2.4056
289, 2.3077
290, 2.3481
291, 2.3607
292, 2.3288
293, 2.3181
294, 2.4302
295, 2.3542
296, 2.3662
297, 2.3612
298, 2.374
299, 2.3983
300, 2.447
301, 2.3642
302, 2.3444
303, 2.4022
304, 2.3698
305, 2.321
306, 2.3753
307, 2.3163
308, 2.3776
309, 2.3352
310, 2.3458
311, 2.3434
312, 2.3552
313, 2.3681
314, 2.394
315, 2.3821
316, 2.4235
317, 2.3985
318, 2.4031
319, 2.3824
320, 2.426
321, 2.3604
322, 2.3078
323, 2.3422
324, 2.3251
325, 2.3327
326, 2.3166
327, 2.3635
328, 2.3599
329, 2.3463
330, 2.3812
331, 2.3592
332, 2.3378
333, 2.4505
334, 2.3867
335, 2.3929
336, 2.4107
337, 2.4391
338, 2.4138
339, 2.464
340, 2.3383
341, 2.3118
342, 2.3721
343, 2.3411
344, 2.3586
345, 2.3345
346, 2.3009
347, 2.3086
348, 2.3456
349, 2.3288
350, 2.3425
351, 2.3742
352, 2.3773
353, 2.4912
354, 2.464
355, 2.4754
356, 2.5253
357, 2.4013
358, 2.4307
359, 2.3496
360, 2.3385
361, 2.3252
362, 2.3403
363, 2.3418
364, 2.3654
365, 2.3361
366, 2.3598
367, 2.3488
368, 2.3366
369, 2.3232
370, 2.3636
371, 2.3531
372, 2.4347
373, 2.4266
374, 2.4167
375, 2.4116
376, 2.4091
377, 2.4198
378, 2.3648
379, 2.3648
380, 2.3206
381, 2.354
382, 2.3382
383, 2.3372
384, 2.3673
385, 2.3899
386, 2.3136
387, 2.3962
388, 2.4376
389, 2.4267
390, 2.3957
391, 2.3636
392, 2.461
393, 2.4316
394, 2.405
395, 2.3872
396, 2.3432
397, 2.374
398, 2.3562
