step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
0,20215200,4495,9570,35.998295,,0,9,9,108,85695,6022,5431,20129505,16,154,1272,1,133721,1,250,1,2241346,1,3247942,1,173268,1,14318208,1,13496,1,829119,1,12965,4,559713,4,67522,4,4316238,4,8470259,8,12781066,108,0,0,5471,1,47282,1,3617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0,0,1,0,1,9570,1
1,15659600,4300,9570,35.993866,,0,9,8,96,79709,3477,2595,15579891,16,154,210,1,38064,1,60,1,1986048,1,806405,1,98552,1,12633438,1,17113,1,471521,1,9008,4,505948,4,73353,4,3879024,4,7601012,8,11455508,96,21933,12,3817,1,82882,1,3397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16277,1,27,1,9570,1,4300,1,16304,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
2,16691300,4339,9570,35.986713,,0,9,8,96,86808,2685,10420,16604492,16,154,250,1,38305,1,381,1,2457519,1,720266,1,138150,1,13236856,1,12765,1,613869,1,9479,4,516559,4,65708,4,3997465,4,7958840,8,11916719,96,29167,12,5350,1,62432,1,4469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16269,1,36,1,9570,1,4339,1,16305,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
3,15842700,4335,9570,35.976837,,0,9,8,96,58790,7976,2415,15783910,16,154,321,1,48655,1,140,1,2376570,1,686561,1,98112,1,12562099,1,11452,1,476821,1,7384,4,514264,4,65338,4,3865718,4,7595250,8,11434377,96,24177,12,3266,1,23496,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16306,1,30,1,9570,1,4335,1,16336,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
4,15402200,4329,9570,35.964233,,0,9,8,96,76605,1523,9990,15325595,16,154,140,1,27103,1,50,1,1953725,1,667974,1,99023,1,12565165,1,12414,1,437915,1,12264,4,500948,4,69325,4,3875487,4,7602815,8,11443555,96,24758,12,3727,1,58444,1,2715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16296,1,31,1,9570,1,4329,1,16327,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
5,15322100,4324,9570,35.948902,,0,9,8,96,39649,4449,2495,15282451,16,154,471,1,28736,1,220,1,1920710,1,641042,1,95116,1,12584252,1,11903,1,466270,1,7284,4,501209,4,64977,4,3878493,4,7623456,8,11476719,96,22734,12,3687,1,31682,1,2745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16313,1,28,1,9570,1,4324,1,16341,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
6,15351700,4326,9570,35.93085,,0,9,8,96,40453,1172,2445,15311247,16,154,60,1,27965,1,70,1,1995717,1,652374,1,94965,1,12528904,1,11192,1,390342,1,7475,4,500658,4,69015,4,3879585,4,7622283,8,11473884,96,25540,12,3487,1,48364,1,6523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,31,1,9570,1,4326,1,16349,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
7,15282600,4319,9570,35.910072,,0,9,8,96,41731,1082,2376,15240869,16,154,90,1,27353,1,60,1,1918897,1,655400,1,93963,1,12533723,1,11382,1,378469,1,9088,4,519905,4,65237,4,3874886,4,7639026,8,11489564,96,21973,12,4138,1,39146,1,2745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16316,1,27,1,9570,1,4319,1,16343,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
8,15384800,4316,9570,35.88657,,0,9,8,96,42753,1192,2355,15342047,16,154,250,1,28566,1,220,1,1922063,1,663185,1,109494,1,12606315,1,11953,1,479817,1,7755,4,504996,4,67352,4,3887020,4,7598457,8,11461349,96,21773,12,3377,1,53745,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16293,1,27,1,9570,1,4316,1,16320,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
9,15302200,4312,9570,35.86034,,0,9,8,96,44147,1262,3126,15258053,16,154,40,1,27504,1,40,1,1916422,1,652955,1,118261,1,12531529,1,11302,1,436733,1,9849,4,501529,4,71560,4,3871029,4,7590411,8,11443364,96,14949,12,3777,1,42643,1,2735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16297,1,18,1,9570,1,4312,1,16315,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
