step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,6910000,4495,9570,35.998295,,0,9,9,108,67069,5631,4389,6842931,18,162,651,1,109506,1,321,1,633156,1,851887,1,250974,1,159223,1,4823375,1,13837,1,1355749,1,14619,4,692624,4,79557,4,805045,4,1476887,8,2277544,108,0,0,6643,1,383605,1,3016,1,0,0,0,0,0,0,589961,1,127331,1,16863,1,29017,1,61511,1,489413,1,50169,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,48,1,1241,1,0,1,0,1
1,4945500,4196,9570,35.993866,,0,8,8,96,38249,1283,2305,4907251,18,150,100,1,31642,1,20,1,474594,1,427431,1,250263,1,102081,1,3608434,1,12685,1,757471,1,12414,4,576635,4,79056,4,675760,4,1260431,8,1933887,96,0,0,5401,1,237457,1,2525,1,0,0,0,0,0,0,403274,1,16863,1,4319,1,5791,1,24769,1,418504,1,23536,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,48,1,1241,1,0,1,0,1
2,4780500,4142,9570,35.986713,,0,8,8,96,35900,1252,3999,4744600,18,150,80,1,24148,1,60,1,480586,1,377142,1,250313,1,88454,1,3511102,1,12715,1,759726,1,12324,4,578549,4,81591,4,683486,4,1241935,8,1921422,96,0,0,9278,1,140326,1,2635,1,0,0,0,0,0,0,353245,1,16653,1,4308,1,16302,1,21633,1,415418,1,27023,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,48,1,1240,1,1,1,1,1
3,4618200,4111,9570,35.976837,,0,8,8,96,34396,1182,4118,4583804,18,150,130,1,24138,1,70,1,462801,1,383735,1,250303,1,89536,1,3358942,1,14148,1,741710,1,12344,4,569671,4,79166,4,622515,4,1191706,8,1810103,96,0,0,5320,1,132761,1,2565,1,0,0,0,0,0,0,359778,1,16943,1,4038,1,5030,1,21593,1,410298,1,25600,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,48,1,1240,1,1,1,0,1
4,4714100,4100,9570,35.964233,,0,8,8,96,34007,1182,3597,4680093,18,150,140,1,23927,1,90,1,457310,1,370670,1,250293,1,88765,1,3476183,1,12715,1,751059,1,12515,4,568479,4,78344,4,646463,4,1286132,8,1928997,96,0,0,5310,1,124134,1,2565,1,0,0,0,0,0,0,347644,1,16292,1,3878,1,4880,1,21623,1,405619,1,25029,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,48,1,1240,1,1,1,0,1
5,4695800,4087,9570,35.948902,,0,8,8,96,33401,1132,3697,4662399,18,150,160,1,24037,1,70,1,452851,1,371081,1,250333,1,88985,1,3462166,1,12715,1,735778,1,12104,4,566285,4,78835,4,669999,4,1260892,8,1927194,96,0,0,5310,1,129194,1,2635,1,0,0,0,0,0,0,347564,1,16803,1,3787,1,4769,1,21593,1,401110,1,25160,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,48,1,1240,1,1,1,0,1
6,4660200,4079,9570,35.93085,,0,8,8,96,35756,1202,2736,4624444,18,150,110,1,24027,1,40,1,453733,1,405839,1,250333,1,88805,1,3388701,1,12855,1,754706,1,12334,4,571455,4,79096,4,622916,4,1197107,8,1817287,96,0,0,5341,1,141769,1,2775,1,0,0,0,0,0,0,379738,1,19438,1,3777,1,4860,1,21102,1,402573,1,25039,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,48,1,1240,1,1,1,0,1
7,4770300,4073,9570,35.910072,,0,8,8,96,42473,1363,2004,4727827,18,150,150,1,29719,1,50,1,487870,1,350781,1,250333,1,94997,1,3502926,1,11002,1,747191,1,12194,4,571796,4,77603,4,669017,4,1283797,8,1950810,96,0,0,5381,1,131940,1,2645,1,0,0,0,0,0,0,326813,1,17124,1,3848,1,12354,1,23877,1,421780,1,29368,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
8,4764300,4066,9570,35.88657,,0,8,8,96,36743,1313,2134,4727557,18,150,140,1,29698,1,50,1,480907,1,376802,1,250343,1,96590,1,3480231,1,12795,1,752562,1,12324,4,570112,4,78845,4,650751,4,1280681,8,1929298,96,0,0,5361,1,125667,1,2615,1,0,0,0,0,0,0,348336,1,21703,1,3838,1,5080,1,22104,1,418213,1,35219,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,48,1,1240,1,1,1,0,1
9,4689800,4061,9570,35.86034,,0,8,8,96,35367,1202,2385,4654433,18,150,40,1,29608,1,30,1,473242,1,382633,1,250263,1,88093,1,3417718,1,12805,1,746139,1,12204,4,585232,4,78975,4,648917,4,1199251,8,1845784,96,0,0,5381,1,137691,1,2725,1,0,0,0,0,0,0,359949,1,16042,1,3767,1,5401,1,21572,1,415518,1,30550,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,48,1,1240,1,1,1,0,1
