step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,8929500,4495,9570,35.998295,,0,9,9,108,161933,6192,3908,8767567,18,152,1012,1,148953,1,371,1,2047310,1,2594765,1,423241,1,145386,1,3383695,1,22835,1,593556,1,9078,4,291262,4,68044,4,805602,4,1582337,8,2384032,108,0,0,3777,1,21152,1,2695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0
1,8642600,4196,9570,35.993866,,0,8,8,96,67691,1753,4580,8574909,18,140,180,1,48024,1,100,1,2368651,1,2560038,1,422710,1,92762,1,3068676,1,13767,1,480033,1,7755,4,270972,4,65228,4,747378,4,1470788,8,2213586,96,0,0,3086,1,19118,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,0,0,0,0,0,0
2,7879100,4142,9570,35.986713,,0,8,8,96,57280,1794,6473,7821820,18,140,812,1,25931,1,140,1,1957805,1,2384202,1,422500,1,90107,1,2926587,1,13737,1,342803,1,7645,4,268487,4,65839,4,744853,4,1457933,8,2196313,96,0,0,3066,1,31612,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,0,0,0,0,0,0
3,8013700,4111,9570,35.976837,,0,8,8,96,57276,1453,5511,7956424,18,140,200,1,25119,1,110,1,1954167,1,2486954,1,422710,1,93975,1,2960113,1,13076,1,392270,1,8176,4,281493,4,65408,4,734102,4,1450779,8,2179369,96,0,0,3457,1,20420,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,0,0,0,0,0,0
4,7801700,4100,9570,35.964233,,0,8,8,96,52973,1242,7786,7748727,18,140,210,1,24338,1,70,1,1954528,1,2368692,1,422620,1,90227,1,2874906,1,13136,1,296041,1,8046,4,287625,4,66390,4,743159,4,1446290,8,2181664,96,0,0,3026,1,20570,1,2515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,0,0,0,0,0,0
5,7789800,4087,9570,35.948902,,0,8,8,96,54229,1253,2174,7735571,18,140,140,1,24097,1,70,1,1953757,1,2399472,1,422510,1,89626,1,2832833,1,13066,1,297875,1,7585,4,268247,4,65248,4,729883,4,1437142,8,2164851,96,0,0,2946,1,20049,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,0,0,0,0,0,0
6,7755800,4079,9570,35.93085,,0,8,8,96,84365,1293,2326,7671435,18,140,140,1,23977,1,80,1,1953927,1,2338121,1,422700,1,86330,1,2832863,1,13296,1,283968,1,7385,4,264740,4,65138,4,742007,4,1441551,8,2181232,96,0,0,3306,1,20971,1,2505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,0,0,0,0,0,0
7,7795700,4073,9570,35.910072,,0,8,8,96,57504,1153,2335,7738196,18,140,140,1,23937,1,70,1,1960630,1,2356808,1,422660,1,88123,1,2870186,1,15641,1,304518,1,7455,4,264910,4,65859,4,730565,4,1467271,8,2195501,96,0,0,3106,1,21643,1,3707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,0,0,0,0,0,0
8,7967500,4066,9570,35.88657,,0,8,8,96,64611,1413,2164,7902889,18,140,140,1,24187,1,70,1,1965099,1,2437697,1,422750,1,88333,1,2950875,1,13737,1,338645,1,27895,4,268437,4,66460,4,738089,4,1471890,8,2207816,96,0,0,3076,1,31853,1,3116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,0,0,0,0,0,0
9,7758600,4061,9570,35.86034,,0,8,8,96,38419,1032,2416,7720181,18,140,50,1,24638,1,150,1,1961752,1,2355736,1,422379,1,86019,1,2856269,1,13186,1,274499,1,8336,4,281733,4,65739,4,727809,4,1464456,8,2189849,96,0,0,3647,1,26131,1,2886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,0,0,0,0,0,0
