step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,19802200,4495,9570,35.998295,,0,9,9,108,169744,5481,6132,19632456,18,159,1323,1,197547,1,140,1,753527,1,2549847,1,890826,1,134273,1,15090034,1,14939,1,1357470,1,9849,4,647920,4,65699,4,4262534,4,8241903,8,12498304,108,0,0,9839,1,486463,1,2876,1,0,0,0,0,0,0,0,0,0,0,0,0,51521,1,79796,1,560378,1,56581,1,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,1241,1,0,1,0,1
1,16816300,4196,9570,35.993866,,0,8,8,96,249843,1333,3888,16566457,18,147,170,1,43355,1,180,1,594655,1,2473247,1,890435,1,116809,1,12432205,1,15400,1,790219,1,7324,4,568775,4,62593,4,3611037,4,7104093,8,10711242,96,0,0,5270,1,278987,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,6192,1,34067,1,528055,1,25861,1,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,1241,1,0,1,0,1
2,16929600,4142,9570,35.986713,,0,8,8,96,425275,1323,6663,16504325,18,147,150,1,31161,1,1122,1,612310,1,2555619,1,889894,1,93483,1,12310126,1,10461,1,758697,1,7354,4,570939,4,63645,4,3601779,4,7069295,8,10664410,96,0,0,5340,1,228348,1,3407,1,0,0,0,0,0,0,0,0,0,0,0,0,31862,1,28646,1,519047,1,32343,1,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,1240,1,1,1,1,1
3,16930100,4111,9570,35.976837,,0,8,8,96,242194,1523,7485,16687906,18,147,180,1,36121,1,100,1,590447,1,2492866,1,890145,1,114064,1,12548733,1,15250,1,880946,1,8897,4,601038,4,64717,4,3654592,4,7137468,8,10784575,96,0,0,5701,1,191275,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,9178,1,29728,1,520300,1,30760,1,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,1240,1,1,1,0,1
4,16612800,4100,9570,35.964233,,0,8,8,96,185075,5350,3968,16427725,18,147,190,1,31141,1,110,1,579746,1,2432718,1,890034,1,107481,1,12371005,1,15300,1,827592,1,7575,4,566520,4,76179,4,3599154,4,7009477,8,10604663,96,0,0,5160,1,270480,1,3517,1,0,0,0,0,0,0,0,0,0,0,0,0,6833,1,30329,1,515390,1,26562,1,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,1240,1,1,1,0,1
5,16464000,4087,9570,35.948902,,0,8,8,96,294050,1243,6593,16169950,18,147,160,1,29618,1,120,1,576931,1,2523205,1,889954,1,94455,1,12042651,1,12855,1,760631,1,7625,4,565318,4,62773,4,3545859,4,6928839,8,10468105,96,0,0,5150,1,161707,1,3507,1,0,0,0,0,0,0,0,0,0,0,0,0,6092,1,28065,1,511573,1,30780,1,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,1240,1,1,1,0,1
6,16956000,4079,9570,35.93085,,0,8,8,96,379754,1222,4389,16576246,18,147,230,1,29869,1,140,1,579856,1,2470642,1,889914,1,85858,1,12504877,1,14859,1,786261,1,9358,4,572452,4,66781,4,3620716,4,7158640,8,10774967,96,0,0,5962,1,280580,1,2906,1,0,0,0,0,0,0,0,0,0,0,0,0,6252,1,27173,1,515300,1,30700,1,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,1240,1,1,1,0,1
7,16852400,4073,9570,35.910072,,0,8,8,96,182780,1533,3637,16669620,18,147,371,1,33035,1,160,1,571991,1,2595136,1,890084,1,97381,1,12466442,1,15019,1,822903,1,7996,4,601439,4,63545,4,3678940,4,7100075,8,10775378,96,0,0,5471,1,181886,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,7314,1,30740,1,506282,1,26692,1,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,1240,1,1,1,0,1
8,16521200,4066,9570,35.88657,,0,8,8,96,136489,1102,4299,16384711,18,147,150,1,29678,1,90,1,476915,1,2598202,1,890034,1,85177,1,12291629,1,12835,1,818494,1,7475,4,566941,4,63164,4,3571700,4,7017022,8,10584423,96,0,0,5561,1,236554,1,3617,1,0,0,0,0,0,0,0,0,0,0,0,0,10521,1,25670,1,414813,1,25059,1,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,1240,1,1,1,0,1
9,16898200,4061,9570,35.86034,,0,8,8,96,866110,1192,4179,16032090,18,147,180,1,35169,1,100,1,592080,1,2320147,1,889954,1,85868,1,12092990,1,15601,1,747986,1,7545,4,564055,4,62543,4,3576569,4,6954540,8,10526930,96,0,0,5210,1,170023,1,3327,1,0,0,0,0,0,0,0,0,0,0,0,0,19007,1,32774,1,514017,1,25320,1,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,1240,1,1,1,0,1
