step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n
0,8705200,4495,9570,35.998295,,0,9,9,108,72827,7735,5020,8632373,18,152,952,1,108050,1,250,1,1945325,1,2513839,1,429433,1,163087,1,3458061,1,13376,1,565317,1,8717,4,298089,4,74384,4,836964,4,1632178,8,2464122,108,0,0,4278,1,27513,1,2886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17980,1,0,1,9570,1,4495,1,17980,1,9570,1,0,1,0,0,0,0,0,0
1,8870100,4196,9570,35.993866,,0,8,8,96,69781,1964,3878,8800319,18,140,281,1,56349,1,80,1,2749546,1,2389788,1,429053,1,107078,1,3055380,1,12765,1,420686,1,7244,4,269533,4,65116,4,761398,4,1502426,8,2259946,96,0,0,3166,1,21161,1,2685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,0,1,9570,1,4196,1,15924,1,9570,1,0,1,0,0,0,0,0,0
2,8083700,4142,9570,35.986713,,0,8,8,96,56992,1443,6653,8026708,18,140,301,1,24558,1,150,1,1954664,1,2417251,1,429463,1,111777,1,3075509,1,13035,1,436046,1,7735,4,277218,4,66319,4,757039,4,1484030,8,2234416,96,0,0,3487,1,39437,1,2755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15744,1,0,1,9570,1,4142,1,15744,1,9570,1,0,1,0,0,0,0,0,0
3,7955500,4111,9570,35.976837,,0,8,8,96,57742,1443,6102,7897758,18,140,331,1,24938,1,80,1,1954193,1,2404857,1,429423,1,105986,1,2965155,1,12795,1,353165,1,7074,4,264854,4,65146,4,755326,4,1487437,8,2236661,96,0,0,3156,1,25009,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,1,0,1,9570,1,4111,1,15687,1,9570,1,0,1,0,0,0,0,0,0
4,7859000,4100,9570,35.964233,,0,8,8,96,55585,1413,5641,7803415,18,140,210,1,24277,1,80,1,1970975,1,2332006,1,429213,1,86728,1,2947280,1,12645,1,345751,1,7244,4,265165,4,65417,4,752050,4,1485303,8,2231711,96,0,0,3076,1,19197,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,1,0,1,9570,1,4100,1,15670,1,9570,1,0,1,0,0,0,0,0,0
5,7857800,4087,9570,35.948902,,0,8,8,96,57261,1353,2224,7800539,18,140,180,1,24087,1,80,1,1956176,1,2323650,1,429063,1,87360,1,2966968,1,12975,1,329169,1,7334,4,263331,4,65738,4,751478,4,1496765,8,2246019,96,0,0,3427,1,45368,1,3006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15642,1,0,1,9570,1,4087,1,15642,1,9570,1,0,1,0,0,0,0,0,0
6,7855100,4079,9570,35.93085,,0,8,8,96,47167,1102,2135,7807933,18,140,120,1,24037,1,90,1,1961337,1,2335803,1,429093,1,87710,1,2956939,1,12805,1,321284,1,7645,4,266658,4,66078,4,753743,4,1504159,8,2255767,96,0,0,3457,1,29998,1,2815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666,1,0,1,9570,1,4079,1,15666,1,9570,1,0,1,0,0,0,0,0,0
7,7869900,4073,9570,35.910072,,0,8,8,96,37740,1132,2154,7832160,18,140,10,1,24478,1,50,1,1962228,1,2345552,1,429093,1,85917,1,2972108,1,12725,1,320101,1,7695,4,269453,4,70657,4,763632,4,1494450,8,2255928,96,0,0,3407,1,38364,1,3216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4073,1,15684,1,9570,1,0,1,0,0,0,0,0,0
8,8190700,4066,9570,35.88657,,0,8,8,96,59389,1433,2245,8131311,18,140,90,1,24217,1,50,1,1953060,1,2338388,1,429013,1,127347,1,3246481,1,12665,1,490943,1,9539,4,328257,4,72701,4,788911,4,1519469,8,2306135,96,0,0,3507,1,29096,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684,1,0,1,9570,1,4066,1,15684,1,9570,1,0,1,0,0,0,0,0,0
9,8130500,4061,9570,35.86034,,0,8,8,96,39487,1473,1994,8091013,18,140,40,1,35258,1,50,1,2179660,1,2356834,1,429053,1,106056,1,2971387,1,12675,1,365880,1,7925,4,284642,4,67220,4,745637,4,1471816,8,2215459,96,0,0,2805,1,21462,1,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15705,1,0,1,9570,1,4061,1,15705,1,9570,1,0,1,0,0,0,0,0,0
